mutation_id,clone_id,alt_count,depth,vaf
1X0,0,33,117,0.282051
1X1,0,31,86,0.360465
1X2,0,29,95,0.305263
1X3,0,31,99,0.313131
1X4,0,33,109,0.302752
1X5,0,21,91,0.230769
1X6,0,29,106,0.273585
3X0,1,10,95,0.105263
3X1,1,15,102,0.147059
3X2,1,13,99,0.131313
3X3,1,16,103,0.15534
3X4,1,13,88,0.147727
3X5,1,25,97,0.257732
3X6,1,11,106,0.103774
3X7,1,18,93,0.193548
3X8,1,22,93,0.236559
3X9,1,18,99,0.181818
3Xa,1,22,90,0.244444
7X4,1,6,119,0.0504202
19X4,1,5,107,0.046729
19X5,1,13,110,0.118182
19X7,1,5,87,0.0574713
19Xb,1,8,117,0.0683761
22X1,1,6,103,0.0582524
22Xc,1,5,115,0.0434783
8X0,1,12,97,0.123711
8X1,1,11,97,0.113402
8X2,1,13,115,0.113043
8X3,1,9,103,0.0873786
8X4,1,11,109,0.100917
8X5,1,19,114,0.166667
8X6,1,15,94,0.159574
8X7,1,19,112,0.169643
8X8,1,5,87,0.0574713
8X9,1,14,113,0.123894
8Xa,1,17,114,0.149123
11X0,1,5,95,0.0526316
11X1,1,11,98,0.112245
11X2,1,8,114,0.0701754
11X3,1,8,99,0.0808081
11X4,1,12,87,0.137931
11X5,1,10,102,0.0980392
11X6,1,6,88,0.0681818
11X7,1,13,104,0.125
11X8,1,12,100,0.12
18X0,1,5,102,0.0490196
18X1,1,12,115,0.104348
18X3,1,5,85,0.0588235
18X4,1,10,103,0.0970874
18X5,1,8,114,0.0701754
18X6,1,5,100,0.05
39X0,1,5,108,0.0462963
39X1,1,6,91,0.0659341
39X3,1,5,106,0.0471698
39X4,1,6,123,0.0487805
39X5,1,5,110,0.0454545
39X6,1,6,88,0.0681818
3bX6,1,7,113,0.0619469
3aX1,1,7,114,0.0614035
3aX2,1,8,100,0.08
3aX6,1,6,103,0.0582524
48X5,1,6,103,0.0582524
6bX3,1,6,112,0.0535714
6cXc,1,5,112,0.0446429
12X2,1,5,88,0.0568182
12X5,1,10,115,0.0869565
12X8,1,7,93,0.0752688
43X0,1,5,92,0.0543478
43X2,1,5,121,0.0413223
6aX8,1,5,109,0.0458716
6aX9,1,5,103,0.0485437
6aXf,1,5,106,0.0471698
daX0,1,5,98,0.0510204
5eX2,1,5,107,0.046729
4X0,0,12,91,0.131868
4X1,0,14,101,0.138614
4X2,0,12,104,0.115385
4X3,0,16,112,0.142857
4X4,0,12,95,0.126316
4X5,0,14,104,0.134615
4X6,0,15,125,0.12
4X7,0,24,114,0.210526
4X8,0,12,103,0.116505
4X9,0,18,111,0.162162
4Xa,0,10,93,0.107527
5X0,1,7,94,0.0744681
5X1,1,5,94,0.0531915
5X2,1,8,94,0.0851064
5X3,1,5,92,0.0543478
5X4,1,5,85,0.0588235
5X5,1,7,116,0.0603448
5X6,1,5,116,0.0431034
5X7,1,5,83,0.060241
5X8,1,6,105,0.0571429
5X9,1,6,103,0.0582524
5Xa,1,9,119,0.0756303
5Xb,1,8,94,0.0851064
5Xc,1,6,129,0.0465116
5Xd,1,6,89,0.0674157
cX0,1,6,104,0.0576923
cX2,1,6,88,0.0681818
cX3,1,5,103,0.0485437
cX4,1,13,111,0.117117
cX5,1,6,104,0.0576923
cX6,1,7,108,0.0648148
cX8,1,7,112,0.0625
cX9,1,5,104,0.0480769
cXb,1,6,93,0.0645161
cXc,1,5,84,0.0595238
1eX1,1,5,93,0.0537634
1eX2,1,8,94,0.0851064
1eX4,1,7,118,0.059322
1eX5,1,6,111,0.0540541
1eX6,1,8,104,0.0769231
1eX7,1,7,96,0.0729167
1eX8,1,5,99,0.0505051
20X3,1,5,105,0.047619
20X5,1,6,103,0.0582524
93X6,1,5,99,0.0505051
e9X3,1,5,92,0.0543478
6X0,2,6,99,0.0606061
6X1,2,5,86,0.0581395
6X4,2,11,106,0.103774
6X5,2,9,104,0.0865385
6X6,2,10,107,0.0934579
6X7,2,12,109,0.110092
6X8,2,7,102,0.0686275
6X9,2,7,97,0.0721649
6Xa,2,7,100,0.07
6Xb,2,5,86,0.0581395
6Xc,2,10,112,0.0892857
6Xd,2,12,103,0.116505
6Xe,2,8,100,0.08
2bX5,2,6,124,0.0483871
67Xd,2,5,109,0.0458716
2cX1,2,8,111,0.0720721
2cX2,2,5,103,0.0485437
2cX3,2,8,110,0.0727273
2cX5,2,5,114,0.0438596
2cX9,2,5,77,0.0649351
81X4,2,7,102,0.0686275
2X0,1,18,86,0.209302
2X1,1,23,113,0.20354
2X2,1,16,91,0.175824
2X3,1,13,78,0.166667
2X4,1,25,121,0.206612
2X5,1,13,94,0.138298
2X6,1,11,98,0.112245
2X7,1,17,99,0.171717
9X0,1,16,109,0.146789
9X1,1,6,94,0.0638298
9X2,1,6,94,0.0638298
9X3,1,14,102,0.137255
9X4,1,12,112,0.107143
9X5,1,6,96,0.0625
9X6,1,6,96,0.0625
9X7,1,13,102,0.127451
9X8,1,19,110,0.172727
9X9,1,13,115,0.113043
9Xa,1,11,106,0.103774
fX1,1,5,93,0.0537634
fX2,1,5,99,0.0505051
fX4,1,9,113,0.079646
2dX0,1,6,111,0.0540541
2dX4,1,5,112,0.0446429
2dX7,1,7,91,0.0769231
2fX7,1,5,114,0.0438596
f8X8,1,5,100,0.05
f8X9,1,5,104,0.0480769
f8Xa,1,5,88,0.0568182
10X0,1,8,104,0.0769231
10X1,1,10,101,0.0990099
10X4,1,6,97,0.0618557
10X6,1,7,96,0.0729167
13X0,1,5,100,0.05
13X1,1,10,102,0.0980392
13X2,1,5,90,0.0555556
13X3,1,5,123,0.0406504
13X5,1,10,104,0.0961538
13X6,1,7,103,0.0679612
1cX1,1,16,114,0.140351
1cX2,1,5,116,0.0431034
1cX3,1,5,94,0.0531915
1cX4,1,8,101,0.0792079
1cX5,1,6,101,0.0594059
1cX6,1,7,97,0.0721649
25X2,1,7,106,0.0660377
25X4,1,7,111,0.0630631
25X5,1,6,102,0.0588235
35X1,1,7,100,0.07
35X6,1,5,107,0.046729
56X1,1,5,108,0.0462963
aX0,1,13,103,0.126214
aX1,1,8,89,0.0898876
aX2,1,10,100,0.1
aX3,1,14,96,0.145833
aX5,1,11,122,0.0901639
aX6,1,13,115,0.113043
aX7,1,7,108,0.0648148
aX8,1,10,104,0.0961538
eX0,1,11,104,0.105769
eX1,1,15,96,0.15625
eX3,1,10,93,0.107527
