mutation_id,clone_id,alt_count,depth,vaf
1X0,1,8,115,0.0695652
1X1,1,8,107,0.0747664
1X2,1,6,89,0.0674157
1X3,1,11,98,0.112245
1X4,1,16,115,0.13913
1X5,1,9,97,0.0927835
1X6,1,12,101,0.118812
1X7,1,7,92,0.076087
1X8,1,5,90,0.0555556
1X9,1,7,94,0.0744681
1Xa,1,8,85,0.0941176
1Xb,1,9,112,0.0803571
1Xc,1,14,91,0.153846
1eX2,1,6,105,0.0571429
1eX3,1,5,106,0.0471698
1eX4,1,10,103,0.0970874
1eX5,1,9,98,0.0918367
21X5,1,10,101,0.0990099
41X1,1,5,86,0.0581395
41X5,1,6,113,0.0530973
22X0,1,5,92,0.0543478
22X1,1,7,109,0.0642202
22X2,1,5,103,0.0485437
22X4,1,5,103,0.0485437
22X5,1,7,97,0.0721649
22X6,1,6,111,0.0540541
22X8,1,9,101,0.0891089
22X9,1,10,100,0.1
35X0,1,5,103,0.0485437
35X1,1,5,86,0.0581395
35X4,1,8,101,0.0792079
35X6,1,6,106,0.0566038
35X7,1,7,102,0.0686275
35X8,1,7,103,0.0679612
4bX0,1,5,105,0.047619
4bX2,1,6,105,0.0571429
4bX4,1,7,86,0.0813953
4bX8,1,9,86,0.104651
67Xa,1,5,112,0.0446429
110X3,1,6,97,0.0618557
2X0,0,40,96,0.416667
2X1,0,46,104,0.442308
2X2,0,43,105,0.409524
2X3,0,47,106,0.443396
2X4,0,45,105,0.428571
2X5,0,48,123,0.390244
2X6,0,49,124,0.395161
2X7,0,35,94,0.37234
2X8,0,47,101,0.465347
3X0,0,14,94,0.148936
3X1,0,16,104,0.153846
3X2,0,13,92,0.141304
3X3,0,10,91,0.10989
3X4,0,16,107,0.149533
3X5,0,11,114,0.0964912
3X6,0,13,121,0.107438
3X7,0,19,94,0.202128
3X8,0,9,98,0.0918367
3X9,0,12,103,0.116505
3Xa,0,10,117,0.0854701
3Xb,0,13,91,0.142857
3Xc,0,20,103,0.194175
6X0,0,14,83,0.168675
6X1,0,7,83,0.0843373
6X2,0,15,111,0.135135
6X3,0,15,93,0.16129
6X4,0,8,87,0.091954
6X5,0,10,101,0.0990099
6X6,0,9,98,0.0918367
6X7,0,14,103,0.135922
6X8,0,14,91,0.153846
6X9,0,10,119,0.0840336
6Xa,0,12,84,0.142857
9X0,1,5,104,0.0480769
9X6,1,5,101,0.049505
aX0,2,5,92,0.0543478
aX1,2,6,119,0.0504202
aX2,2,8,103,0.0776699
aX3,2,9,96,0.09375
aX4,2,16,113,0.141593
aX5,2,9,97,0.0927835
aX6,2,9,106,0.0849057
aX7,2,13,95,0.136842
aX8,2,8,101,0.0792079
aX9,2,11,105,0.104762
aXa,2,6,102,0.0588235
aXb,2,8,97,0.0824742
1fX0,2,8,92,0.0869565
1fX1,2,7,82,0.0853659
1fX2,2,6,98,0.0612245
1fX4,2,11,118,0.0932203
1fX5,2,7,91,0.0769231
1fX6,2,9,100,0.09
1fX8,2,5,106,0.0471698
1fXa,2,6,101,0.0594059
1fXb,2,9,100,0.09
2bX0,2,6,94,0.0638298
2bX2,2,5,102,0.0490196
2bX3,2,6,90,0.0666667
2bX4,2,10,107,0.0934579
2bX5,2,9,111,0.0810811
2bX7,2,5,110,0.0454545
2bX9,2,7,96,0.0729167
2bXa,2,6,114,0.0526316
2bXb,2,10,100,0.1
50X0,2,8,97,0.0824742
50X2,2,10,96,0.104167
50X3,2,5,109,0.0458716
50X4,2,8,102,0.0784314
50X5,2,8,96,0.0833333
50X6,2,7,119,0.0588235
50X7,2,6,105,0.0571429
50X8,2,7,92,0.076087
50X9,2,5,99,0.0505051
50Xa,2,6,105,0.0571429
50Xc,2,7,115,0.0608696
50Xd,2,7,101,0.0693069
50Xe,2,5,107,0.046729
65X2,2,6,88,0.0681818
65X3,2,6,71,0.084507
65X6,2,5,102,0.0490196
65X7,2,6,85,0.0705882
65X8,2,12,117,0.102564
65X9,2,5,108,0.0462963
65Xc,2,7,124,0.0564516
84X1,2,5,91,0.0549451
84X2,2,5,109,0.0458716
84X7,2,6,105,0.0571429
84X9,2,5,115,0.0434783
90X3,2,5,105,0.047619
157X5,2,5,108,0.0462963
4X0,1,30,97,0.309278
4X1,1,28,90,0.311111
4X2,1,31,110,0.281818
4X3,1,24,93,0.258065
4X4,1,25,105,0.238095
4X5,1,17,81,0.209877
4X6,1,34,106,0.320755
4X7,1,34,100,0.34
4X8,1,17,83,0.204819
7X0,1,7,96,0.0729167
7X1,1,7,90,0.0777778
7X2,1,11,103,0.106796
7X3,1,13,94,0.138298
7X4,1,14,102,0.137255
7X5,1,12,110,0.109091
7X6,1,12,103,0.116505
7X7,1,8,95,0.0842105
7X8,1,10,100,0.1
7X9,1,8,96,0.0833333
bX0,1,12,102,0.117647
bX1,1,10,108,0.0925926
bX2,1,12,99,0.121212
bX3,1,8,98,0.0816327
bX4,1,6,98,0.0612245
bX5,1,8,92,0.0869565
bX6,1,8,90,0.0888889
bX7,1,10,104,0.0961538
19X1,1,5,92,0.0543478
19X4,1,7,95,0.0736842
27X2,1,5,103,0.0485437
29X2,1,5,88,0.0568182
29X3,1,5,114,0.0438596
4aX1,1,5,103,0.0485437
4aX5,1,5,115,0.0434783
1aX0,1,6,113,0.0530973
1aX1,1,6,108,0.0555556
1aX5,1,6,83,0.0722892
1aX6,1,7,109,0.0642202
1aX7,1,6,99,0.0606061
4dX2,1,5,92,0.0543478
59X6,1,6,115,0.0521739
4eX0,1,6,125,0.048
8X0,1,13,93,0.139785
8X1,1,23,114,0.201754
8X2,1,16,94,0.170213
8X3,1,25,108,0.231481
8X4,1,19,105,0.180952
8X5,1,29,123,0.235772
8X6,1,17,97,0.175258
8X7,1,6,102,0.0588235
eX0,1,18,106,0.169811
eX1,1,15,100,0.15
eX2,1,12,98,0.122449
eX3,1,18,105,0.171429
eX4,1,22,109,0.201835
eX5,1,11,96,0.114583
eX6,1,14,115,0.121739
eX7,1,14,102,0.137255
12X0,1,6,89,0.0674157
12X1,1,15,106,0.141509
12X2,1,9,89,0.101124
12X3,1,11,94,0.117021
12X4,1,11,73,0.150685
12X5,1,11,95,0.115789
12X6,1,12,111,0.108108
13X2,1,8,105,0.0761905
13X3,1,6,105,0.0571429
13X5,1,5,100,0.05
13X8,1,9,103,0.0873786
13X9,1,5,105,0.047619
13Xa,1,6,97,0.0618557
13Xc,1,10,111,0.0900901
13Xd,1,5,78,0.0641026
15X1,1,5,105,0.047619
15X4,1,6,93,0.0645161
15X5,1,5,96,0.0520833
16X4,1,5,107,0.046729
14X0,1,12,105,0.114286
14X1,1,8,104,0.0769231
14X2,1,8,102,0.0784314
14X3,1,7,93,0.0752688
14X4,1,14,119,0.117647
14X5,1,8,112,0.0714286
14X6,1,8,99,0.0808081
14X7,1,10,108,0.0925926
14X8,1,8,107,0.0747664
14X9,1,14,107,0.130841
14Xa,1,7,92,0.076087
14Xb,1,12,111,0.108108
25X0,1,7,88,0.0795455
25X1,1,5,91,0.0549451
25X2,1,6,106,0.0566038
25X3,1,8,103,0.0776699
39X0,1,6,102,0.0588235
39X2,1,5,88,0.0568182
39X4,1,5,102,0.0490196
39X6,1,10,104,0.0961538
39X8,1,5,102,0.0490196
39Xb,1,9,85,0.105882
3eX1,1,6,116,0.0517241
3aX4,1,7,127,0.0551181
3aX6,1,6,90,0.0666667
