mutation_id,clone_id,alt_count,depth,vaf
1X0,0,38,98,0.387755
1X1,0,40,90,0.444444
1X2,0,38,90,0.422222
1X3,0,45,106,0.424528
1X4,0,45,108,0.416667
1X5,0,55,106,0.518868
1X6,0,51,100,0.51
1X7,0,38,97,0.391753
1X8,0,42,95,0.442105
1X9,0,45,93,0.483871
1Xa,0,41,81,0.506173
1Xb,0,44,101,0.435644
1Xc,0,36,93,0.387097
1Xd,0,49,110,0.445455
1Xe,0,43,100,0.43
3X0,1,22,96,0.229167
3X1,1,15,85,0.176471
3X2,1,22,104,0.211538
3X3,1,14,105,0.133333
3X4,1,18,84,0.214286
3X5,1,28,105,0.266667
3X6,1,27,93,0.290323
3X7,1,25,95,0.263158
3X8,1,25,116,0.215517
3X9,1,24,96,0.25
3Xa,1,13,87,0.149425
3Xb,1,13,86,0.151163
7X0,1,8,94,0.0851064
7X1,1,8,114,0.0701754
7X2,1,5,89,0.0561798
7X3,1,7,102,0.0686275
7X4,1,5,99,0.0505051
7X5,1,11,101,0.108911
7X6,1,12,94,0.12766
7X7,1,9,98,0.0918367
11X0,1,9,84,0.107143
11X1,1,5,87,0.0574713
11X2,1,9,89,0.101124
11X3,1,10,101,0.0990099
11X4,1,10,102,0.0980392
11X5,1,12,103,0.116505
11X6,1,7,118,0.059322
11X8,1,10,90,0.111111
11X9,1,9,88,0.102273
1bX1,1,6,96,0.0625
1bX2,1,6,109,0.0550459
2eX1,1,6,108,0.0555556
5bX1,1,5,107,0.046729
5bXb,1,6,100,0.06
1cX0,1,8,104,0.0769231
1cX1,1,6,103,0.0582524
1cX2,1,5,106,0.0471698
1cX4,1,9,103,0.0873786
1cX5,1,5,79,0.0632911
1cX6,1,12,110,0.109091
140X6,1,6,109,0.0550459
3cX0,1,6,95,0.0631579
3cX1,1,5,79,0.0632911
3cX3,1,6,83,0.0722892
3cX5,1,7,96,0.0729167
4cX2,1,6,99,0.0606061
86X1,1,5,98,0.0510204
ddX6,1,5,92,0.0543478
8X0,1,19,100,0.19
8X1,1,7,92,0.076087
8X2,1,15,105,0.142857
8X3,1,18,104,0.173077
8X4,1,14,99,0.141414
8X5,1,22,106,0.207547
8X6,1,17,110,0.154545
8X7,1,13,89,0.146067
8X8,1,17,98,0.173469
8X9,1,11,111,0.0990991
8Xa,1,7,98,0.0714286
8Xb,1,10,90,0.111111
8Xc,1,19,96,0.197917
14X0,1,15,96,0.15625
14X1,1,13,88,0.147727
14X2,1,8,89,0.0898876
14X3,1,11,92,0.119565
14X4,1,13,106,0.122642
14X5,1,11,84,0.130952
14X6,1,10,107,0.0934579
14X7,1,9,94,0.0957447
14X8,1,9,117,0.0769231
14X9,1,8,93,0.0860215
14Xa,1,10,106,0.0943396
17X0,1,14,86,0.162791
17X1,1,14,98,0.142857
17X2,1,16,105,0.152381
17X3,1,11,93,0.11828
17X4,1,6,98,0.0612245
17X5,1,11,99,0.111111
17X6,1,9,103,0.0873786
17X7,1,10,113,0.0884956
17X8,1,11,99,0.111111
17X9,1,9,97,0.0927835
17Xa,1,8,112,0.0714286
17Xb,1,12,106,0.113208
19X0,1,10,100,0.1
19X1,1,7,101,0.0693069
19X2,1,6,91,0.0659341
19X3,1,13,98,0.132653
19X5,1,7,109,0.0642202
19X6,1,8,94,0.0851064
19X8,1,8,110,0.0727273
19Xa,1,5,93,0.0537634
19Xb,1,10,99,0.10101
19Xc,1,7,80,0.0875
1eX0,1,6,111,0.0540541
1eX1,1,5,106,0.0471698
1eX3,1,5,93,0.0537634
1eX4,1,7,85,0.0823529
27X1,1,8,110,0.0727273
27X4,1,7,96,0.0729167
27X6,1,6,92,0.0652174
27X8,1,5,96,0.0520833
2aX0,1,5,101,0.049505
2aX5,1,8,100,0.08
2aX6,1,5,96,0.0520833
2aX7,1,8,106,0.0754717
2fX2,1,5,92,0.0543478
2fX3,1,5,109,0.0458716
