mutation_id,clone_id,alt_count,depth,vaf
1X0,1,24,105,0.228571
1X1,1,39,130,0.3
1X2,1,20,94,0.212766
1X3,1,27,101,0.267327
1X4,1,11,92,0.119565
1X5,1,25,112,0.223214
1X6,1,20,111,0.18018
1X7,1,29,103,0.281553
1X8,1,21,94,0.223404
1X9,1,21,88,0.238636
5X2,1,5,100,0.05
5X3,1,5,86,0.0581395
5X5,1,5,111,0.045045
5X8,1,6,108,0.0555556
5X9,1,7,102,0.0686275
cX1,1,7,98,0.0714286
cX2,1,5,98,0.0510204
cX3,1,5,99,0.0505051
cX6,1,7,108,0.0648148
cX7,1,6,117,0.0512821
cX8,1,5,91,0.0549451
12X0,1,6,108,0.0555556
d3X4,1,5,93,0.0537634
6X0,1,14,89,0.157303
6X1,1,16,98,0.163265
6X2,1,11,73,0.150685
6X3,1,17,95,0.178947
6X4,1,20,109,0.183486
6X5,1,17,101,0.168317
6X6,1,9,86,0.104651
15X0,1,7,95,0.0736842
15X1,1,5,115,0.0434783
15X2,1,5,87,0.0574713
15X3,1,10,90,0.111111
15X4,1,12,112,0.107143
15X5,1,7,120,0.0583333
15X6,1,11,102,0.107843
15X7,1,14,121,0.115702
15X8,1,9,91,0.0989011
15X9,1,5,90,0.0555556
15Xa,1,11,83,0.13253
15Xb,1,9,98,0.0918367
15Xc,1,10,97,0.103093
15Xd,1,12,96,0.125
15Xe,1,5,81,0.0617284
15Xf,1,6,86,0.0697674
17X0,1,10,97,0.103093
17X1,1,8,103,0.0776699
17X2,1,6,100,0.06
17X3,1,11,84,0.130952
17X4,1,9,108,0.0833333
17X5,1,7,85,0.0823529
17X6,1,8,105,0.0761905
17X7,1,8,102,0.0784314
17X8,1,7,96,0.0729167
17Xa,1,14,104,0.134615
17Xb,1,7,97,0.0721649
17Xc,1,6,119,0.0504202
17Xd,1,7,100,0.07
26X0,1,8,103,0.0776699
26X1,1,6,102,0.0588235
26X2,1,10,91,0.10989
26X4,1,5,94,0.0531915
26X5,1,7,103,0.0679612
26X6,1,5,91,0.0549451
26X7,1,8,91,0.0879121
26X8,1,11,98,0.112245
26X9,1,6,109,0.0550459
26Xa,1,8,88,0.0909091
26Xb,1,5,96,0.0520833
26Xc,1,7,106,0.0660377
26Xe,1,11,112,0.0982143
2bX1,1,8,115,0.0695652
2bX3,1,10,119,0.0840336
2bX5,1,5,93,0.0537634
2bX6,1,9,111,0.0810811
2bX9,1,13,113,0.115044
2bXa,1,7,109,0.0642202
4aX0,1,6,111,0.0540541
4aX3,1,7,103,0.0679612
4aX4,1,6,104,0.0576923
4aX6,1,8,105,0.0761905
4aX9,1,8,102,0.0784314
74X1,1,6,103,0.0582524
74X3,1,5,108,0.0462963
7eXd,1,5,102,0.0490196
