mutation_id,clone_id,alt_count,depth,vaf
2X0,0,53,113,0.469027
2X1,0,49,103,0.475728
2X2,0,46,91,0.505495
2X3,0,65,115,0.565217
2X4,0,52,95,0.547368
2X5,0,50,111,0.45045
2X6,0,38,96,0.395833
2X7,0,44,97,0.453608
2X8,0,49,97,0.505155
2X9,0,52,102,0.509804
2Xa,0,51,98,0.520408
2Xb,0,40,99,0.40404
2Xc,0,44,97,0.453608
2Xd,0,51,111,0.459459
2Xe,0,52,110,0.472727
3X0,1,29,90,0.322222
3X1,1,35,97,0.360825
3X2,1,34,87,0.390805
3X3,1,34,109,0.311927
3X4,1,40,105,0.380952
3X5,1,42,102,0.411765
3X6,1,46,113,0.40708
3X7,1,41,109,0.376147
3X8,1,31,91,0.340659
3X9,1,32,81,0.395062
3Xa,1,41,114,0.359649
5X0,1,22,97,0.226804
5X1,1,18,81,0.222222
5X2,1,25,103,0.242718
5X3,1,21,96,0.21875
5X4,1,24,102,0.235294
5X5,1,37,115,0.321739
5X6,1,28,93,0.301075
5X7,1,20,87,0.229885
5X8,1,37,94,0.393617
5X9,1,27,101,0.267327
5Xa,1,20,95,0.210526
5Xb,1,19,93,0.204301
5Xc,1,21,110,0.190909
5Xd,1,34,103,0.330097
7X0,1,9,107,0.0841121
7X1,1,12,103,0.116505
7X2,1,11,103,0.106796
7X3,1,12,97,0.123711
7X5,1,8,93,0.0860215
7X6,1,6,108,0.0555556
7X7,1,11,107,0.102804
7X9,1,12,101,0.118812
7Xa,1,8,110,0.0727273
eX0,1,7,100,0.07
eX1,1,16,98,0.163265
eX2,1,5,87,0.0574713
eX3,1,9,95,0.0947368
eX4,1,16,94,0.170213
eX5,1,9,95,0.0947368
eX6,1,7,84,0.0833333
eX7,1,5,94,0.0531915
fX0,1,10,108,0.0925926
fX1,1,9,106,0.0849057
fX2,1,7,94,0.0744681
fX3,1,7,104,0.0673077
fX4,1,9,113,0.079646
fX6,1,8,99,0.0808081
fX7,1,5,92,0.0543478
fX8,1,5,94,0.0531915
fX9,1,9,85,0.105882
17X0,1,8,127,0.0629921
17X3,1,5,112,0.0446429
17X4,1,6,88,0.0681818
17X5,1,6,112,0.0535714
17X6,1,5,95,0.0526316
17X8,1,6,94,0.0638298
17X9,1,7,103,0.0679612
17Xb,1,6,117,0.0512821
1dX3,1,5,93,0.0537634
1dX5,1,7,104,0.0673077
1dXa,1,6,122,0.0491803
1dXb,1,9,91,0.0989011
feX1,1,5,93,0.0537634
feX4,1,5,117,0.042735
118X5,1,5,101,0.049505
22cX3,1,5,90,0.0555556
4dX8,1,5,114,0.0438596
b8X3,1,6,107,0.0560748
33Xc,1,5,89,0.0561798
10X3,1,5,93,0.0537634
8X0,1,16,92,0.173913
8X1,1,17,107,0.158879
8X2,1,18,103,0.174757
8X3,1,14,109,0.12844
8X4,1,15,101,0.148515
8X5,1,17,120,0.141667
8X6,1,22,102,0.215686
8X7,1,18,105,0.171429
8X8,1,12,95,0.126316
8X9,1,15,97,0.154639
8Xa,1,16,84,0.190476
8Xb,1,18,95,0.189474
9X0,1,5,96,0.0520833
9X1,1,11,93,0.11828
9X2,1,8,91,0.0879121
9X3,1,15,99,0.151515
9X4,1,9,88,0.102273
9X5,1,15,126,0.119048
9X6,1,11,102,0.107843
9X8,1,16,110,0.145455
9X9,1,9,91,0.0989011
9Xa,1,11,92,0.119565
9Xb,1,10,112,0.0892857
9Xc,1,8,96,0.0833333
9Xd,1,11,108,0.101852
15X0,1,12,115,0.104348
15X1,1,10,102,0.0980392
15X2,1,11,96,0.114583
15X3,1,5,101,0.049505
15X4,1,12,109,0.110092
15X5,1,6,100,0.06
15X6,1,6,108,0.0555556
15X7,1,16,115,0.13913
15X8,1,8,83,0.0963855
15X9,1,15,101,0.148515
15Xa,1,8,95,0.0842105
15Xb,1,5,105,0.047619
77X7,1,6,117,0.0512821
24X0,1,10,115,0.0869565
24X2,1,7,115,0.0608696
24X4,1,9,104,0.0865385
24X5,1,5,106,0.0471698
24X6,1,5,105,0.047619
24X7,1,5,92,0.0543478
24Xa,1,6,99,0.0606061
3fX6,1,6,100,0.06
3fX7,1,7,113,0.0619469
3fX9,1,5,97,0.0515464
43X2,1,5,92,0.0543478
43Xf,1,5,98,0.0510204
a6X9,1,6,106,0.0566038
c2X8,1,5,100,0.05
aX2,1,5,115,0.0434783
aX3,1,5,96,0.0520833
aX4,1,5,103,0.0485437
aX8,1,7,107,0.0654206
aXc,1,13,114,0.114035
1cX0,1,5,99,0.0505051
1cX2,1,7,92,0.076087
1cX3,1,5,88,0.0568182
1cX5,1,12,103,0.116505
1cX7,1,10,110,0.0909091
1cX8,1,8,116,0.0689655
28X1,1,6,99,0.0606061
28X3,1,5,99,0.0505051
28X6,1,5,99,0.0505051
84X1,1,5,105,0.047619
6X0,1,15,103,0.145631
6X1,1,20,96,0.208333
6X2,1,10,84,0.119048
6X3,1,16,95,0.168421
6X4,1,9,90,0.1
6X5,1,10,113,0.0884956
6X6,1,11,93,0.11828
6X7,1,16,118,0.135593
