mutation_id,clone_id,alt_count,depth,vaf
2X0,0,51,97,0.525773
2X1,0,41,89,0.460674
2X2,0,55,98,0.561224
2X3,0,53,112,0.473214
2X4,0,56,108,0.518519
2X5,0,52,106,0.490566
2X6,0,42,86,0.488372
2X7,0,50,98,0.510204
2X8,0,60,110,0.545455
2X9,0,51,108,0.472222
2Xa,0,48,104,0.461538
3X0,1,17,97,0.175258
3X1,1,12,116,0.103448
3X2,1,25,111,0.225225
3X3,1,15,96,0.15625
3X4,1,16,93,0.172043
3X5,1,12,97,0.123711
3X6,1,15,104,0.144231
3X7,1,17,98,0.173469
3X8,1,24,118,0.20339
3X9,1,16,111,0.144144
3Xa,1,25,100,0.25
3Xb,1,9,94,0.0957447
5X0,1,11,102,0.107843
5X1,1,8,94,0.0851064
5X2,1,15,104,0.144231
5X3,1,6,82,0.0731707
5X4,1,5,105,0.047619
5X5,1,8,110,0.0727273
5X6,1,8,106,0.0754717
5X7,1,11,100,0.11
5X8,1,9,100,0.09
5X9,1,11,70,0.157143
5Xa,1,12,115,0.104348
5Xb,1,6,98,0.0612245
5Xc,1,9,91,0.0989011
5Xd,1,10,97,0.103093
5Xe,1,12,103,0.116505
5Xf,1,11,106,0.103774
5X10,1,7,96,0.0729167
17X0,1,5,97,0.0515464
17X1,1,10,97,0.103093
17X2,1,6,119,0.0504202
17X3,1,9,96,0.09375
17X5,1,9,103,0.0873786
17Xa,1,7,92,0.076087
1bX1,1,6,105,0.0571429
1bX2,1,7,117,0.0598291
1bX3,1,5,103,0.0485437
1bX4,1,5,108,0.0462963
25X1,1,6,93,0.0645161
25X2,1,5,103,0.0485437
25X3,1,6,103,0.0582524
25X4,1,5,94,0.0531915
25X6,1,7,111,0.0630631
25X9,1,5,93,0.0537634
25Xa,1,7,108,0.0648148
25Xc,1,7,106,0.0660377
cfX0,1,7,114,0.0614035
41Xb,1,5,97,0.0515464
77X3,1,7,100,0.07
baX8,1,5,104,0.0480769
6X3,1,5,105,0.047619
6X7,1,6,111,0.0540541
3aX0,1,7,108,0.0648148
3aX9,1,5,120,0.0416667
57X9,1,5,98,0.0510204
4X0,0,28,89,0.314607
4X1,0,46,105,0.438095
4X2,0,30,102,0.294118
4X3,0,40,105,0.380952
4X4,0,27,99,0.272727
4X5,0,50,107,0.46729
4X6,0,34,102,0.333333
4X7,0,34,93,0.365591
4X8,0,34,97,0.350515
7X0,1,17,108,0.157407
7X1,1,22,105,0.209524
7X2,1,27,114,0.236842
7X3,1,12,66,0.181818
7X4,1,25,97,0.257732
7X5,1,23,93,0.247312
7X6,1,18,89,0.202247
7X7,1,21,91,0.230769
7X8,1,21,92,0.228261
bX0,1,7,90,0.0777778
bX1,1,8,110,0.0727273
bX2,1,10,105,0.0952381
bX3,1,13,106,0.122642
bX4,1,15,119,0.12605
bX5,1,5,93,0.0537634
bX6,1,12,105,0.114286
bX7,1,6,104,0.0576923
bX8,1,8,102,0.0784314
bX9,1,8,93,0.0860215
bXa,1,16,90,0.177778
15X7,1,7,109,0.0642202
15X9,1,7,111,0.0630631
37X3,1,5,121,0.0413223
37X8,1,5,103,0.0485437
16X0,1,5,96,0.0520833
16X2,1,9,71,0.126761
16X4,1,7,111,0.0630631
16X8,1,11,114,0.0964912
16Xa,1,8,91,0.0879121
1fX1,1,8,111,0.0720721
1fX2,1,7,105,0.0666667
1fX3,1,12,100,0.12
1fX4,1,11,98,0.112245
1fX5,1,6,92,0.0652174
1fX6,1,13,119,0.109244
1fX7,1,8,95,0.0842105
23X2,1,9,117,0.0769231
23X3,1,9,88,0.102273
23X5,1,11,99,0.111111
23X7,1,6,100,0.06
2aX0,1,6,97,0.0618557
2aX1,1,5,97,0.0515464
2aX2,1,5,118,0.0423729
2aX3,1,5,90,0.0555556
2aX4,1,5,103,0.0485437
2aX5,1,6,104,0.0576923
2aX6,1,7,109,0.0642202
49X0,1,6,99,0.0606061
49X1,1,5,101,0.049505
49X4,1,6,70,0.0857143
49X5,1,6,104,0.0576923
4fX4,1,6,115,0.0521739
6dX3,1,7,101,0.0693069
cX0,1,15,95,0.157895
cX1,1,18,95,0.189474
cX2,1,15,89,0.168539
cX3,1,16,110,0.145455
cX4,1,20,102,0.196078
cX5,1,8,85,0.0941176
cX6,1,10,93,0.107527
cX7,1,19,107,0.17757
cX8,1,12,94,0.12766
cX9,1,17,97,0.175258
cXa,1,20,102,0.196078
cXb,1,9,89,0.101124
cXc,1,10,96,0.104167
cXd,1,12,87,0.137931
cXe,1,12,97,0.123711
dX0,1,5,101,0.049505
dX1,1,7,88,0.0795455
dX2,1,12,97,0.123711
dX3,1,7,93,0.0752688
dX4,1,9,107,0.0841121
dX5,1,5,93,0.0537634
dX6,1,10,93,0.107527
dX7,1,7,112,0.0625
dX8,1,9,106,0.0849057
dX9,1,8,107,0.0747664
dXa,1,7,90,0.0777778
dXb,1,9,79,0.113924
dXc,1,19,111,0.171171
dXd,1,8,104,0.0769231
dXe,1,7,101,0.0693069
2bX0,1,6,103,0.0582524
2bX1,1,10,107,0.0934579
2bX3,1,5,105,0.047619
2bX6,1,12,99,0.121212
2bX7,1,7,104,0.0673077
2bX8,1,8,88,0.0909091
2bX9,1,6,99,0.0606061
2bXb,1,6,100,0.06
2bXc,1,7,99,0.0707071
34X0,1,6,103,0.0582524
34X1,1,7,77,0.0909091
34X5,1,5,105,0.047619
34X6,1,5,92,0.0543478
34X7,1,7,101,0.0693069
34Xa,1,6,102,0.0588235
34Xb,1,5,118,0.0423729
51X2,1,5,139,0.0359712
51Xa,1,6,103,0.0582524
3eX2,1,5,106,0.0471698
eX0,1,6,100,0.06
eX1,1,5,87,0.0574713
eX2,1,5,102,0.0490196
eX3,1,8,93,0.0860215
eX4,1,6,97,0.0618557
eX5,1,7,102,0.0686275
19X4,1,6,103,0.0582524
19X5,1,5,98,0.0510204
6aX0,1,5,101,0.049505
aeX4,1,5,99,0.0505051
1aX4,1,5,90,0.0555556
1aXb,1,5,102,0.0490196
4cX4,1,5,95,0.0526316
8X0,0,18,122,0.147541
8X1,0,9,96,0.09375
8X2,0,6,96,0.0625
8X3,0,12,107,0.11215
8X4,0,5,101,0.049505
8X5,0,12,102,0.117647
8X6,0,9,96,0.09375
8X7,0,11,110,0.1
8X8,0,6,95,0.0631579
8X9,0,12,120,0.1
9X1,1,5,111,0.045045
55X3,1,5,101,0.049505
aX0,0,11,119,0.092437
aX1,0,9,82,0.109756
aX3,0,15,107,0.140187
aX4,0,8,104,0.0769231
aX5,0,10,122,0.0819672
aX6,0,7,106,0.0660377
aX7,0,11,90,0.122222
aX8,0,9,97,0.0927835
aX9,0,8,101,0.0792079
aXa,0,8,102,0.0784314
aXb,0,8,119,0.0672269
aXc,0,9,98,0.0918367
aXd,0,6,103,0.0582524
fX1,2,6,109,0.0550459
fX6,2,5,110,0.0454545
c7X5,2,5,89,0.0561798
10X0,1,6,106,0.0566038
10X3,1,9,116,0.0775862
10X4,1,5,124,0.0403226
10X5,1,7,108,0.0648148
10X6,1,8,110,0.0727273
10X8,1,6,90,0.0666667
11X1,1,5,95,0.0526316
11X4,1,6,101,0.0594059
13X4,1,5,98,0.0510204
b7X8,1,6,103,0.0582524
12X3,1,7,100,0.07
12X5,1,5,102,0.0490196
12X7,1,5,116,0.0431034
12Xb,1,5,120,0.0416667
7eX9,1,5,110,0.0454545
