clone,alt,depth,id
1,5,93,18ec5ddX2
1,6,94,18ec5ddX7
1,7,85,18ec5ddX8
1,5,95,18ec5e9X2
1,5,102,18ec5edX4
1,6,103,18ec5f6X2
0,50,105,18ec5deX0
0,49,99,18ec5deX1
0,52,101,18ec5deX2
0,46,103,18ec5deX3
0,41,95,18ec5deX4
0,36,79,18ec5deX5
0,50,93,18ec5deX6
0,43,107,18ec5deX7
0,41,104,18ec5deX8
0,42,88,18ec5deX9
0,45,90,18ec5deXa
0,47,92,18ec5deXb
0,45,110,18ec5deXc
0,45,100,18ec5e1X0
0,52,107,18ec5e1X1
0,53,120,18ec5e1X2
0,46,99,18ec5e1X3
0,37,95,18ec5e1X4
0,44,101,18ec5e1X5
0,48,101,18ec5e1X6
0,36,100,18ec5e3X0
0,38,100,18ec5e3X1
0,42,99,18ec5e3X2
0,45,92,18ec5e3X3
0,44,96,18ec5e3X4
0,40,108,18ec5e3X5
0,25,78,18ec5e7X0
0,37,95,18ec5e7X1
0,30,101,18ec5e7X2
0,41,108,18ec5e7X3
0,35,85,18ec5e7X4
0,35,102,18ec5e7X5
0,41,91,18ec5e7X6
0,32,80,18ec5e7X7
0,40,86,18ec5f2X0
0,37,95,18ec5f2X1
0,32,87,18ec5f2X2
0,30,91,18ec5f2X3
0,38,91,18ec5f2X4
0,32,97,18ec5f2X5
0,43,115,18ec5f2X6
0,38,107,18ec5f2X7
0,36,94,18ec5f2X8
0,36,107,18ec5f2X9
1,5,97,18ec601X0
1,5,104,18ec601X2
1,7,114,18ec601X7
1,7,108,18ec60bX0
1,5,108,18ec60bX2
0,35,103,18ec602X0
0,37,96,18ec602X1
0,27,96,18ec602X2
0,31,100,18ec602X3
0,36,90,18ec602X4
0,35,91,18ec602X5
0,36,112,18ec602X6
0,30,102,18ec602X7
0,30,83,18ec602X8
0,33,95,18ec602X9
0,48,116,18ec602Xa
0,29,97,18ec602Xb
0,28,85,18ec602Xc
0,32,88,18ec602Xd
0,33,98,18ec617X0
0,28,105,18ec617X1
0,33,99,18ec617X2
0,41,110,18ec617X3
0,27,98,18ec617X4
0,31,98,18ec617X5
0,30,106,18ec617X6
0,30,122,18ec617X7
0,40,115,18ec617X8
0,34,111,18ec617X9
0,30,97,18ec617Xa
0,38,106,18ec617Xb
0,28,86,18ec617Xc
0,39,99,18ec64cX0
0,35,109,18ec64cX1
0,28,80,18ec64cX2
0,39,108,18ec64cX3
0,27,97,18ec64cX4
0,33,98,18ec64cX5
0,43,104,18ec64cX6
0,34,98,18ec64cX7
0,27,90,18ec64cX8
0,32,87,18ec64cX9
0,24,98,18ec64cXa
0,27,91,18ec64cXb
0,37,111,18ec64cXc
0,42,108,18ec64cXd
0,29,86,18ec715X0
0,53,113,18ec715X1
0,29,85,18ec715X2
0,28,93,18ec715X3
0,36,105,18ec715X4
0,22,85,18ec715X5
0,27,107,18ec715X6
0,28,97,18ec715X7
0,30,98,18ec715X8
0,35,93,18ec715X9
0,34,97,18ec715Xa
0,31,99,18ec715Xb
0,34,123,18ec863X0
0,21,99,18ec863X1
0,27,90,18ec863X2
0,33,104,18ec863X3
0,31,91,18ec863X4
0,45,120,18ec91bX0
0,29,87,18ec91bX1
0,25,95,18ec91bX2
0,33,91,18ec91bX3
0,30,89,18ec91bX4
0,33,107,18ec91bX5
0,36,90,18ec91bX6
0,38,100,18ec91bX7
0,17,71,18ec91bX8
0,38,127,18ec91bX9
0,21,86,18ec91bXa
0,32,100,18ec91bXb
0,29,82,18ec91bXc
0,36,94,18ec91bXd
0,32,92,18eca08X0
0,20,86,18eca08X1
0,39,96,18eca08X2
0,27,93,18eca08X3
0,27,107,18eca08X4
0,45,127,18eca08X5
0,33,91,18eca08X6
0,28,88,18eca08X7
0,34,98,18eca08X8
0,38,99,18eca08X9
0,32,91,18eca08Xa
0,34,101,18eca08Xb
0,25,89,18eca08Xc
0,23,80,18eca08Xd
0,35,108,18eceeeX0
0,40,116,18eceeeX1
0,28,103,18eceeeX2
0,44,102,18eceeeX3
0,27,92,18eceeeX4
0,22,98,18eceeeX5
0,44,101,18eceeeX6
0,40,97,18eceeeX7
0,26,90,18eceeeX8
0,43,112,18eceeeX9
0,29,89,18eceeeXa
0,27,96,18eceeeXb
0,27,99,18eceeeXc
0,28,84,18eceeeXd
2,30,133,18ed22dX0
2,42,108,18ed22dX1
2,34,89,18ed22dX2
2,36,102,18ed22dX3
2,31,111,18ed22dX4
2,39,100,18ed22dX5
2,38,113,18ed22dX6
2,31,104,18ee06bX0
2,29,90,18ee06bX1
2,18,87,18ee06bX2
2,27,111,18ee06bX3
2,29,100,18ee06bX4
2,28,88,18ee06bX5
2,27,97,18ee06bX6
2,30,113,18ee06bX7
2,32,101,18ee06bX8
2,33,105,18ee06bX9
2,25,117,18ee06bXa
2,40,109,18ee06bXb
2,32,108,18ee06bXc
2,20,94,18ee1cbX0
2,11,102,18ee1cbX1
2,9,100,18ee1cbX2
2,9,103,18ee1cbX3
2,19,98,18ee1cbX4
2,7,101,18ee1cbX5
2,13,117,18ee1cbX6
2,8,90,18ee1cbX7
2,20,103,18ee1cbX8
2,6,107,18ee2c9X0
2,5,91,18ee2c9X1
2,6,106,18ee2c9X3
2,12,110,18ee2c9X4
2,7,103,18ee2c9X5
2,5,98,18ee2c9X8
2,6,108,18ee384X0
2,6,89,18ee384X2
2,5,105,18ee384X5
2,5,98,18ee384X6
2,7,96,18ee384X9
2,6,88,18ee384Xa
2,6,100,18ee384Xc
2,7,123,18ee384Xd
2,7,110,18ee5beX1
2,6,124,18ee5beX3
2,7,99,18ee5beX8
2,6,97,18ee5beX9
2,5,91,18ef5e2X6
2,7,104,18f04a8X1
2,5,93,18f04a8X6
2,5,99,18eef0dX0
2,5,122,18eef0dX3
2,5,101,18eef0dX4
2,5,77,18ee2caX0
2,5,110,18ee2caX1
2,6,91,18ee2caX2
2,5,82,18ee2caX3
2,9,96,18ee2caX4
2,12,91,18ee2caX5
2,15,106,18ee2caX6
2,5,109,18ee2caX7
2,5,109,18ee2caX8
2,10,118,18ee67cX0
2,7,114,18ee67cX1
2,12,94,18ee67cX2
2,7,91,18ee67cX3
2,6,104,18ee67cX4
2,16,107,18ee67cX5
2,6,106,18ee67cX6
2,5,97,18eefc0X0
2,10,97,18eefc0X1
2,11,104,18eefc0X2
2,11,106,18eefc0X3
2,5,103,18eefc0X4
2,8,114,18eefc0X5
2,5,87,18eefc0X6
2,6,111,18ef599X3
2,5,92,18efe51X2
2,7,108,18efe51X4
2,8,110,18efe51X7
2,5,110,18efe9aX9
2,22,117,18ee1ccX0
2,17,112,18ee1ccX1
2,23,98,18ee1ccX2
2,17,128,18ee1ccX3
2,8,85,18ee1ccX4
2,10,80,18ee1ccX5
2,16,101,18ee1ccX6
2,23,117,18ee1ccX7
2,10,94,18ee1ccX8
2,16,89,18ee1ccX9
2,11,89,18ee1ccXa
2,5,118,18ee54fX2
2,14,110,18ee550X0
2,12,113,18ee550X1
2,15,102,18ee550X2
2,11,78,18ee550X3
2,14,98,18ee550X4
2,13,87,18ee550X5
2,18,115,18ee550X6
2,11,93,18ee550X7
2,17,84,18ee550X8
2,9,105,18ee88dX0
2,17,96,18ee88dX1
2,11,99,18ee88dX2
2,13,92,18ee88dX3
2,7,117,18ee88dX4
2,18,101,18ee88dX5
2,13,105,18ee88dX6
2,17,107,18ee88dX7
2,12,93,18ee88dX8
2,10,101,18ee88dX9
2,17,96,18ee88dXa
2,13,85,18ee88dXb
2,6,115,18ee90bX0
2,7,88,18ee90bX1
2,5,92,18ee90bX2
2,5,103,18ee90bX5
2,6,98,18ee90bX8
2,6,96,18eef7cX5
2,5,111,18f1228X9
2,7,90,18ee90cX0
2,6,98,18ee90cX1
2,8,109,18ee90cX2
2,15,118,18ee90cX3
2,13,94,18ee90cX4
2,7,114,18ee90cX5
2,12,98,18ee90cX6
2,13,101,18ee90cX7
2,8,96,18ee90cX8
2,11,105,18ee90cX9
2,8,95,18ee90cXa
2,9,104,18ee90cXb
2,14,103,18ee90cXc
2,14,106,18ee90cXd
2,12,105,18ee90cXe
2,10,103,18eea42X0
2,10,90,18eea42X2
2,10,107,18eea42X3
2,9,97,18eea42X4
2,9,100,18eea42X5
2,14,109,18eea42X6
2,6,90,18eea42X7
2,7,98,18eea42X8
2,7,97,18eea42X9
2,5,108,18eea42Xa
2,7,107,18eea42Xb
2,9,102,18eea42Xc
2,9,97,18eeff4X0
2,8,103,18eeff4X1
2,12,95,18eeff4X2
2,10,83,18eeff4X3
2,11,98,18eeff4X4
2,10,90,18eeff4X5
2,11,89,18eeff4X6
2,8,100,18eeff4X8
2,6,100,18eeff4X9
2,9,99,18eeff4Xa
2,6,118,18ef2d9X1
2,5,90,18ef2d9X2
2,8,99,18ef2d9X4
2,7,100,18ef2d9X5
2,5,101,18ef2d9X8
2,7,99,18ef2d9X9
2,6,94,18ef2d9Xd
2,5,86,18ef969X2
2,5,107,18efee8Xc
2,7,127,18ef96aX6
2,7,123,18ef2daX0
2,7,95,18ef2daX1
2,6,103,18ef2daX3
2,5,113,18ef479X0
2,5,85,18ef479X3
2,9,93,18efcb7X1
2,6,86,18efcb7X3
2,5,102,18efcb7X4
2,5,80,18f0d87X2
2,5,108,18f16a3X4
2,5,115,18ef47aX1
2,6,107,18ee06cX0
2,5,95,18ee06cX1
2,5,108,18ee06cX3
2,5,114,18eecceX0
2,5,100,18eecceX2
2,6,98,18eecceX7
2,5,104,18eecceX8
2,5,108,18eecceXc
1,7,93,18ec5e8X2
1,5,118,18ec621X8
1,5,96,18ec661X2
1,9,104,18ec5e4X1
1,5,111,18ec5e4X2
1,6,93,18ec5e4X3
1,9,111,18ec5e4X4
1,5,108,18ec5e4X5
1,5,100,18ec5e4X6
1,9,93,18ec5e4X8
1,7,114,18ec5e4X9
1,7,121,18ec5e4Xa
1,5,92,18ec5e4Xb
1,5,100,18ec5e4Xc
1,6,110,18ec5e4Xd
1,5,111,18ec5ebX6
1,5,113,18ec5ebX9
1,5,100,18ec5faX2
1,6,91,18ec5faX3
1,5,88,18ec5faX5
