mutation_id,clone_id,alt_count,depth,vaf
1X0,0,40,106,0.377358
1X1,0,33,83,0.39759
1X2,0,34,101,0.336634
1X3,0,44,101,0.435644
1X4,0,34,85,0.4
1X5,0,46,112,0.410714
1X6,0,51,115,0.443478
1X7,0,34,91,0.373626
1X8,0,38,92,0.413043
1X9,0,35,95,0.368421
1Xa,0,44,100,0.44
6X0,0,47,110,0.427273
6X1,0,54,117,0.461538
6X2,0,55,117,0.470085
6X3,0,38,101,0.376238
6X4,0,30,103,0.291262
6X5,0,36,86,0.418605
7X2,1,8,106,0.0754717
7X3,1,10,106,0.0943396
7X8,1,5,111,0.045045
7Xd,1,6,99,0.0606061
1bX3,1,6,94,0.0638298
1bX5,1,6,105,0.0571429
1bX6,1,7,102,0.0686275
1bX7,1,5,83,0.060241
2dX1,1,6,102,0.0588235
2dX4,1,5,115,0.0434783
33X3,1,6,91,0.0659341
8X0,0,32,94,0.340426
8X1,0,34,102,0.333333
8X2,0,29,100,0.29
8X3,0,42,112,0.375
8X4,0,32,84,0.380952
8X5,0,32,102,0.313725
8X6,0,36,111,0.324324
8X7,0,33,103,0.320388
8X8,0,28,108,0.259259
8X9,0,37,106,0.349057
8Xa,0,36,100,0.36
8Xb,0,39,111,0.351351
8Xc,0,55,111,0.495495
9X0,0,46,100,0.46
9X1,0,43,105,0.409524
9X2,0,28,83,0.337349
9X3,0,32,97,0.329897
9X4,0,43,107,0.401869
9X5,0,52,119,0.436975
9X6,0,29,94,0.308511
9X7,0,35,105,0.333333
9X8,0,50,106,0.471698
9X9,0,35,98,0.357143
9Xa,0,41,119,0.344538
9Xb,0,32,107,0.299065
bX0,0,33,84,0.392857
bX1,0,38,100,0.38
bX2,0,29,92,0.315217
bX3,0,35,98,0.357143
bX4,0,33,105,0.314286
bX5,0,53,116,0.456897
bX6,0,27,85,0.317647
bX7,0,29,96,0.302083
bX8,0,36,102,0.352941
dX0,0,20,96,0.208333
dX1,0,19,93,0.204301
dX2,0,21,87,0.241379
14X0,0,21,101,0.207921
14X1,0,13,88,0.147727
14X2,0,17,89,0.191011
14X3,0,34,123,0.276423
14X4,0,25,108,0.231481
14X5,0,23,98,0.234694
14X6,0,18,103,0.174757
14X7,0,28,102,0.27451
14X8,0,22,94,0.234043
14X9,0,20,117,0.17094
14Xa,0,35,124,0.282258
17X0,0,21,103,0.203883
17X1,0,14,82,0.170732
17X2,0,27,107,0.252336
17X3,0,31,110,0.281818
17X4,0,31,118,0.262712
17X5,0,19,107,0.17757
17X6,0,28,90,0.311111
17X7,0,21,96,0.21875
17X8,0,28,115,0.243478
17X9,0,16,106,0.150943
17Xa,0,25,100,0.25
17Xb,0,16,93,0.172043
26X0,0,32,107,0.299065
26X1,0,17,97,0.175258
26X2,0,22,104,0.211538
26X3,0,22,118,0.186441
26X4,0,33,111,0.297297
26X5,0,34,110,0.309091
26X6,0,27,123,0.219512
26X7,0,19,94,0.202128
46X9,1,5,113,0.0442478
4eX0,1,5,113,0.0442478
36X0,0,27,115,0.234783
36X1,0,20,113,0.176991
36X2,0,21,114,0.184211
36X3,0,17,97,0.175258
36X4,0,17,109,0.155963
36X5,0,22,93,0.236559
36X6,0,25,109,0.229358
36X7,0,19,104,0.182692
36X8,0,23,108,0.212963
36X9,0,15,93,0.16129
36Xa,0,25,118,0.211864
36Xb,0,18,94,0.191489
6eX0,0,25,110,0.227273
6eX1,0,20,106,0.188679
6eX2,0,20,101,0.19802
6eX3,0,22,104,0.211538
6eX4,0,12,100,0.12
6eX5,0,16,120,0.133333
6eX6,0,23,93,0.247312
6eX7,0,16,92,0.173913
6eX8,0,21,100,0.21
6eX9,0,14,83,0.168675
6eXa,0,18,99,0.181818
6eXb,0,18,93,0.193548
6eXc,0,16,93,0.172043
6eXd,0,21,106,0.198113
6eXe,0,19,108,0.175926
72X0,0,19,95,0.2
72X1,0,16,101,0.158416
72X2,0,24,106,0.226415
72X3,0,25,95,0.263158
72X4,0,20,106,0.188679
72X5,0,10,84,0.119048
72X6,0,19,111,0.171171
72X7,0,25,98,0.255102
72X8,0,15,93,0.16129
72X9,0,12,97,0.123711
72Xa,0,26,98,0.265306
9dX0,0,17,101,0.168317
9dX1,0,15,99,0.151515
9dX2,0,20,94,0.212766
9dX3,0,18,108,0.166667
9dX4,0,18,118,0.152542
9dX5,0,7,102,0.0686275
9dX6,0,11,101,0.108911
f8X0,0,21,88,0.238636
f8X1,0,16,92,0.173913
f8X2,0,16,109,0.146789
f8X3,0,17,102,0.166667
f8X4,0,21,94,0.223404
f8X5,0,21,104,0.201923
f8X6,0,20,102,0.196078
f8X7,0,23,87,0.264368
f8X8,0,19,117,0.162393
f8X9,0,14,103,0.135922
f8Xa,0,19,104,0.182692
f8Xb,0,19,111,0.171171
f8Xc,0,16,98,0.163265
f8Xd,0,17,91,0.186813
f8Xe,0,25,101,0.247525
1b7X0,0,10,106,0.0943396
1b7X1,0,20,89,0.224719
1b7X2,0,27,108,0.25
1b7X3,0,13,100,0.13
1b7X4,0,19,98,0.193878
1b7X5,0,12,82,0.146341
1b7X6,0,17,99,0.171717
1c5X0,0,15,96,0.15625
1c5X1,0,9,89,0.101124
1c5X2,0,11,111,0.0990991
1c5X3,0,18,91,0.197802
1c5X4,0,19,98,0.193878
1c5X5,0,23,108,0.212963
1c5X6,0,10,83,0.120482
1c5X7,0,27,113,0.238938
1c5X8,0,9,100,0.09
1c5X9,0,25,105,0.238095
1c5Xa,0,15,98,0.153061
34cX0,0,15,102,0.147059
34cX1,0,16,112,0.142857
34cX2,0,21,103,0.203883
34cX3,0,19,102,0.186275
34cX4,0,16,95,0.168421
34cX5,0,18,115,0.156522
34cX6,0,20,112,0.178571
34cX7,0,12,97,0.123711
34cX8,0,16,94,0.170213
34cX9,0,14,93,0.150538
34cXa,0,17,95,0.178947
34cXb,0,18,108,0.166667
34cXc,0,18,96,0.1875
34cXd,0,22,120,0.183333
34cXe,0,14,88,0.159091
34cXf,0,12,90,0.133333
34cX10,0,13,107,0.121495
34cX11,0,19,103,0.184466
34cX12,0,15,80,0.1875
34cX13,0,18,103,0.174757
34cX14,0,16,97,0.164948
