mutation_id,clone_id,alt_count,depth,vaf
2X0,0,42,100,0.42
2X1,0,46,90,0.511111
2X2,0,49,102,0.480392
2X3,0,49,102,0.480392
2X4,0,51,115,0.443478
2X5,0,59,107,0.551402
2X6,0,61,100,0.61
2X7,0,51,100,0.51
2X8,0,55,107,0.514019
3X6,1,6,87,0.0689655
3Xb,1,6,109,0.0550459
3bXe,1,6,106,0.0566038
4X0,0,46,105,0.438095
4X1,0,46,101,0.455446
4X2,0,47,102,0.460784
4X3,0,47,105,0.447619
4X4,0,46,99,0.464646
4X5,0,43,94,0.457447
4X6,0,48,105,0.457143
4X7,0,39,94,0.414894
4X8,0,49,105,0.466667
4X9,0,42,98,0.428571
4Xa,0,40,91,0.43956
5X0,1,17,101,0.168317
5X1,1,19,122,0.155738
5X2,1,12,85,0.141176
5X3,1,16,114,0.140351
5X4,1,16,89,0.179775
5X5,1,16,107,0.149533
5X6,1,14,93,0.150538
5X7,1,17,91,0.186813
5X8,1,13,91,0.142857
5X9,1,13,103,0.126214
5Xa,1,20,103,0.194175
5Xb,1,15,94,0.159574
5Xc,1,14,106,0.132075
dX0,1,5,98,0.0510204
eX0,1,10,89,0.11236
eX1,1,10,98,0.102041
eX2,1,13,95,0.136842
eX3,1,10,113,0.0884956
eX4,1,16,100,0.16
eX5,1,13,100,0.13
eX6,1,10,99,0.10101
eX7,1,9,107,0.0841121
eX8,1,16,106,0.150943
eX9,1,9,118,0.0762712
eXa,1,14,97,0.14433
eXb,1,15,85,0.176471
eXc,1,8,81,0.0987654
eXd,1,18,104,0.173077
10X0,1,15,107,0.140187
10X1,1,7,73,0.0958904
10X2,1,15,104,0.144231
10X3,1,12,94,0.12766
10X4,1,11,96,0.114583
10X5,1,10,99,0.10101
10X6,1,12,102,0.117647
10X7,1,5,87,0.0574713
10X8,1,6,96,0.0625
10X9,1,16,89,0.179775
10Xa,1,5,87,0.0574713
10Xb,1,9,78,0.115385
15X0,1,11,106,0.103774
15X1,1,10,93,0.107527
15X2,1,13,97,0.134021
15X3,1,6,104,0.0576923
15X4,1,17,111,0.153153
15X5,1,9,115,0.0782609
15X6,1,6,109,0.0550459
15X7,1,9,92,0.0978261
61X4,1,5,106,0.0471698
2aX0,1,5,96,0.0520833
2aX1,1,11,92,0.119565
2aX2,1,8,102,0.0784314
2aX3,1,10,111,0.0900901
2aX5,1,13,98,0.132653
2aX6,1,10,118,0.0847458
2aX7,1,7,86,0.0813953
2aX8,1,7,92,0.076087
2aX9,1,10,117,0.0854701
2aXa,1,11,99,0.111111
2aXb,1,9,96,0.09375
2aXc,1,11,105,0.104762
2aXd,1,11,91,0.120879
2aXf,1,6,105,0.0571429
2aX10,1,5,78,0.0641026
2bX4,1,6,110,0.0545455
2cX0,1,6,101,0.0594059
2cX2,1,5,76,0.0657895
2cX3,1,5,88,0.0568182
2cX4,1,6,105,0.0571429
2cX5,1,11,101,0.108911
2cX6,1,8,95,0.0842105
2cX7,1,9,110,0.0818182
2cX9,1,8,88,0.0909091
6bX1,1,5,95,0.0526316
6bX2,1,8,105,0.0761905
6bX5,1,7,107,0.0654206
6bX6,1,5,103,0.0485437
6bX8,1,5,102,0.0490196
6bX9,1,6,97,0.0618557
6bXa,1,7,104,0.0673077
83X3,1,7,109,0.0642202
84X6,1,5,118,0.0423729
6X0,0,44,106,0.415094
6X1,0,24,96,0.25
6X2,0,26,83,0.313253
6X3,0,26,101,0.257426
6X4,0,25,98,0.255102
6X5,0,35,99,0.353535
6X6,0,33,108,0.305556
6X7,0,19,101,0.188119
6X8,0,29,105,0.27619
6X9,0,24,105,0.228571
6Xa,0,34,112,0.303571
6Xb,0,35,103,0.339806
9X7,1,6,94,0.0638298
9X9,1,5,110,0.0454545
23X0,1,5,115,0.0434783
23X7,1,5,106,0.0471698
2eX4,1,5,94,0.0531915
aX0,0,12,78,0.153846
aX1,0,33,99,0.333333
aX2,0,24,97,0.247423
aX3,0,20,99,0.20202
aX4,0,32,111,0.288288
aX5,0,32,99,0.323232
aX6,0,30,104,0.288462
aX7,0,26,87,0.298851
aX8,0,29,99,0.292929
aX9,0,24,91,0.263736
aXa,0,25,107,0.233645
aXb,0,24,101,0.237624
bX0,0,6,91,0.0659341
bX1,0,7,100,0.07
bX2,0,10,94,0.106383
bX3,0,12,100,0.12
bX4,0,10,113,0.0884956
bX5,0,9,115,0.0782609
bX6,0,5,95,0.0526316
bX7,0,11,89,0.123596
13X0,0,9,127,0.0708661
13X1,0,7,109,0.0642202
13X2,0,6,100,0.06
13X3,0,5,97,0.0515464
13X5,0,13,109,0.119266
13X6,0,7,91,0.0769231
13X7,0,13,100,0.13
13X8,0,9,113,0.079646
13Xa,0,7,100,0.07
13Xb,0,6,110,0.0545455
13Xc,0,6,89,0.0674157
17X0,0,5,96,0.0520833
17X1,0,7,112,0.0625
17X2,0,7,108,0.0648148
17X3,0,10,106,0.0943396
1aX0,0,6,105,0.0571429
1aX1,0,10,89,0.11236
1aX2,0,14,109,0.12844
1aX3,0,5,100,0.05
1aX4,0,8,106,0.0754717
1aX5,0,9,110,0.0818182
1aX6,0,8,114,0.0701754
4cX0,0,6,110,0.0545455
4cX2,0,6,91,0.0659341
4cX4,0,7,105,0.0666667
4cX6,0,6,92,0.0652174
4cX7,0,12,101,0.118812
4cX8,0,5,107,0.046729
4cX9,0,7,111,0.0630631
60X0,0,9,99,0.0909091
60X1,0,10,97,0.103093
60X2,0,11,98,0.112245
60X3,0,7,84,0.0833333
60X5,0,5,109,0.0458716
a9X0,0,7,85,0.0823529
a9X1,0,5,104,0.0480769
a9X2,0,5,110,0.0454545
a9X3,0,8,95,0.0842105
a9X4,0,8,107,0.0747664
a9X6,0,7,105,0.0666667
a9X7,0,7,99,0.0707071
a9X8,0,13,124,0.104839
119X0,0,6,106,0.0566038
119X1,0,5,96,0.0520833
119X2,0,7,106,0.0660377
119X3,0,6,112,0.0535714
119X4,0,6,100,0.06
2e1X0,0,6,96,0.0625
2e1X3,0,8,83,0.0963855
2e1X5,0,10,105,0.0952381
2e1X6,0,6,110,0.0545455
2e1X7,0,6,101,0.0594059
2e1X9,0,8,121,0.0661157
42dX0,0,5,98,0.0510204
42dX1,0,7,108,0.0648148
42dX3,0,5,87,0.0574713
42dX4,0,6,104,0.0576923
42dX7,0,8,98,0.0816327
42dX9,0,5,118,0.0423729
42dXb,0,11,103,0.106796
42dXc,0,6,111,0.0540541
42dXd,0,5,99,0.0505051
42dXe,0,6,87,0.0689655
1165X0,0,7,109,0.0642202
1165X2,0,6,106,0.0566038
1165X3,0,8,104,0.0769231
1165X5,0,7,102,0.0686275
1307X3,0,10,107,0.0934579
1307X4,0,9,117,0.0769231
1307X8,0,5,87,0.0574713
1307Xb,0,5,92,0.0543478
1307Xc,0,6,98,0.0612245
141aX0,0,10,102,0.0980392
141aX2,0,8,111,0.0720721
141aX4,0,6,91,0.0659341
141aX5,0,5,92,0.0543478
141aX6,0,7,92,0.076087
141aX8,0,7,114,0.0614035
1a43X0,0,8,84,0.0952381
1a43X1,0,5,97,0.0515464
1a43X6,0,7,94,0.0744681
2e4cX0,2,7,110,0.0636364
2e4cX3,2,9,93,0.0967742
2e4cX6,2,8,115,0.0695652
2e4cX7,2,6,119,0.0504202
2e4cX8,2,6,86,0.0697674
2e4cX9,2,5,87,0.0574713
39abX6,2,6,95,0.0631579
4607Xa,2,5,104,0.0480769
5d28X0,2,6,91,0.0659341
5d28X3,2,5,99,0.0505051
5d28X5,2,6,130,0.0461538
5d28X6,2,5,110,0.0454545
cX0,1,17,101,0.168317
cX1,1,14,99,0.141414
cX2,1,17,99,0.171717
cX3,1,13,82,0.158537
cX4,1,23,110,0.209091
cX5,1,15,100,0.15
11X2,1,12,100,0.12
11X3,1,7,106,0.0660377
11X4,1,7,86,0.0813953
11X5,1,10,123,0.0813008
11X6,1,11,114,0.0964912
11X7,1,7,101,0.0693069
1dX0,1,7,104,0.0673077
1dX2,1,5,89,0.0561798
1dX3,1,6,90,0.0666667
1dX4,1,5,100,0.05
1dX5,1,7,117,0.0598291
1dX6,1,6,92,0.0652174
1dX7,1,7,103,0.0679612
1fX1,1,7,111,0.0630631
1fX3,1,5,92,0.0543478
1fX4,1,5,123,0.0406504
26X0,1,6,78,0.0769231
4aX8,1,5,97,0.0515464
4aX9,1,5,113,0.0442478
4aXa,1,6,92,0.0652174
4aXd,1,5,88,0.0568182
4dX9,1,6,85,0.0705882
b9X1,1,5,98,0.0510204
37X8,1,5,105,0.047619
37X9,1,5,99,0.0505051
5bX2,1,5,107,0.046729
12X0,1,14,104,0.134615
12X1,1,16,98,0.163265
12X2,1,13,108,0.12037
12X3,1,9,94,0.0957447
12X4,1,20,101,0.19802
12X5,1,9,96,0.09375
12X6,1,11,105,0.104762
1cX0,1,6,83,0.0722892
1cX1,1,8,100,0.08
1cX2,1,12,102,0.117647
1cX3,1,10,85,0.117647
1cX4,1,6,100,0.06
1cX5,1,6,105,0.0571429
1cX6,1,9,106,0.0849057
1cX7,1,15,112,0.133929
1cX8,1,7,107,0.0654206
1cX9,1,6,104,0.0576923
1cXa,1,9,97,0.0927835
1cXb,1,9,97,0.0927835
1cXc,1,8,104,0.0769231
1cXd,1,10,116,0.0862069
1cXe,1,8,106,0.0754717
1cXf,1,10,109,0.0917431
28X0,1,7,110,0.0636364
28X2,1,7,86,0.0813953
28X3,1,12,109,0.110092
28X4,1,7,89,0.0786517
98X0,1,5,117,0.042735
34X0,1,6,103,0.0582524
34X1,1,6,108,0.0555556
34X2,1,5,104,0.0480769
34X3,1,5,100,0.05
34X4,1,5,100,0.05
34X5,1,8,104,0.0769231
34X6,1,9,95,0.0947368
34X7,1,7,93,0.0752688
34X9,1,11,81,0.135802
66X5,1,11,104,0.105769
66X7,1,8,105,0.0761905
68X0,1,5,99,0.0505051
68X5,1,8,113,0.0707965
68X6,1,8,99,0.0808081
82X1,1,9,117,0.0769231
82X7,1,6,98,0.0612245
94X4,1,5,96,0.0520833
94X5,1,5,102,0.0490196
