"clone","alt","depth","id"
0,48,100,"383fbX0"
0,44,100,"383fbX1"
0,47,100,"383fbX2"
0,42,100,"383fbX3"
0,34,100,"383fbX4"
1,7,100,"383fdX2"
1,7,100,"383fdX3"
1,7,100,"383fdX4"
1,6,100,"383fdX9"
1,5,100,"383fdXa"
1,6,100,"383fdXc"
1,5,100,"38404X2"
1,7,100,"38404X3"
1,6,100,"38404X5"
1,5,100,"38404X7"
1,5,100,"38404X8"
1,6,100,"38404X9"
1,5,100,"38404Xb"
1,8,100,"38404Xc"
1,7,100,"38404Xe"
1,9,100,"38404Xf"
1,7,100,"38404X10"
1,7,100,"38404X12"
1,7,100,"38404X13"
1,5,100,"38405X0"
1,9,100,"38405X4"
1,5,100,"38405X9"
1,7,100,"38405Xb"
1,5,100,"38405Xd"
1,5,100,"38405Xf"
1,5,100,"38405X11"
1,7,100,"38420X1"
1,6,100,"38420X6"
1,6,100,"38420X9"
1,5,100,"38420X10"
1,6,100,"384d1X2"
1,6,100,"38525X0"
0,47,100,"383feX0"
0,41,100,"383feX1"
0,37,100,"383feX2"
0,42,100,"383feX3"
0,42,100,"383feX4"
0,40,100,"383feX5"
0,39,100,"383feX6"
0,54,100,"383feX7"
0,35,100,"383feX8"
0,39,100,"383feX9"
0,41,100,"383feXa"
0,53,100,"383feXb"
0,47,100,"383feXc"
0,39,100,"383feXd"
0,40,100,"383feXe"
0,12,100,"383ffX0"
0,11,100,"383ffX1"
0,9,100,"383ffX2"
0,11,100,"383ffX3"
0,10,100,"383ffX4"
0,10,100,"38402X0"
0,5,100,"38402X1"
1,7,100,"3840dX1"
1,7,100,"3840dX2"
1,5,100,"3840dX3"
1,13,100,"3840dX4"
1,7,100,"3840dX5"
1,8,100,"3840dX6"
1,5,100,"3840dX7"
1,9,100,"3840dX8"
1,8,100,"3840dX9"
1,13,100,"3840dXa"
1,7,100,"3840dXb"
1,12,100,"3840dXc"
1,6,100,"3840dXd"
1,8,100,"38429X0"
1,6,100,"38429X1"
1,9,100,"38429X2"
1,7,100,"38429X3"
1,8,100,"38429X4"
1,11,100,"38429X5"
1,6,100,"38483X0"
1,5,100,"38483X1"
1,8,100,"38483X2"
1,7,100,"38483X9"
1,6,100,"38483Xa"
1,6,100,"38483Xb"
1,6,100,"38483Xc"
1,6,100,"38483Xd"
1,5,100,"38529X9"
1,7,100,"38529Xb"
