clone,alt,depth,id
0,40,100,1X0
0,40,100,1X1
0,48,100,1X2
0,40,100,1X3
0,40,100,1X4
0,45,100,1X5
0,42,100,1X6
0,35,100,1X7
0,47,100,1X8
0,45,100,1X9
0,44,100,1Xa
0,37,100,1Xb
0,53,100,1Xc
0,40,100,1Xd
0,45,100,1Xe
0,47,100,1Xf
0,32,100,1X10
0,45,100,1X11
0,36,100,1X12
0,43,100,1X13
0,41,100,1X14
0,47,100,1X15
0,37,100,1X16
0,47,100,1X17
0,35,100,1X18
0,49,100,1X19
0,42,100,1X1a
0,45,100,1X1b
1,5,100,11X3
1,5,100,11X14
1,5,100,42X21
1,5,100,c5X18
0,38,100,12X0
0,44,100,12X1
0,49,100,12X2
0,38,100,12X3
0,41,100,12X4
0,45,100,12X5
0,48,100,12X6
0,49,100,12X7
0,46,100,12X8
0,38,100,12X9
0,40,100,12Xa
0,50,100,12Xb
0,45,100,12Xc
0,45,100,12Xd
0,47,100,12Xe
0,41,100,12Xf
0,50,100,12X10
0,46,100,12X11
0,40,100,12X12
0,43,100,12X13
0,40,100,12X14
0,47,100,12X15
0,42,100,12X16
0,40,100,12X17
0,44,100,12X18
0,37,100,12X19
0,45,100,12X1a
0,47,100,12X1b
0,41,100,17X0
0,39,100,17X1
0,30,100,17X2
0,42,100,17X3
0,45,100,17X4
0,44,100,17X5
0,46,100,17X6
0,43,100,17X7
0,41,100,17X8
0,44,100,17X9
0,45,100,17Xa
0,41,100,17Xb
0,46,100,17Xc
0,40,100,17Xd
0,37,100,17Xe
0,37,100,17Xf
0,42,100,17X10
0,43,100,17X11
0,45,100,17X12
0,37,100,17X13
0,47,100,17X14
0,43,100,17X15
0,44,100,17X16
0,42,100,17X17
0,47,100,1fX0
0,41,100,1fX1
0,42,100,1fX2
0,43,100,1fX3
0,48,100,1fX4
0,42,100,1fX5
0,40,100,1fX6
0,50,100,1fX7
0,32,100,1fX8
0,37,100,1fX9
0,37,100,1fXa
0,34,100,1fXb
0,44,100,1fXc
0,45,100,1fXd
0,43,100,1fXe
0,44,100,1fXf
0,46,100,1fX10
0,35,100,1fX11
0,41,100,1fX12
0,49,100,1fX13
0,40,100,1fX14
0,42,100,1fX15
0,36,100,23X0
0,44,100,23X1
0,33,100,23X2
0,30,100,23X3
0,46,100,23X4
0,43,100,23X5
0,40,100,23X6
0,32,100,23X7
0,41,100,23X8
0,37,100,23X9
0,45,100,23Xa
0,50,100,23Xb
0,40,100,23Xc
0,35,100,23Xd
0,39,100,23Xe
0,50,100,23Xf
0,37,100,23X10
0,45,100,23X11
0,38,100,23X12
0,38,100,23X13
0,40,100,23X14
0,36,100,23X15
0,44,100,23X16
0,37,100,23X17
0,39,100,23X18
0,46,100,23X19
0,41,100,23X1a
0,37,100,23X1b
0,42,100,28X0
0,34,100,28X1
0,37,100,28X2
0,40,100,28X3
0,39,100,28X4
0,37,100,28X5
0,36,100,28X6
0,38,100,28X7
0,41,100,28X8
0,41,100,28X9
0,44,100,28Xa
0,44,100,28Xb
0,38,100,28Xc
0,45,100,28Xd
0,40,100,28Xe
0,46,100,28Xf
0,40,100,28X10
0,46,100,28X11
1,5,100,2bX14
0,37,100,2cX0
0,36,100,2cX1
0,45,100,2cX2
0,49,100,2cX3
0,45,100,2cX4
0,39,100,2cX5
0,40,100,2cX6
0,39,100,2cX7
0,37,100,2cX8
0,38,100,2cX9
0,28,100,2cXa
0,32,100,2cXb
0,36,100,2cXc
0,39,100,2cXd
0,40,100,2cXe
0,44,100,2cXf
0,44,100,2cX10
0,37,100,2cX11
0,28,100,2cX12
0,43,100,3eX0
0,42,100,3eX1
0,44,100,3eX2
0,42,100,3eX3
0,43,100,3eX4
0,33,100,3eX5
0,41,100,3eX6
0,31,100,3eX7
0,41,100,3eX8
0,43,100,3eX9
0,40,100,3eXa
0,44,100,3eXb
0,45,100,3eXc
0,43,100,3eXd
0,41,100,3eXe
0,32,100,3eXf
0,41,100,3eX10
0,36,100,3eX11
0,44,100,3eX12
0,38,100,57X0
0,35,100,57X1
0,35,100,57X2
0,39,100,57X3
0,39,100,57X4
0,33,100,57X5
0,36,100,57X6
0,34,100,57X7
0,44,100,57X8
0,40,100,57X9
0,46,100,57Xa
0,38,100,57Xb
0,36,100,57Xc
0,47,100,57Xd
0,30,100,57Xe
0,44,100,57Xf
0,39,100,57X10
0,33,100,57X11
0,31,100,57X12
0,38,100,57X13
0,33,100,57X14
0,39,100,57X15
0,47,100,84X0
0,32,100,84X1
0,45,100,84X2
0,39,100,84X3
0,33,100,84X4
0,38,100,84X5
0,43,100,84X6
0,42,100,84X7
0,38,100,84X8
0,39,100,84X9
0,39,100,84Xa
0,36,100,84Xb
0,36,100,84Xc
0,31,100,84Xd
0,43,100,84Xe
0,28,100,84Xf
0,40,100,84X10
0,36,100,84X11
0,39,100,84X12
