"clone","alt","depth","id"
1,13,103,"1X0"
1,10,119,"1X3"
1,13,97,"1X8"
1,6,91,"1X9"
1,6,90,"3X0"
1,5,91,"3X1"
1,8,97,"3X2"
1,7,108,"3X5"
1,5,107,"3X6"
1,8,100,"bX2"
1,5,107,"bX3"
1,5,103,"bX4"
1,6,118,"bX5"
1,5,102,"1fX6"
1,5,79,"180Xd"
2,46,102,"2X0"
2,44,96,"2X1"
2,46,112,"2X2"
2,54,102,"2X3"
2,48,110,"2X4"
2,38,98,"2X5"
2,42,96,"2X6"
2,49,116,"2X7"
2,64,120,"2X8"
2,8,94,"dX0"
2,5,109,"dX3"
2,7,99,"dX4"
2,10,120,"dX7"
2,7,101,"dX8"
2,5,90,"1eX4"
2,5,106,"1eX6"
2,7,102,"1eX8"
2,6,98,"2eX7"
2,5,90,"2eX8"
2,6,108,"2eX9"
2,5,97,"109X1"
2,5,111,"68X0"
2,5,86,"68X1"
2,41,99,"eX0"
2,43,101,"eX1"
2,31,80,"eX2"
2,40,109,"eX3"
2,35,102,"eX4"
2,55,120,"eX5"
2,52,113,"eX6"
2,39,92,"eX7"
2,38,107,"eX8"
2,5,117,"fX2"
2,6,106,"75X4"
2,5,122,"2f4Xe"
2,5,101,"8cbX5"
2,41,103,"10X0"
2,31,107,"10X1"
2,27,84,"10X2"
2,39,96,"10X3"
2,36,107,"10X4"
2,37,100,"10X5"
2,46,106,"10X6"
2,37,87,"10X7"
2,45,112,"10X8"
2,35,104,"10X9"
2,36,109,"10Xa"
2,44,107,"10Xb"
2,41,97,"10Xc"
2,16,106,"11X0"
2,22,105,"11X1"
2,21,111,"11X2"
2,29,104,"11X3"
2,26,113,"11X4"
2,28,103,"11X5"
2,26,120,"11X6"
2,21,111,"11X7"
2,18,83,"11X8"
2,22,107,"11X9"
2,23,92,"11Xa"
2,21,99,"15X0"
2,26,111,"15X1"
2,26,97,"15X2"
2,15,95,"15X3"
2,25,105,"15X4"
2,20,109,"15X5"
2,27,104,"15X6"
2,6,105,"27X0"
2,6,103,"27X1"
2,10,85,"27X2"
2,5,77,"27X3"
2,5,110,"27X4"
2,8,97,"27X5"
2,7,98,"27X6"
2,6,117,"48X0"
2,9,109,"48X4"
2,10,97,"48X6"
2,7,79,"48X7"
2,6,118,"48X8"
2,7,103,"48X9"
2,10,98,"48Xa"
2,5,98,"89X0"
2,7,89,"89X7"
2,5,113,"7a5X9"
2,5,95,"8aX0"
2,5,106,"8aX2"
2,6,97,"8aX6"
2,5,118,"94X8"
2,7,97,"94Xa"
2,5,108,"d8X3"
2,6,101,"d8X5"
2,6,94,"11eX5"
2,24,104,"28X0"
2,11,99,"28X1"
2,12,91,"28X2"
2,17,96,"28X3"
2,13,97,"28X4"
2,20,88,"28X5"
2,6,102,"2fX0"
2,5,100,"2fX1"
2,11,97,"2fX2"
2,10,110,"2fX3"
2,8,98,"2fX4"
2,7,97,"2fX5"
2,10,98,"2fX7"
2,10,84,"2fX9"
2,7,121,"31X0"
2,5,87,"31X2"
2,7,99,"31X7"
2,9,91,"dcX1"
2,7,103,"dcX4"
2,5,90,"dcX6"
2,5,106,"dcX7"
2,5,117,"dcX8"
2,7,87,"129X2"
2,6,102,"129X4"
2,5,119,"129X7"
2,5,108,"2b8X1"
2,5,90,"2b8X2"
2,7,101,"2b8X4"
2,10,94,"2b8X5"
2,7,115,"2b8X6"
2,5,108,"348X0"
2,6,95,"32X2"
2,6,96,"30X0"
2,7,127,"30X1"
2,7,122,"30X2"
2,7,98,"30X3"
2,7,106,"30X5"
2,14,92,"4eX0"
2,13,109,"4eX1"
2,13,108,"4eX2"
2,5,99,"4eX4"
2,9,84,"4eX5"
2,9,110,"4eX6"
2,8,108,"4eX7"
2,11,103,"abX0"
2,8,119,"abX1"
2,8,104,"abX2"
2,10,92,"abX3"
2,8,121,"abX4"
2,9,106,"abX5"
2,12,105,"abX6"
2,13,108,"abX7"
2,7,96,"abX8"
2,8,96,"abX9"
2,11,98,"abXa"
2,6,97,"abXb"
2,5,107,"ebX1"
2,6,120,"ebX9"
2,9,117,"ebXa"
2,5,116,"143X1"
2,6,117,"143X7"
2,5,92,"143X11"
2,5,98,"143X14"
2,5,90,"ecX1"
2,5,113,"ecX3"
2,5,106,"ecX6"
2,7,114,"15bX0"
2,7,120,"15bX8"
2,5,117,"338X4"
2,7,93,"1cX2"
2,14,99,"12X0"
2,19,103,"12X1"
2,7,94,"12X2"
2,14,104,"12X3"
2,21,96,"12X4"
2,15,111,"12X5"
2,21,110,"12X6"
2,14,103,"12X7"
2,14,101,"12X8"
2,13,84,"1aX0"
2,30,102,"1aX1"
2,12,97,"1aX2"
2,21,98,"1aX3"
2,15,113,"1aX4"
2,21,102,"1aX5"
2,16,87,"1aX6"
2,10,120,"1aX7"
2,17,117,"1aX8"
2,15,84,"1aX9"
2,16,95,"1aXa"
2,17,90,"1aXb"
2,13,85,"1aXc"
2,12,91,"1aXd"
2,8,91,"1aXe"
2,15,101,"1aXf"
2,10,110,"25X1"
2,6,99,"25X2"
2,11,90,"25X3"
2,6,94,"25X4"
2,7,97,"25X7"
2,5,130,"a1X1"
2,5,96,"1bfXa"
2,5,112,"9eX0"
2,7,117,"9eX1"
2,5,116,"9eX2"
2,7,118,"9eX3"
2,7,99,"9eX8"
2,5,102,"9eX9"
2,6,103,"10cX0"
2,7,108,"10cX3"
2,8,92,"10cX5"
2,7,97,"10cX6"
2,7,123,"10cX7"
2,15,112,"10cX9"
2,6,120,"1a8X2"
2,7,114,"365X4"
2,6,97,"365X6"
2,5,111,"365X9"
2,7,102,"365Xb"
2,6,76,"26X0"
2,9,106,"26X1"
2,6,121,"26X2"
2,12,112,"26X3"
2,7,110,"26X4"
2,8,123,"26X5"
2,10,106,"26X7"
2,5,106,"29X1"
2,7,109,"29X2"
2,5,123,"29X4"
2,5,105,"29X5"
2,5,99,"29X6"
2,10,104,"29X7"
2,7,105,"29X8"
2,9,103,"43X8"
2,5,113,"43Xe"
2,5,99,"6bX7"
2,5,107,"44X9"
2,6,91,"4cX5"
