"clone","alt","depth","id"
1,5,110,"38722X1"
1,5,107,"38722X2"
1,7,99,"38722X8"
1,6,106,"38722X9"
1,5,101,"3872fX6"
0,50,107,"38723X0"
0,36,91,"38723X1"
0,57,121,"38723X2"
0,46,102,"38723X3"
0,42,93,"38723X4"
0,50,95,"38723X5"
0,36,89,"38723X6"
0,48,99,"38723X7"
0,30,90,"38723X8"
0,48,104,"38723X9"
1,8,106,"38724X3"
1,5,107,"38727X6"
1,5,111,"38727X9"
1,6,101,"38727Xc"
1,5,105,"38737Xb"
0,42,106,"38725X0"
0,39,96,"38725X1"
0,41,109,"38725X2"
0,43,107,"38725X3"
0,46,90,"38725X4"
0,31,104,"38725X5"
0,38,96,"38725X6"
0,41,105,"38725X7"
0,35,83,"38725X8"
0,41,95,"38725X9"
1,12,96,"3872aX0"
1,27,117,"3872aX1"
1,22,114,"3872aX2"
1,16,89,"3872aX3"
1,13,97,"3872aX4"
1,17,108,"3872aX5"
1,16,103,"3872aX6"
1,6,89,"3872aX7"
1,17,104,"3872aX8"
1,19,100,"3872aX9"
1,18,108,"38731X0"
1,23,109,"38731X1"
1,17,91,"38731X2"
1,16,102,"38731X3"
1,21,102,"38731X4"
1,16,96,"38731X5"
1,18,110,"38731X6"
1,14,90,"38731X7"
1,7,91,"38732X0"
1,10,108,"38732X1"
1,10,110,"38732X2"
1,13,107,"38732X3"
1,10,88,"38732X4"
1,5,113,"38732X5"
1,6,89,"38732X6"
1,6,87,"38732X7"
1,10,91,"38732X8"
1,9,87,"38732X9"
1,11,112,"38740X0"
1,6,114,"38740X1"
1,6,99,"38740X2"
1,6,105,"38740X3"
1,8,100,"38740X4"
1,5,90,"38740X5"
1,8,80,"38740X7"
1,5,104,"3874cX5"
1,5,101,"3874cX6"
1,5,109,"38769X0"
1,5,109,"3874dX2"
1,5,86,"3874dX7"
1,5,107,"38741X4"
1,6,114,"38777X0"
1,5,117,"38777X3"
1,7,96,"38777Xb"
1,5,98,"38777Xc"
1,5,96,"387c0X2"
1,5,101,"387c0X3"
1,9,115,"38733X0"
1,13,118,"38733X1"
1,8,107,"38733X2"
1,11,95,"38733X3"
1,7,125,"38733X6"
1,8,85,"38733X7"
1,7,91,"38733X8"
1,8,111,"38733X9"
1,9,119,"38733Xa"
1,7,91,"3873bX0"
1,7,101,"3873bX1"
1,6,100,"3873bX3"
1,11,113,"3873bX4"
1,8,114,"3873bX5"
1,5,93,"3873bX6"
1,6,100,"3873bX7"
1,7,116,"3873bX8"
1,5,91,"3873bX9"
1,5,113,"3873bXa"
1,9,99,"3873bXb"
1,7,102,"3873bXc"
1,8,88,"3873bXe"
1,8,104,"3873bXf"
1,7,102,"38742X2"
1,5,101,"38742X8"
1,11,87,"38743X0"
1,6,92,"38743X1"
1,11,113,"38743X5"
1,8,98,"38743X7"
1,6,94,"38743X8"
1,6,105,"3874eX0"
1,5,92,"38764X5"
1,5,96,"38764Xc"
0,16,77,"3872bX0"
0,23,102,"3872bX1"
0,25,100,"3872bX2"
0,25,106,"3872bX3"
0,24,105,"3872bX4"
0,26,90,"3872bX5"
0,18,96,"3872bX6"
0,27,108,"3872dX0"
0,17,96,"3872dX1"
0,23,102,"3872dX2"
0,35,112,"3872dX3"
0,27,110,"3872dX4"
0,31,103,"3872dX5"
0,18,78,"3872dX6"
0,14,96,"3872dX7"
0,19,102,"3872dX8"
0,21,103,"3872dX9"
0,23,102,"3872dXa"
0,22,91,"3872dXb"
0,23,99,"3872dXc"
0,26,93,"3872dXd"
0,25,96,"3872dXe"
0,22,101,"3872dXf"
0,16,92,"3873eX0"
0,29,123,"3873eX1"
0,22,84,"3873eX2"
0,16,84,"3873eX3"
0,18,97,"3873eX4"
0,27,105,"3873eX5"
0,19,92,"3873eX6"
0,20,104,"3873eX7"
0,24,109,"3873eX8"
0,17,100,"3873eX9"
0,33,113,"38745X0"
0,24,100,"38745X1"
0,26,111,"38745X2"
0,15,81,"38745X3"
0,23,114,"38745X4"
0,20,100,"38745X5"
0,25,105,"38745X6"
0,23,103,"38745X7"
0,22,85,"38745X8"
0,20,89,"38745X9"
0,19,92,"38745Xa"
0,17,85,"38749X0"
0,15,75,"38749X1"
0,21,94,"38749X2"
0,15,101,"38749X3"
0,15,101,"38749X4"
0,25,110,"38749X5"
0,24,108,"38749X6"
0,27,99,"38749X7"
0,22,101,"38749X8"
0,13,101,"38749X9"
0,21,101,"38749Xa"
0,22,96,"3876aX0"
0,19,92,"3876aX1"
0,13,87,"3876aX2"
0,24,105,"3876aX3"
0,14,93,"3876aX4"
0,18,106,"3876aX5"
0,27,118,"3876aX6"
0,13,82,"3876aX7"
0,17,100,"3876aX8"
0,22,121,"3876aX9"
0,15,85,"3876aXa"
0,29,113,"3876aXb"
0,21,95,"38866X0"
0,21,98,"38866X1"
0,19,103,"38866X2"
0,17,107,"38866X3"
0,25,105,"38866X4"
0,22,86,"38866X5"
0,13,98,"38866X6"
0,19,93,"38b3bX0"
0,24,114,"38b3bX1"
0,28,115,"38b3bX2"
0,17,90,"38b3bX3"
0,21,122,"38b3bX4"
0,24,112,"38b3bX5"
0,18,97,"38b3bX6"
0,15,92,"38b3bX7"
0,21,103,"38b3bX8"
0,14,89,"38b3bX9"
0,22,92,"38b3bXa"
0,29,107,"38b3bXb"
0,17,84,"38b95X0"
0,7,97,"38b95X1"
0,17,105,"38b95X2"
0,16,85,"38b95X3"
0,23,95,"38b95X4"
0,22,109,"38b95X5"
0,19,101,"38b95X6"
0,22,98,"38b95X7"
0,20,101,"38b95X8"
0,20,112,"38b95X9"
0,24,118,"38b95Xa"
0,17,114,"38b95Xb"
0,21,101,"38b95Xc"
0,26,104,"38b95Xd"
0,24,93,"38b95Xe"
0,21,106,"38bb7X0"
0,20,109,"38bb7X1"
0,15,100,"38bb7X2"
0,17,100,"38bb7X3"
0,17,86,"38bb7X4"
0,18,92,"38bb7X5"
0,18,112,"38bb7X6"
0,12,101,"38bb7X7"
0,23,99,"38bb7X8"
0,17,94,"38bb7X9"
0,13,94,"38c89X0"
0,14,102,"38c89X1"
0,20,94,"38c89X2"
0,15,91,"38c89X3"
0,19,114,"38c89X4"
0,18,107,"38c89X5"
0,22,89,"38c89X6"
0,12,82,"38c89X7"
0,16,86,"38c89X8"
0,16,95,"38c89X9"
0,22,97,"38c89Xa"
0,16,102,"38c89Xb"
0,20,85,"38c89Xc"
0,19,103,"38db8X0"
0,24,112,"38db8X1"
0,19,102,"38db8X2"
0,30,117,"38db8X3"
0,17,90,"38db8X4"
0,15,90,"38db8X5"
0,26,95,"38db8X6"
0,18,101,"38db8X7"
0,17,90,"38db8X8"
0,20,110,"38db8X9"
0,29,107,"38e6dX0"
0,21,105,"38e6dX1"
0,16,98,"38e6dX2"
0,22,105,"38e6dX3"
0,16,101,"38e6dX4"
0,20,88,"39066X0"
0,15,103,"39066X1"
0,15,90,"39066X2"
0,14,102,"39066X3"
0,18,101,"39066X4"
0,15,94,"39066X5"
0,20,101,"39066X6"
0,12,86,"39066X7"
0,15,95,"39066X8"
0,23,104,"3932dX0"
0,25,114,"3932dX1"
0,20,111,"3932dX2"
0,21,88,"3932dX3"
0,23,109,"3932dX4"
0,22,106,"3932dX5"
0,21,94,"3932dX6"
0,25,110,"3932dX7"
0,18,88,"3932dX8"
0,19,98,"3979fX0"
0,17,79,"3979fX1"
0,24,100,"3979fX2"
0,25,106,"3979fX3"
0,23,116,"3979fX4"
0,27,112,"3979fX5"
0,18,120,"3979fX6"
0,16,93,"3979fX7"
0,29,101,"3979fX8"
0,18,99,"3979fX9"
0,17,89,"3979fXa"
0,33,124,"3979fXb"
0,28,110,"3979fXc"
0,16,86,"3979fXd"
0,15,97,"3979fXe"
0,22,111,"3979fXf"
0,16,88,"3979fX10"
0,21,102,"3979fX11"
0,16,95,"39f9aX0"
0,23,122,"39f9aX1"
0,14,98,"39f9aX2"
0,26,109,"39f9aX3"
0,12,92,"39f9aX4"
0,24,110,"39f9aX5"
0,16,91,"39f9aX6"
0,23,103,"39f9aX7"
0,29,121,"39f9aX8"
0,25,96,"39f9aX9"
2,14,103,"3a932X0"
2,15,87,"3a932X1"
2,22,102,"3a932X2"
2,14,92,"3a932X3"
2,21,112,"3a932X4"
2,17,101,"3a932X5"
2,19,91,"3a932X6"
2,10,115,"3ab86X0"
2,13,88,"3ab86X1"
2,7,112,"3ab86X2"
2,9,88,"3ab86X3"
2,10,98,"3ab86X4"
2,12,102,"3ab86X5"
2,12,84,"3ab86X6"
2,8,114,"3ab86X7"
2,12,90,"3ab86X8"
2,10,99,"3ab86X9"
2,9,118,"3ba96X0"
2,8,94,"3ba96X1"
2,10,109,"3ba96X2"
2,8,101,"3ba96X3"
2,6,85,"3ba96X4"
2,12,104,"3ba96X5"
2,11,107,"3ba96X6"
2,8,109,"3ba96X7"
2,10,122,"3ba96X8"
2,7,100,"3ba96X9"
2,8,108,"3ba96Xa"
2,11,102,"3ba96Xc"
2,6,108,"3bbe8X0"
2,10,98,"3bbe8X2"
2,12,85,"3bbe8X3"
2,10,100,"3bbe8X4"
2,8,81,"3bbe8X5"
2,5,96,"3cf23X7"
2,5,90,"3c0ebX2"
2,5,124,"3c0ebX4"
