"clone","alt","depth","id"
1,34,86,"1X0"
1,47,109,"1X1"
1,49,97,"1X2"
1,47,90,"1X3"
1,58,116,"1X4"
1,40,89,"1X5"
1,47,96,"1X6"
1,36,95,"1X7"
1,39,105,"1X8"
1,48,105,"1X9"
1,39,87,"1Xa"
1,22,101,"3X0"
1,27,101,"3X1"
1,27,106,"3X2"
1,34,94,"3X3"
1,22,86,"3X4"
1,24,91,"3X5"
1,32,123,"3X6"
1,25,100,"bX0"
1,19,80,"bX1"
1,21,94,"bX2"
1,19,103,"bX3"
1,21,100,"bX4"
1,22,103,"bX5"
1,27,104,"bX6"
1,26,103,"bX7"
1,28,109,"bX8"
1,33,103,"bX9"
1,29,112,"bXa"
1,18,104,"13X0"
1,15,99,"13X1"
1,10,101,"13X2"
1,13,97,"13X3"
1,12,101,"13X4"
1,13,102,"13X5"
1,14,83,"13X6"
1,17,96,"13X7"
1,9,105,"13X8"
1,6,95,"37X0"
1,5,90,"37X1"
1,7,105,"37X3"
1,7,102,"37X5"
1,5,116,"37X6"
1,9,101,"37X7"
1,8,103,"37X8"
1,9,103,"37Xa"
1,8,96,"37Xc"
1,10,110,"37Xd"
1,7,109,"37X11"
1,7,119,"37X12"
1,7,107,"55X1"
1,11,126,"55X2"
1,7,139,"65X6"
1,5,112,"117X4"
1,6,89,"117X5"
1,6,110,"117X8"
1,6,104,"14dX0"
1,6,119,"1b8X4"
1,5,123,"8fXa"
1,5,111,"918X4"
1,8,94,"38X1"
1,9,95,"38X2"
1,7,104,"38X3"
1,9,117,"38X4"
1,6,90,"38X5"
1,11,132,"38X6"
1,11,108,"38X7"
1,7,97,"38X8"
1,7,101,"38X9"
1,7,116,"38Xb"
1,11,116,"38Xc"
1,6,108,"38Xd"
1,6,117,"38Xe"
1,6,96,"39X0"
1,6,82,"39X2"
1,13,111,"39X3"
1,7,98,"39X4"
1,6,112,"6eX0"
1,5,98,"6eX3"
1,5,96,"6eX4"
1,8,115,"6eX6"
1,5,105,"a5X1"
1,5,104,"a5X3"
1,5,113,"111X1"
1,5,92,"111X3"
1,9,118,"111X4"
1,7,101,"111X5"
1,6,124,"5fbX2"
1,6,104,"5fbX4"
1,5,116,"5fbX5"
1,5,99,"5fbXf"
1,5,102,"55cX7"
1,5,102,"126X0"
1,14,127,"14X0"
1,6,98,"14X1"
1,6,84,"14X2"
1,11,99,"14X3"
1,7,82,"14X4"
1,11,78,"14X5"
1,15,97,"14X6"
1,7,107,"14X7"
1,11,99,"14X8"
1,7,105,"14X9"
1,6,102,"17X0"
1,6,97,"17X1"
1,5,105,"17X2"
1,7,91,"17X3"
1,7,89,"17X5"
1,5,77,"17X7"
1,6,100,"17X9"
1,11,104,"17Xa"
1,7,102,"24X0"
1,6,106,"24X5"
1,7,83,"24X7"
1,8,116,"5bX0"
1,7,107,"5bX3"
1,6,103,"5bX5"
1,5,97,"5bX7"
1,6,87,"145X5"
1,5,113,"74Xc"
1,5,94,"18X0"
1,5,93,"18X1"
1,8,114,"18X3"
1,5,84,"18X4"
1,5,90,"18X5"
1,6,90,"61X3"
1,5,90,"61Xb"
1,5,106,"87X1"
1,5,102,"8bX1"
1,6,108,"8bX2"
1,7,112,"16aX5"
1,5,113,"411X7"
1,8,117,"62X1"
1,8,110,"62X3"
1,9,114,"62X4"
1,7,98,"62X8"
1,5,93,"bbX3"
1,8,117,"bbX5"
1,5,102,"bbX7"
1,6,110,"bbXb"
1,5,91,"195X1"
1,8,103,"195X7"
1,5,131,"76fX4"
1,5,103,"cX8"
1,5,98,"49X5"
1,26,119,"4X0"
1,15,105,"4X1"
1,13,92,"4X2"
1,12,94,"4X3"
1,12,106,"4X4"
1,22,113,"4X5"
1,12,92,"5X0"
1,16,115,"5X1"
1,20,96,"5X2"
1,21,110,"5X3"
1,16,92,"5X4"
1,9,100,"5X5"
1,12,80,"5X6"
1,12,120,"5X7"
1,12,79,"5X8"
1,20,91,"5X9"
1,18,114,"5Xa"
1,16,115,"5Xb"
1,18,100,"5Xc"
1,13,96,"5Xd"
1,13,98,"5Xe"
1,14,91,"5Xf"
1,15,105,"5X10"
1,14,104,"5X11"
1,18,97,"5X12"
1,13,87,"5X13"
1,5,117,"7X0"
1,7,99,"7X3"
1,8,102,"7X4"
1,11,113,"9X0"
1,5,87,"9X1"
1,8,119,"9X2"
1,10,100,"9X3"
1,5,108,"9X4"
1,7,93,"9X5"
1,6,90,"9X7"
1,5,107,"9X8"
1,5,85,"9X9"
1,6,109,"7bX0"
1,6,114,"b0X1"
1,6,111,"b0X6"
1,5,91,"b0X8"
1,5,96,"fdX3"
1,5,114,"fdX6"
1,7,99,"7cX8"
1,5,97,"86X8"
1,5,110,"3ffX2"
1,11,107,"8X0"
1,6,87,"8X1"
1,9,97,"8X2"
1,9,100,"8X4"
1,11,114,"8X5"
1,6,89,"8X6"
1,5,95,"8X8"
1,5,114,"1fX0"
1,7,99,"1fX1"
1,8,92,"1fX2"
1,7,106,"1fX4"
1,5,93,"1fX5"
1,7,88,"1fX6"
1,12,99,"1fX7"
1,5,87,"1fX8"
1,9,103,"1fX9"
1,5,93,"1fXa"
1,8,101,"1fXb"
1,9,105,"1fXc"
1,9,91,"1fXd"
1,8,105,"1fXe"
1,14,92,"1fXf"
1,10,108,"4fX2"
1,9,113,"4fX3"
1,5,107,"4fX4"
1,6,90,"4fX5"
1,8,84,"4fX6"
1,6,96,"4fX7"
1,10,95,"4fX8"
1,7,92,"4fX9"
1,9,103,"4fXb"
1,10,114,"59X0"
1,9,103,"59X1"
1,7,99,"59X2"
1,8,108,"59X3"
1,5,88,"59X4"
1,5,95,"5fX1"
1,7,106,"5fX2"
1,5,108,"5fX5"
1,5,111,"180X4"
1,5,109,"32dX4"
1,6,92,"60X6"
1,7,108,"79X2"
1,5,111,"193X8"
1,5,98,"583X2"
1,5,95,"583X3"
1,5,108,"1141X7"
1,8,97,"6X6"
1,5,99,"35X3"
1,5,89,"58X0"
