"clone","alt","depth","id"
0,48,104,"61cf1X0"
0,40,88,"61cf1X1"
0,47,101,"61cf1X2"
0,53,99,"61cf1X3"
0,52,89,"61cf1X4"
0,49,100,"61cf1X5"
0,61,107,"61cf1X6"
0,48,104,"61cf2X0"
0,45,91,"61cf2X1"
0,46,109,"61cf2X2"
0,37,93,"61cf2X3"
0,45,100,"61cf2X4"
0,35,102,"61cf2X5"
0,56,102,"61cf2X6"
0,43,89,"61cf2X7"
0,41,97,"61cf2X8"
0,27,109,"61cf4X0"
0,17,89,"61cf4X1"
0,21,99,"61cf4X2"
0,15,106,"61cf4X3"
2,5,93,"61cf8X1"
2,6,100,"61cf8X6"
2,9,113,"61cf8X7"
2,9,103,"61cf8X8"
2,5,97,"61d01X1"
2,7,106,"61d01X2"
2,8,93,"61d01X6"
2,5,98,"61d13X0"
2,7,101,"61d13X2"
2,5,76,"61d13X3"
2,12,121,"61d13X6"
2,5,97,"61d49X1"
2,7,104,"61d49X3"
2,8,120,"61d49X4"
2,7,125,"61d9eX0"
2,8,101,"61d9eX1"
2,5,107,"61d9eX3"
2,10,105,"61d9eX4"
2,5,87,"61d9eX5"
2,7,97,"61d9eX8"
2,7,85,"61d9eXa"
2,7,107,"61d9eXc"
2,5,108,"61d9eXd"
2,7,103,"61dc5X0"
2,6,94,"61dc5X3"
2,5,84,"61dc5X5"
2,7,110,"61dc5X6"
2,5,99,"61dc5X8"
2,7,112,"61dc5X9"
2,6,101,"61e56X1"
2,5,111,"61e56X4"
2,5,96,"61e56X6"
2,5,98,"61e56X7"
2,6,78,"61ecbX2"
2,5,98,"61ecbX6"
2,5,94,"61ecbX8"
2,5,101,"61ecbXd"
2,5,100,"62167X0"
2,8,93,"62167X3"
2,5,98,"62167X4"
2,8,106,"62167X5"
2,6,96,"62167X6"
2,6,101,"62167X7"
2,12,100,"621deX0"
2,5,89,"6298aX0"
2,9,123,"6298aX6"
2,5,97,"6298aX7"
2,5,104,"62f57X1"
2,5,97,"62f57X2"
2,8,108,"62f57X6"
2,5,96,"62f57X7"
2,5,90,"635e2X2"
2,5,117,"635e2X4"
2,7,97,"635e2X5"
2,5,86,"635e2X6"
2,5,127,"63674X0"
2,5,105,"63674X1"
2,6,100,"63674X9"
2,5,125,"63891X0"
2,6,103,"63891X1"
2,5,92,"63891X6"
2,6,103,"63891X8"
2,6,106,"639e0X2"
2,5,99,"639e0X6"
2,6,104,"639e0X8"
2,6,103,"639e0Xa"
2,5,85,"639e0Xb"
2,5,98,"63e99X3"
2,5,88,"63e99X5"
2,7,117,"63e99Xe"
2,6,98,"6465aX4"
2,6,100,"65883X0"
2,10,105,"66fd6X4"
2,5,100,"6703aX2"
2,7,132,"6821bX4"
2,5,95,"6821bX5"
2,6,93,"68b3aX0"
2,6,109,"68b3aXb"
2,6,116,"68b3aXd"
2,6,97,"6b984X0"
2,10,100,"6b984X5"
2,8,119,"6d389X5"
2,5,80,"6f6a3Xa"
1,16,88,"61cf9X0"
1,20,79,"61cf9X1"
1,11,97,"61cf9X2"
1,14,95,"61cf9X3"
1,18,104,"61cf9X4"
1,9,115,"61cf9X5"
1,11,101,"61cf9X6"
1,15,89,"61cf9X7"
1,8,91,"61cf9X8"
1,12,102,"61cf9X9"
1,10,85,"61cfbX0"
1,14,106,"61cfbX1"
1,18,91,"61cfbX2"
1,19,98,"61cfbX3"
1,23,100,"61cfbX4"
1,16,90,"61cfbX5"
1,7,94,"61cfbX6"
1,20,94,"61cfbX7"
1,10,111,"61cfbX8"
1,16,98,"61cfbX9"
1,7,103,"61d42X0"
1,6,80,"61d42X1"
1,9,101,"61d42X2"
1,13,98,"61d42X4"
1,6,101,"61d42X5"
1,8,104,"61d42X6"
1,17,85,"61d42X7"
1,11,99,"61d81X0"
1,12,106,"61d81X1"
1,10,109,"61d81X2"
1,11,93,"61d81X3"
1,7,100,"61d81X4"
1,13,107,"61d81X5"
1,10,96,"61d81X6"
1,16,101,"61d81X7"
1,13,105,"61d81X8"
1,8,117,"61d81X9"
1,6,95,"61f4cX4"
1,6,85,"61dcbX0"
1,12,97,"61dcbX2"
1,8,102,"61dcbX3"
1,6,98,"61dcbX5"
1,6,107,"61dcbX6"
1,5,105,"61dcbX8"
1,10,103,"61e7cX3"
1,7,94,"61e7cX4"
1,5,102,"61e7cX5"
1,9,96,"61e7cX6"
1,9,92,"61e7cX7"
1,11,114,"61f70X0"
1,8,104,"61f70X3"
1,6,98,"61f70X5"
1,6,101,"61f70X6"
1,6,94,"61f70X7"
