clone,alt,depth,id
0,49,100,2X0
0,49,100,2X1
0,51,100,2X2
0,51,100,2X3
0,43,100,2X4
0,58,100,2X5
0,51,100,2X6
0,47,100,2X7
0,55,100,2X8
0,51,100,2X9
0,53,100,2Xa
0,42,100,2Xb
0,48,100,2Xc
0,47,100,2Xd
0,49,100,2Xe
0,55,100,2Xf
0,47,100,2X10
0,48,100,2X11
0,56,100,2X12
0,50,100,2X13
0,50,100,2X14
0,47,100,2X15
0,51,100,2X16
0,54,100,2X17
0,52,100,2X18
0,47,100,2X19
0,50,100,2X1a
0,43,100,2X1b
0,49,100,2X1c
1,5,100,3X0
1,7,100,3Xf
1,5,100,5X1
1,5,100,1cXb
0,43,100,4X0
0,50,100,4X1
0,43,100,4X2
0,45,100,4X3
0,45,100,4X4
0,41,100,4X5
0,54,100,4X6
0,36,100,4X7
0,49,100,4X8
0,45,100,4X9
0,55,100,4Xa
0,48,100,4Xb
0,55,100,4Xc
0,42,100,4Xd
0,45,100,4Xe
0,48,100,4Xf
0,44,100,4X10
0,44,100,4X11
0,48,100,4X12
0,54,100,4X13
0,48,100,4X14
0,57,100,4X15
0,43,100,4X16
0,46,100,4X17
0,45,100,4X18
0,49,100,4X19
0,45,100,4X1a
0,45,100,4X1b
0,42,100,4X1c
0,47,100,4X1d
0,54,100,4X1e
0,34,100,4X1f
0,25,100,7X0
0,43,100,7X1
0,32,100,7X2
0,43,100,7X3
0,44,100,7X4
0,44,100,7X5
0,44,100,7X6
0,41,100,7X7
0,45,100,7X8
0,39,100,7X9
0,40,100,7Xa
0,42,100,7Xb
0,44,100,7Xc
0,38,100,7Xd
0,38,100,7Xe
0,40,100,7Xf
0,34,100,7X10
0,38,100,7X11
0,48,100,7X12
0,37,100,7X13
0,47,100,7X14
0,41,100,7X15
0,37,100,7X16
0,39,100,7X17
0,46,100,7X18
1,6,100,9X9
1,6,100,9Xa
1,9,100,9Xe
1,5,100,9Xf
1,8,100,9X10
1,5,100,9X15
1,5,100,9X17
1,5,100,9X1a
1,5,100,9X22
1,5,100,eX1
1,7,100,eX2
1,5,100,eX15
1,5,100,eX19
1,5,100,eX1e
1,6,100,eX20
1,5,100,25X0
1,5,100,25X3
1,6,100,25X4
1,5,100,25X13
1,6,100,25X18
1,5,100,25X19
