mutation_id,clone_id,alt_count,depth,vaf
1X0,1,27,109,0.247706
1X1,1,11,93,0.11828
1X2,1,30,101,0.29703
1X3,1,25,100,0.25
1X4,1,22,105,0.209524
1X5,1,18,64,0.28125
1X6,1,20,96,0.208333
1X7,1,19,102,0.186275
1X8,1,33,110,0.3
1X9,1,13,86,0.151163
3X0,1,21,101,0.207921
3X1,1,26,103,0.252427
3X2,1,24,113,0.212389
3X3,1,22,100,0.22
3X4,1,15,108,0.138889
3X5,1,16,98,0.163265
3X6,1,16,90,0.177778
6X0,1,25,90,0.277778
6X1,1,31,112,0.276786
6X2,1,24,95,0.252632
6X3,1,18,89,0.202247
6X4,1,25,100,0.25
6X5,1,18,109,0.165138
6X6,1,22,103,0.213592
6X7,1,31,99,0.313131
6X8,1,13,81,0.160494
7X0,1,5,92,0.0543478
7X1,1,10,99,0.10101
7X2,1,7,110,0.0636364
7X3,1,10,104,0.0961538
7X4,1,5,82,0.0609756
7X5,1,8,82,0.097561
7X6,1,13,94,0.138298
7X7,1,14,112,0.125
7X8,1,7,87,0.0804598
52X1,1,6,98,0.0612245
52X5,1,5,103,0.0485437
55Xe,1,7,101,0.0693069
a7X4,1,5,103,0.0485437
a7X8,1,6,101,0.0594059
a7Xa,1,6,107,0.0560748
eaX6,1,5,110,0.0454545
13aX3,1,5,87,0.0574713
13aX5,1,5,100,0.05
153X6,1,5,102,0.0490196
2bcX1,1,5,100,0.05
3dbX5,1,5,105,0.047619
6e9X8,1,5,100,0.05
19bccX6,1,6,107,0.0560748
1a206X6,1,5,108,0.0462963
eX0,1,12,102,0.117647
eX1,1,7,83,0.0843373
eX3,1,8,106,0.0754717
eX4,1,6,109,0.0550459
eX6,1,6,107,0.0560748
eX7,1,6,120,0.05
eX9,1,8,85,0.0941176
eXa,1,11,99,0.111111
eXb,1,5,87,0.0574713
10X0,1,7,100,0.07
10X1,1,8,108,0.0740741
10X2,1,5,103,0.0485437
10X4,1,6,115,0.0521739
10X5,1,10,106,0.0943396
1fX3,1,5,102,0.0490196
1fX4,1,6,109,0.0550459
1fX5,1,6,107,0.0560748
1fX8,1,5,111,0.045045
1fXa,1,5,105,0.047619
1fXc,1,7,93,0.0752688
1fXd,1,6,111,0.0540541
39X1,1,5,83,0.060241
39X4,1,7,91,0.0769231
39X8,1,7,101,0.0693069
39X9,1,7,86,0.0813953
39Xa,1,5,111,0.045045
39Xb,1,7,103,0.0679612
39Xd,1,5,102,0.0490196
3fX1,1,5,105,0.047619
3fX2,1,5,83,0.060241
3fX7,1,7,101,0.0693069
41X0,1,8,104,0.0769231
41X2,1,5,103,0.0485437
41X4,1,8,106,0.0754717
41X5,1,6,109,0.0550459
19aX0,1,7,87,0.0804598
19aX3,1,5,89,0.0561798
19aX5,1,8,105,0.0761905
19aX8,1,6,103,0.0582524
19aX9,1,6,105,0.0571429
19aXb,1,7,118,0.059322
25dX5,1,6,102,0.0588235
25dX6,1,6,99,0.0606061
25dX7,1,5,101,0.049505
25dX9,1,5,104,0.0480769
35dX2,1,6,91,0.0659341
35dX4,1,7,102,0.0686275
35dX5,1,7,99,0.0707071
35dX6,1,5,106,0.0471698
719X0,1,8,101,0.0792079
719X3,1,6,97,0.0618557
719X5,1,7,93,0.0752688
