clone,alt,depth,id
1,18,87,eed3d8aX0
1,19,126,eed3d8aX1
1,14,86,eed3d8aX2
1,17,94,eed3d8aX3
1,16,94,eed3d8aX4
1,16,93,eed3d8aX5
1,19,87,eed3d8aX6
1,14,90,eed3d8aX7
1,19,111,eed3d8aX8
1,20,102,eed3d8aX9
1,16,99,eed3d8aXa
1,18,112,eed3d8aXb
1,16,103,eed3d8aXc
1,17,99,eed3d8aXd
1,24,115,eed3d8eX0
1,15,87,eed3d8eX1
1,9,92,eed3d8eX2
1,15,111,eed3d8eX3
1,17,96,eed3d8eX4
1,17,97,eed3d8eX5
1,11,93,eed3d8eX6
1,25,121,eed3d8eX7
1,14,97,eed3d8eX8
1,18,101,eed3d8eX9
1,12,91,eed3d91X0
1,9,86,eed3d91X1
1,18,103,eed3d91X2
1,19,98,eed3d91X3
1,19,100,eed3d91X4
1,17,105,eed3d91X5
1,23,95,eed3d91X6
1,11,107,eed3d91X7
1,11,107,eed3d91X8
1,21,102,eed3d91X9
1,18,79,eed3d91Xa
1,14,99,eed3d91Xb
1,12,84,eed3d92X0
1,25,106,eed3d92X1
1,20,108,eed3d92X2
1,16,91,eed3d92X3
1,22,94,eed3d92X4
1,20,106,eed3d92X5
1,30,130,eed3d92X6
1,27,112,eed3da6X0
1,17,106,eed3da6X1
1,17,115,eed3da6X2
1,16,98,eed3da6X3
1,15,81,eed3da6X4
1,16,115,eed3da6X5
1,12,101,eed3da6X6
1,17,91,eed3da6X7
1,17,91,eed3da6X8
1,16,99,eed3da6X9
1,19,94,eed3da6Xa
1,27,106,eed3df0X0
1,18,98,eed3df0X1
1,6,86,eed3df0X2
1,18,97,eed3df0X3
1,20,98,eed3df0X4
1,25,130,eed3df0X5
1,23,103,eed3df0X6
1,14,79,eed3df0X7
1,20,87,eed3df0X8
1,17,103,eed3df0X9
1,22,97,eed3df0Xa
1,9,100,eed3df0Xb
1,12,97,eed3df0Xc
1,22,104,eed3df0Xd
1,21,84,eed3df0Xe
1,24,104,eed3df0Xf
1,14,93,eed3dfbX0
1,19,101,eed3dfbX1
1,17,104,eed3dfbX2
1,7,84,eed3dfbX3
1,23,110,eed3dfbX4
1,13,85,eed3dfbX5
1,5,118,eed4116X6
1,6,104,eed4bd5X8
1,5,96,eed5274X3
1,5,111,eed76d9X7
1,6,108,eede157X3
1,5,92,eee68cfX7
1,5,93,eeec4b9X5
1,5,102,ef04f56X3
1,16,91,eed3e4bX0
1,11,95,eed3e4bX1
1,18,105,eed3e4bX2
1,17,87,eed3e4bX3
1,18,99,eed3e4bX4
1,15,108,eed3e4bX5
1,19,95,eed3e4bX6
1,15,97,eed42abX0
1,13,106,eed42abX1
1,16,91,eed42abX2
1,14,98,eed42abX3
1,26,110,eed42abX4
1,10,101,eed42abX5
1,20,98,eed42abX6
1,14,99,eed42abX7
1,17,87,eed42abX8
1,15,83,eed42abX9
1,17,99,eed42abXa
1,14,95,eed42abXb
1,13,102,eed4e40X0
1,16,103,eed4e40X1
1,20,118,eed4e40X2
1,17,109,eed4e40X3
1,7,86,eed4e40X4
1,12,106,eed4e40X5
1,14,97,eed4e40X6
1,14,99,eed4e40X7
1,21,105,eed61eaX0
1,14,95,eed61eaX1
1,24,112,eed61eaX2
1,9,106,eed61eaX3
1,15,114,eed61eaX4
1,22,110,eed61eaX5
1,22,85,eed61eaX6
1,21,109,eed61eaX7
1,17,95,eed61eaX8
1,9,99,eed61eaX9
1,11,117,eed61eaXa
1,18,100,eed628bX0
1,18,109,eed628bX1
1,14,90,eed628bX2
1,16,94,eed628bX3
1,16,106,eed628bX4
1,17,102,eed628bX5
1,18,91,eed6888X0
1,19,95,eed6888X1
1,17,87,eed6888X2
1,15,83,eed6888X3
1,17,104,eed6888X4
1,10,94,eed6888X5
1,10,78,eed6888X6
1,23,100,eed6888X7
1,13,104,eed6888X8
1,18,122,eed6888X9
1,14,114,eed6888Xa
1,27,111,eed7265X0
1,14,104,eed7265X1
1,16,99,eed7265X2
1,19,111,eed7265X3
1,16,99,eed7265X4
1,16,79,eed7265X5
1,21,105,eed7265X6
1,24,100,eed785dX0
1,19,91,eed785dX1
1,10,90,eed785dX2
1,11,98,eed785dX3
1,13,107,eed785dX4
1,15,98,eed785dX5
1,19,102,eed785dX6
1,17,90,eed785dX7
1,17,107,eed785dX8
1,17,113,eed785dX9
1,20,114,eed785dXa
1,12,93,eed785dXb
1,14,115,eed785dXc
1,12,87,eeda472X0
1,16,95,eeda472X1
1,10,104,eeda472X2
1,14,120,eeda472X3
1,15,100,eeda472X4
1,23,97,eeda472X5
1,18,106,eeda472X6
1,14,98,eeda472X7
1,21,77,eeda472X8
1,20,107,eeda472X9
1,23,107,eeda472Xa
1,9,84,eeda472Xb
1,17,86,eeda472Xc
1,13,94,eeda472Xd
1,21,110,eeda472Xe
1,13,110,eeda472Xf
1,5,97,eee5454X1
1,6,113,eee72aeX8
1,15,95,eedaac6X0
1,19,100,eedaac6X1
1,17,103,eedaac6X2
1,11,91,eedaac6X3
1,11,107,eedaac6X4
1,17,112,eedaac6X5
1,14,100,eedaac6X6
1,17,96,eedaac6X7
1,12,102,eedaac6X8
1,21,110,eedb3cdX0
1,18,117,eedb3cdX1
1,22,95,eedb3cdX2
1,16,105,eedb3cdX3
1,27,118,eedb3cdX4
1,16,131,eedb3cdX5
1,13,84,eedb3cdX6
1,10,103,eedb3cdX7
1,15,112,eedb3cdX8
1,19,108,eedb3cdX9
1,18,101,eedb3cdXa
1,12,106,eedb3cdXb
1,24,121,eedcd19X0
1,15,92,eedcd19X1
1,16,96,eedcd19X2
1,13,104,eedcd19X3
1,11,100,eedcd19X4
1,9,116,eedcd19X5
1,7,77,eedcd19X6
1,18,96,eedcd19X7
1,13,90,eedcd19X8
1,18,113,eedcd19X9
1,13,120,eedcd19Xa
1,13,100,eedcd19Xb
1,12,96,eedcd19Xc
1,23,105,eedcd19Xd
1,15,105,eedcd19Xe
1,17,88,eedcd19Xf
1,12,88,eedcd19X10
1,21,94,eedd192X0
1,11,101,eedd192X1
1,10,84,eedd192X2
1,13,106,eedd192X3
1,20,112,eedd192X4
1,8,89,eedd192X5
1,14,100,eedd192X6
1,20,100,eedd192X7
1,16,98,eeddd44X0
1,13,113,eeddd44X1
1,9,86,eeddd44X2
1,18,120,eeddd44X3
1,24,103,eeddd44X4
1,19,98,eeddd44X5
1,12,99,eeddd44X6
1,15,107,eeddd44X7
1,20,121,eeddd44X8
1,14,83,eeddd44X9
1,14,97,eeddd44Xa
1,8,76,eedeb92X0
1,15,101,eedeb92X1
1,10,79,eedeb92X2
1,10,95,eedeb92X3
1,12,80,eedeb92X4
1,20,122,eedeb92X5
