mutation_id,clone_id,alt_count,depth,vaf
1X0,1,24,86,0.27907
1X1,1,19,98,0.193878
1X2,1,29,101,0.287129
1X3,1,26,109,0.238532
3X0,1,20,94,0.212766
3X1,1,25,88,0.284091
3X2,1,17,86,0.197674
3X3,1,26,96,0.270833
3X4,1,17,89,0.191011
3X5,1,18,88,0.204545
3X6,1,34,115,0.295652
3X7,1,22,94,0.234043
3X8,1,37,104,0.355769
3X9,1,16,95,0.168421
3Xa,1,26,110,0.236364
3Xb,1,25,96,0.260417
3Xc,1,26,106,0.245283
7X0,1,7,90,0.0777778
7X1,1,7,106,0.0660377
7X2,1,8,90,0.0888889
7X3,1,13,114,0.114035
7X4,1,17,99,0.171717
7X5,1,16,105,0.152381
7X6,1,8,91,0.0879121
7X7,1,16,99,0.161616
7X8,1,10,87,0.114943
11X0,1,5,106,0.0471698
11X3,1,7,101,0.0693069
11X4,1,5,89,0.0561798
11X6,1,6,111,0.0540541
11X7,1,6,96,0.0625
11X8,1,5,113,0.0442478
25X0,1,6,109,0.0550459
25X3,1,8,87,0.091954
25X5,1,6,96,0.0625
25X6,1,5,96,0.0520833
5fX0,1,7,81,0.0864198
5fX3,1,6,84,0.0714286
5fX4,1,10,102,0.0980392
5fX5,1,6,101,0.0594059
5fX6,1,6,93,0.0645161
5fX8,1,5,107,0.046729
63X1,1,6,93,0.0645161
63X2,1,8,100,0.08
63X4,1,6,90,0.0666667
63X6,1,5,103,0.0485437
145X0,1,5,95,0.0526316
145X1,1,5,108,0.0462963
145X4,1,5,93,0.0537634
145X5,1,6,101,0.0594059
145X6,1,9,118,0.0762712
145X7,1,8,100,0.08
145X9,1,5,82,0.0609756
145Xb,1,7,96,0.0729167
145Xc,1,6,91,0.0659341
165X0,1,5,72,0.0694444
165X4,1,7,108,0.0648148
165X9,1,7,111,0.0630631
1a1X5,1,6,102,0.0588235
1f9X4,1,6,108,0.0555556
1f9X7,1,5,113,0.0442478
1f9X9,1,6,107,0.0560748
22bX2,1,5,100,0.05
62eX6,1,5,112,0.0446429
513X8,1,8,104,0.0769231
59dX3,1,5,110,0.0454545
22b0X1,1,6,90,0.0666667
22b0X7,1,6,102,0.0588235
305bX7,1,5,100,0.05
624fX9,1,6,101,0.0594059
624fXa,1,5,108,0.0462963
624fXe,1,6,105,0.0571429
b70aX3,1,6,106,0.0566038
224e4X1,1,5,114,0.0438596
1a2Xc,1,5,87,0.0574713
2b1X5,1,5,106,0.0471698
2b1Xa,1,5,96,0.0520833
361aX8,1,5,111,0.045045
12X0,1,5,117,0.042735
12X1,1,5,98,0.0510204
12X2,1,5,98,0.0510204
12X3,1,5,100,0.05
12X5,1,5,104,0.0480769
12X6,1,8,99,0.0808081
12X8,1,7,110,0.0636364
12Xa,1,6,106,0.0566038
2aX0,1,9,103,0.0873786
2aX2,1,8,88,0.0909091
2aX3,1,8,97,0.0824742
2aX4,1,6,107,0.0560748
2aX5,1,5,115,0.0434783
2aX6,1,5,112,0.0446429
2aX7,1,8,102,0.0784314
2aX9,1,8,87,0.091954
2aXb,1,7,93,0.0752688
2aXc,1,5,90,0.0555556
3cX0,1,7,90,0.0777778
3cX1,1,6,97,0.0618557
3cX2,1,9,102,0.0882353
3cX3,1,7,86,0.0813953
3cX5,1,5,120,0.0416667
3cX8,1,5,95,0.0526316
3cXa,1,8,97,0.0824742
6bX0,1,6,121,0.0495868
6bX1,1,7,98,0.0714286
9bX6,1,5,113,0.0442478
43dX9,1,5,94,0.0531915
1b81X1,1,6,102,0.0588235
1b81X4,1,5,121,0.0413223
26b1X6,1,5,98,0.0510204
3605X3,1,5,100,0.05
9cX0,1,5,108,0.0462963
9cX3,1,9,117,0.0769231
dbX3,1,5,88,0.0568182
229X3,1,6,99,0.0606061
4d0X3,1,7,110,0.0636364
