clone,alt,depth,id
0,38,91,c38329X0
0,69,118,c38329X1
0,56,104,c38329X2
0,49,109,c38329X3
0,42,91,c38329X4
0,52,96,c38329X5
0,60,106,c38329X6
0,51,96,c38329X7
0,55,108,c38329X8
2,48,110,c3832aX0
2,49,105,c3832aX1
2,55,116,c3832aX2
2,47,95,c3832aX3
2,47,98,c3832aX4
2,39,76,c3832aX5
2,50,90,c3832aX6
2,57,110,c3832aX7
2,44,91,c3832aX8
2,49,85,c3832fX0
2,45,77,c3832fX1
2,49,104,c3832fX2
2,38,91,c3832fX3
2,53,90,c3832fX4
2,44,96,c3832fX5
2,39,75,c3832fX6
2,55,96,c3832fX7
2,47,104,c3832fX8
2,48,93,c3832fX9
2,49,102,c38335X0
2,56,104,c38335X1
2,51,104,c38335X2
2,34,99,c38335X3
2,56,109,c38335X4
2,39,89,c38335X5
2,51,107,c38335X6
2,54,113,c38335X7
2,52,96,c38335X8
2,50,98,c38335X9
2,53,104,c38335Xa
2,45,90,c38335Xb
2,56,102,c38337X0
2,44,87,c38337X1
2,45,88,c38337X2
2,47,106,c38337X3
2,54,100,c38337X4
2,39,95,c38337X5
2,55,98,c38337X6
2,39,94,c38337X7
2,46,110,c38337X8
2,59,121,c38337X9
2,51,104,c38337Xa
2,58,122,c38337Xb
2,55,98,c38338X0
2,48,84,c38338X1
2,42,92,c38338X2
2,49,90,c38338X3
2,49,105,c38338X4
2,52,92,c38338X5
2,50,91,c38338X6
2,47,102,c38338X7
2,54,112,c38338X8
2,41,106,c38338X9
2,49,101,c38342X0
2,42,103,c38342X1
2,51,91,c38342X2
2,46,99,c38342X3
2,58,118,c38342X4
2,46,91,c38342X5
2,55,102,c38342X6
2,43,95,c38342X7
2,42,100,c38344X0
2,53,115,c38344X1
2,52,92,c38344X2
2,51,97,c38344X3
2,62,117,c38344X4
2,52,102,c38344X5
2,66,128,c38344X6
2,52,96,c38344X7
2,49,95,c38344X8
2,45,99,c38344X9
2,46,97,c38344Xa
2,52,109,c38344Xb
2,15,102,c3834eX0
2,23,125,c3834eX1
2,21,92,c3834eX2
2,11,86,c3834eX3
