clone,alt,depth,id
1,23,101,60aa9bX0
1,22,123,60aa9bX1
1,19,93,60aa9bX2
1,21,100,60aa9bX3
1,22,105,60aa9bX4
1,16,89,60aa9bX5
1,19,103,60aa9bX6
1,18,96,60aa9bX7
1,14,96,60aa9bX8
1,9,75,60aa9bX9
1,17,95,60aa9bXa
1,6,112,60aa9dX0
1,7,105,60aa9dX2
1,5,114,60aa9dX3
1,5,107,60aa9dX4
1,8,100,60aa9dX5
1,10,119,60aa9dX6
1,6,85,60aaa5X0
1,10,98,60aaa5X7
1,8,105,60aaa5X9
1,5,98,60aaa5Xa
1,6,96,60aaadX4
1,5,102,60aaadX6
1,5,103,60aaceXd
1,5,109,60aeabX0
1,15,101,60aa9eX0
1,11,107,60aa9eX1
1,15,98,60aa9eX2
1,10,112,60aa9eX3
1,17,109,60aa9eX4
1,19,99,60aa9eX5
1,12,96,60aa9fX0
1,15,93,60aa9fX1
1,17,106,60aa9fX2
1,14,82,60aa9fX3
1,11,90,60aa9fX4
1,12,90,60aa9fX5
1,12,92,60aa9fX6
1,14,113,60aa9fX7
1,12,94,60aa9fX8
1,15,119,60aa9fX9
1,16,96,60aa9fXa
1,11,98,60aa9fXb
1,16,100,60aa9fXc
1,14,101,60aa9fXd
1,12,88,60aa9fXe
1,16,101,60aa9fXf
1,19,116,60aa9fX10
1,8,97,60aa9fX11
1,12,99,60aa9fX12
1,9,98,60aa9fX13
1,8,95,60aaa1X0
1,11,77,60aaa1X1
1,9,82,60aaa1X2
1,8,96,60aaa1X3
1,19,106,60aaa1X4
1,5,93,60aaa3X1
1,5,125,60aaa3X9
1,5,99,60aaedX8
1,11,108,60aaa4X0
1,10,120,60aaa4X1
1,7,86,60aaa4X2
1,12,103,60aaa4X3
1,7,98,60aaa4X4
1,5,99,60aaa4X5
1,7,110,60aae0X0
1,8,107,60aae0X2
1,7,95,60aae0X4
1,7,88,60aae0X5
1,6,99,60aae0X6
1,5,96,60aae0X7
1,8,98,60aae0X8
1,8,93,60aae0X9
1,11,98,60aae0Xa
1,10,111,60aae9X1
1,9,105,60aae9X2
1,8,94,60aae9X3
1,6,113,60aae9X6
1,5,108,60aae9X8
1,9,89,60ab27X0
1,9,108,60ab27X1
1,6,81,60ab27X2
1,5,100,60ab27X5
1,5,114,60ab27X6
1,7,91,60ab27X8
1,12,128,60ab27Xa
1,7,103,60ab27Xb
1,7,94,60ab35X0
1,6,95,60ab35X1
1,5,106,60ab35X2
1,7,106,60ab35X3
1,5,98,60ab35X4
1,6,98,60ab35X5
1,7,95,60ab81X6
1,6,97,60ab92X7
1,5,105,60aceaX2
1,5,105,60ab82X5
1,5,89,60ab82X8
1,6,94,60ab82Xb
1,6,105,60ab97X2
1,6,106,60ab97X3
1,5,99,60ab97X7
1,5,91,60abc2X0
1,5,85,60abc2X4
1,6,109,60abc2X9
1,5,128,60abc2Xa
1,6,123,60abdcX6
1,5,95,60aab7X4
1,5,110,60aab7X9
1,5,98,60aae8X8
1,5,94,60aaa0X6
2,33,97,60aa9cX0
2,31,104,60aa9cX1
2,37,121,60aa9cX2
2,36,103,60aa9cX3
2,29,109,60aa9cX4
2,36,102,60aa9cX5
2,33,103,60aa9cX6
2,29,105,60aa9cX7
2,33,94,60aa9cX8
2,7,102,60aaa7X3
2,5,95,60aaa7X5
2,6,105,60aaa7X6
2,6,99,60aab6X0
2,6,109,60aab6X1
2,9,99,60aab6X3
2,5,90,60aab6X6
2,5,114,60aabbX3
2,5,106,60aaebXc
2,5,95,60ab45Xc
2,5,122,60ab6eXb
2,33,99,60aaa8X0
2,22,104,60aaa8X1
2,24,90,60aaa8X2
2,36,105,60aaa8X3
2,25,98,60aaa8X4
2,18,90,60aaa8X5
2,22,93,60aaa8X6
2,28,109,60aaa8X7
2,26,96,60aaa8X8
2,32,109,60aaaaX0
2,28,127,60aaaaX1
2,22,89,60aaaaX2
2,38,100,60aaaaX3
2,23,101,60aaaaX4
2,30,99,60aaaaX5
2,33,109,60aaaaX6
2,21,97,60aaaaX7
2,32,106,60aaaaX8
2,22,105,60aaaaX9
2,36,106,60aaaaXa
2,25,109,60aaaaXb
2,25,106,60aaaaXc
2,20,99,60aaabX0
2,18,108,60aaabX1
2,19,105,60aaabX2
2,26,109,60aaabX3
2,25,106,60aaabX4
2,22,115,60aaabX5
2,15,88,60aaabX6
2,13,116,60aaabX7
2,22,88,60aaabX8
2,19,105,60aaabX9
2,17,104,60aaabXa
2,20,92,60aab1X0
2,15,108,60aab1X1
2,20,103,60aab1X2
2,18,88,60aab1X3
2,12,99,60aab1X4
2,14,115,60aab1X5
2,22,104,60aab1X6
2,20,95,60aab1X7
2,23,108,60aab1X8
2,17,97,60aab1X9
2,12,99,60aab1Xa
2,17,79,60aab1Xb
2,16,97,60aab1Xc
2,17,97,60aab3X0
2,20,112,60aab3X1
2,13,106,60aab3X2
2,14,106,60aab3X3
2,19,113,60aab3X4
2,12,83,60aab3X5
2,12,89,60aab3X6
2,14,96,60aab3X7
2,13,98,60aab3X8
2,15,106,60aab3X9
2,8,105,60aab3Xa
2,14,113,60aab3Xb
2,14,94,60aab3Xc
2,13,97,60aab3Xd
2,22,116,60aab3Xe
2,5,88,60ab08X0
2,12,107,60aabaX0
2,12,105,60aabaX1
2,18,101,60aabaX2
2,13,99,60aabaX3
2,18,130,60aabaX4
2,12,91,60aabaX5
2,9,99,60aabaX6
2,14,106,60aabaX7
2,6,110,60aac9X5
2,12,94,60aacaX0
2,10,108,60aacaX1
2,5,97,60aacaX2
2,12,87,60aacaX3
2,9,80,60aacaX4
2,7,101,60aacaX5
2,14,121,60aacaX6
2,7,94,60aacaX7
2,13,108,60aacaX8
2,6,82,60aacaX9
2,8,105,60aacaXa
2,8,98,60aad9X0
2,8,94,60aad9X1
2,9,121,60aad9X2
2,9,96,60aad9X3
2,14,108,60aad9X4
2,14,99,60aad9X5
2,16,120,60aad9X6
2,8,102,60aad9X7
2,9,99,60aad9X8
2,6,83,60aad9X9
2,10,101,60aad9Xb
2,8,101,60aad9Xc
2,7,90,60aad9Xd
2,5,92,60aad9Xe
2,6,98,60aaf7X0
2,8,110,60aaf7X1
2,8,104,60aaf7X2
2,8,100,60aaf7X3
2,6,91,60aaf7X5
2,5,86,60aaf7X6
2,8,105,60aaf7X8
2,8,111,60ab30X0
2,5,100,60ab30X5
2,6,102,60ab30X8
2,7,91,60ab30X9
2,5,100,60ab94X2
2,5,99,60ab94X6
2,5,100,60ab95X5
2,6,117,60ab95X6
2,5,91,60abe6X0
2,6,122,60abe6X2
2,5,95,60ac1bX8
2,5,108,60ac7cX3
2,6,91,60aaf8X1
2,8,96,60aaf8X2
2,7,95,60aaf8X3
2,5,101,60ab00Xc
2,5,105,60ab1eX7
2,5,125,60ab1eXa
2,9,110,60aaacX0
2,12,97,60aaacX1
