clone,alt,depth,id
0,51,112,77ccaeX0
0,44,97,77ccaeX1
0,39,87,77ccaeX2
0,67,107,77ccaeX3
0,53,108,77ccaeX4
0,69,123,77ccaeX5
0,56,96,77ccaeX6
0,49,92,77ccaeX7
0,31,90,77ccaeX8
1,7,100,77ccafX0
1,6,113,77ccafX1
1,7,93,77ccafX3
1,6,120,77ccafX5
1,6,90,77ccafX6
1,6,95,77ccafX7
1,10,105,77ccafX8
1,9,88,77ccafX9
1,8,108,77ccafXa
1,5,85,77ccb1X0
1,7,110,77ccb1X1
1,5,109,77ccb1X2
1,8,94,77ccb1X3
1,6,94,77ccb1X4
1,7,117,77ccb1X6
1,11,113,77ccb1X7
1,5,100,77ccb1X8
1,5,113,77cd63X9
1,6,106,77ccbeX0
1,6,90,77ccbeX1
1,5,94,77ccbeX2
1,9,107,77ccbeX3
1,5,104,77ccbeX5
1,5,86,77ccbeX6
1,5,108,77ccbeX8
1,5,101,77ccbeX9
1,5,109,77ccbeXa
1,8,96,77ccbeXb
1,6,106,77ccbeXd
1,5,109,77ccc7X1
1,6,102,77ccc7X2
1,7,107,77ccc7X3
1,11,101,77ccc7X4
1,9,104,77ccc7X6
1,6,99,77ccc7X7
1,11,119,77ccc7X8
1,8,111,77ccc7Xa
1,9,91,77ccc7Xb
1,7,109,77cccaX0
1,8,112,77cccaX3
1,9,126,77cccaX5
1,8,104,77cccaX6
1,7,115,77cccaX7
1,6,107,77cd06X1
1,5,97,77cd06X3
1,5,78,77cd06X5
1,5,89,77cd06X8
1,8,108,77cd06Xc
1,5,111,77cd17X1
1,5,80,77cd17X2
1,6,113,77cd17X3
1,6,115,77cd17X5
1,5,99,77cd3dX9
1,6,104,77d15bX0
1,6,106,77cd3eX0
1,5,96,77cd3eX4
1,5,91,77ced5X2
1,5,124,77d794Xb
0,44,108,77ccb0X0
0,42,113,77ccb0X1
0,46,109,77ccb0X2
0,42,88,77ccb0X3
0,34,88,77ccb0X4
0,44,100,77ccb0X5
0,35,95,77ccb0X6
0,38,103,77ccb0X7
0,32,93,77ccb0X8
0,45,88,77ccb0X9
0,49,109,77ccb0Xa
2,33,107,77ccb3X0
2,37,101,77ccb3X1
2,31,112,77ccb3X2
2,29,98,77ccb3X3
2,37,90,77ccb3X4
2,35,99,77ccb3X5
2,36,101,77ccb3X6
2,27,101,77ccb3X7
2,36,102,77ccb5X0
2,27,92,77ccb5X1
2,36,99,77ccb5X2
2,43,99,77ccb5X3
2,37,91,77ccb5X4
2,35,99,77ccb5X5
2,49,109,77ccb5X6
2,50,126,77ccb5X7
2,39,104,77ccb5X8
2,40,112,77ccb5X9
2,34,104,77ccbfX0
2,32,91,77ccbfX1
2,36,93,77ccbfX2
2,39,124,77ccbfX3
2,40,106,77ccbfX4
2,33,101,77ccbfX5
2,32,101,77ccbfX6
2,45,112,77ccbfX7
2,27,86,77ccbfX8
2,8,97,77ccc5X0
2,20,109,77ccc5X1
2,12,105,77ccc5X2
2,16,99,77ccc5X3
2,7,109,77ccc5X4
2,14,106,77ccc5X5
2,9,104,77ccc5X6
2,11,104,77ccc5X7
2,12,101,77ccc5X8
2,17,107,77ccc5X9
2,10,87,77ccc5Xa
2,18,112,77ccc5Xb
2,16,96,77ccc5Xc
2,14,101,77ccd3X0
2,16,106,77ccd3X1
2,7,90,77ccd3X2
2,18,106,77ccd3X3
2,9,93,77ccd3X4
2,13,100,77ccd3X5
2,15,104,77ccd3X6
2,26,138,77ccd6X0
2,11,105,77ccd6X1
2,14,105,77ccd6X2
2,12,94,77ccd6X3
2,14,92,77ccd6X4
2,12,95,77ccd6X5
2,12,88,77ccd6X6
2,12,104,77ccd6X7
2,5,92,77cd01X2
2,5,103,77cd01X3
2,7,98,77cd6fX4
2,5,88,77ce09X4
2,6,108,77ce09X6
2,6,110,77ce67X0
2,7,94,77ce67X6
2,9,117,77cf4eX4
2,5,79,77cf4eX6
2,5,90,77cf4eX7
2,5,100,77cf9fX0
2,5,110,77cfc8X7
2,12,114,77cd02X0
2,13,92,77cd02X1
2,10,116,77cd02X2
2,16,99,77cd02X3
2,7,111,77cd02X4
2,9,82,77cd02X5
2,7,110,77cd02X6
2,10,111,77cd02X7
2,11,92,77cd02X8
2,9,91,77cd02X9
2,9,85,77cd02Xa
2,9,101,77cd02Xb
2,8,78,77cd03X1
2,6,115,77cd03X2
2,8,106,77cd03X4
2,6,101,77cd03X5
2,7,105,77cd03X6
2,5,96,77cd03X7
2,6,81,77cd03X9
2,6,97,77cd03Xa
2,5,94,77cd03Xd
2,5,106,77cd28X0
2,7,118,77cd28X1
2,8,96,77cd28X3
2,8,119,77cd28X5
2,5,93,77cd42X7
2,5,96,77cd7fX3
2,8,99,77cd3aX1
2,5,100,77cd3aX5
2,6,91,77cd3aX9
2,5,95,77cd73X5
2,7,108,77cd04X0
2,8,103,77cd04X1
2,5,103,77cd04X2
2,5,95,77cd04X5
2,7,95,77cd04X6
2,5,96,77cd04X7
2,6,100,77ce75X1
2,6,96,77ce75X3
2,5,89,77ce75X7
2,7,122,77ce79X3
2,6,94,77cf3eX0
2,13,96,77ccc6X0
