clone,alt,depth,id
0,48,109,c38329X0
0,47,86,c38329X1
0,49,110,c38329X2
0,52,102,c38329X3
0,56,99,c38329X4
0,44,93,c38329X5
0,48,102,c38329X6
0,54,102,c38329X7
0,47,91,c38329X8
2,44,94,c3832aX0
2,49,87,c3832aX1
2,51,109,c3832aX2
2,55,109,c3832aX3
2,48,103,c3832aX4
2,54,112,c3832aX5
2,62,109,c3832aX6
2,55,117,c3832aX7
2,47,91,c3832aX8
2,55,108,c3832fX0
2,49,100,c3832fX1
2,35,88,c3832fX2
2,45,97,c3832fX3
2,39,93,c3832fX4
2,52,108,c3832fX5
2,55,109,c3832fX6
2,49,92,c3832fX7
2,49,108,c3832fX8
2,46,93,c3832fX9
2,48,100,c38335X0
2,55,106,c38335X1
2,50,83,c38335X2
2,53,99,c38335X3
2,58,96,c38335X4
2,54,108,c38335X5
2,50,99,c38335X6
2,37,77,c38335X7
2,40,97,c38335X8
2,47,96,c38335X9
2,48,91,c38335Xa
2,58,106,c38335Xb
2,52,104,c38337X0
2,47,103,c38337X1
2,54,106,c38337X2
2,38,79,c38337X3
2,45,98,c38337X4
2,58,113,c38337X5
2,57,97,c38337X6
2,56,91,c38337X7
2,60,120,c38337X8
2,40,95,c38337X9
2,65,123,c38337Xa
2,56,108,c38337Xb
2,46,81,c38338X0
2,55,98,c38338X1
2,53,104,c38338X2
2,42,96,c38338X3
2,39,89,c38338X4
2,52,90,c38338X5
2,51,91,c38338X6
2,44,99,c38338X7
2,45,81,c38338X8
2,50,109,c38338X9
2,52,92,c38342X0
2,47,98,c38342X1
2,53,110,c38342X2
2,52,94,c38342X3
2,53,101,c38342X4
2,46,90,c38342X5
2,65,112,c38342X6
2,37,87,c38342X7
2,55,113,c38344X0
2,53,100,c38344X1
2,55,102,c38344X2
2,34,96,c38344X3
2,58,114,c38344X4
2,50,104,c38344X5
2,57,115,c38344X6
2,44,91,c38344X7
2,44,84,c38344X8
2,49,91,c38344X9
2,57,99,c38344Xa
2,49,95,c38344Xb
2,33,98,c3834eX0
2,40,98,c3834eX1
2,43,113,c3834eX2
2,36,92,c3834eX3
2,39,100,c3834eX4
2,50,109,c3834eX5
2,42,101,c38357X0
2,53,124,c38357X1
2,40,109,c38357X2
2,53,112,c38357X3
2,44,99,c38357X4
2,36,99,c38357X5
2,34,87,c38357X6
2,33,102,c38357X7
2,34,90,c38357X8
2,34,94,c38357X9
2,38,106,c38357Xa
2,32,86,c38359X0
2,37,104,c38359X1
2,36,94,c38359X2
2,47,120,c38359X3
2,41,102,c38359X4
2,38,98,c38359X5
2,34,106,c38359X6
2,43,104,c38359X7
2,31,97,c3835bX0
2,28,83,c3835bX1
2,32,84,c3835bX2
2,35,102,c3835bX3
2,38,106,c3835bX4
2,32,91,c3835bX5
2,41,107,c3835bX6
2,37,100,c3835bX7
2,46,118,c3835bX8
2,35,96,c3835bX9
2,33,102,c3835bXa
2,46,105,c3835bXb
2,47,99,c3835bXc
2,41,132,c3835eX0
2,29,92,c3835eX1
2,44,112,c3835eX2
2,43,117,c3835eX3
2,42,104,c3835eX4
2,42,103,c3835eX5
2,30,84,c3835eX6
2,40,105,c3835eX7
2,37,93,c3835eX8
2,38,88,c3835eX9
2,37,90,c38363X0
2,41,99,c38363X1
2,43,95,c38363X2
2,42,119,c38363X3
2,41,94,c38363X4
2,39,102,c38363X5
2,41,105,c38363X6
2,41,98,c38363X7
2,30,103,c38363X8
2,43,104,c38363X9
2,36,91,c38365X0
2,40,105,c38365X1
2,33,86,c38365X2
2,47,118,c38365X3
2,36,98,c38365X4
2,30,94,c38365X5
2,41,103,c38374X0
2,38,117,c38374X1
2,41,94,c38374X2
2,39,105,c38374X3
2,39,99,c38374X4
2,36,96,c38374X5
2,36,99,c38374X6
2,41,97,c38374X7
2,39,110,c38374X8
2,29,77,c38374X9
2,29,92,c38374Xa
2,37,107,c38378X0
2,35,105,c38378X1
2,46,113,c38378X2
2,38,112,c38378X3
2,38,109,c38378X4
2,24,85,c38378X5
2,45,98,c38378X6
