clone,alt,depth,id
0,54,101,c38329X0
0,58,103,c38329X1
0,45,85,c38329X2
0,50,118,c38329X3
0,53,108,c38329X4
0,45,106,c38329X5
0,52,105,c38329X6
0,60,107,c38329X7
0,40,89,c38329X8
2,67,115,c3832aX0
2,40,97,c3832aX1
2,52,112,c3832aX2
2,55,103,c3832aX3
2,42,84,c3832aX4
2,55,99,c3832aX5
2,54,107,c3832aX6
2,50,100,c3832aX7
2,48,104,c3832aX8
2,56,102,c3832fX0
2,53,107,c3832fX1
2,57,95,c3832fX2
2,61,117,c3832fX3
2,58,98,c3832fX4
2,44,92,c3832fX5
2,54,118,c3832fX6
2,43,105,c3832fX7
2,52,104,c3832fX8
2,49,100,c3832fX9
2,60,123,c38335X0
2,43,99,c38335X1
2,50,109,c38335X2
2,47,85,c38335X3
2,58,100,c38335X4
2,48,116,c38335X5
2,48,94,c38335X6
2,37,87,c38335X7
2,56,107,c38335X8
2,47,106,c38335X9
2,46,105,c38335Xa
2,44,81,c38335Xb
2,55,104,c38337X0
2,50,95,c38337X1
2,52,104,c38337X2
2,36,83,c38337X3
2,47,88,c38337X4
2,56,98,c38337X5
2,50,98,c38337X6
2,45,94,c38337X7
2,38,86,c38337X8
2,55,95,c38337X9
2,49,100,c38337Xa
2,47,94,c38337Xb
2,45,100,c38338X0
2,46,99,c38338X1
2,53,97,c38338X2
2,58,122,c38338X3
2,67,113,c38338X4
2,47,101,c38338X5
2,64,125,c38338X6
2,46,98,c38338X7
2,60,108,c38338X8
2,50,113,c38338X9
2,60,113,c38342X0
2,56,101,c38342X1
2,43,99,c38342X2
2,62,119,c38342X3
2,49,90,c38342X4
2,45,93,c38342X5
2,49,89,c38342X6
2,54,103,c38342X7
2,44,98,c38344X0
2,53,107,c38344X1
2,46,103,c38344X2
2,58,112,c38344X3
2,40,96,c38344X4
2,63,109,c38344X5
2,57,104,c38344X6
2,48,92,c38344X7
2,51,99,c38344X8
2,55,97,c38344X9
2,52,107,c38344Xa
2,49,104,c38344Xb
2,16,113,c3834eX0
2,15,100,c3834eX1
2,15,92,c3834eX2
2,21,101,c3834eX3
2,18,97,c3834eX4
2,22,89,c3834eX5
2,18,98,c38357X0
2,21,106,c38357X1
2,17,92,c38357X2
2,25,100,c38357X3
2,27,114,c38357X4
2,14,88,c38357X5
2,18,81,c38357X6
2,22,101,c38357X7
2,21,116,c38357X8
2,25,101,c38357X9
2,21,115,c38357Xa
2,15,104,c38359X0
2,18,103,c38359X1
2,23,106,c38359X2
2,20,114,c38359X3
2,22,106,c38359X4
2,29,106,c38359X5
2,20,88,c38359X6
2,16,82,c38359X7
2,21,105,c3835bX0
2,18,105,c3835bX1
2,25,113,c3835bX2
2,23,99,c3835bX3
2,13,101,c3835bX4
2,23,101,c3835bX5
2,18,93,c3835bX6
2,14,85,c3835bX7
2,14,97,c3835bX8
2,17,108,c3835bX9
2,31,116,c3835bXa
2,20,99,c3835bXb
2,19,94,c3835bXc
2,23,105,c3835eX0
2,25,93,c3835eX1
2,26,101,c3835eX2
2,25,103,c3835eX3
2,21,88,c3835eX4
2,25,106,c3835eX5
2,23,111,c3835eX6
2,21,97,c3835eX7
2,25,102,c3835eX8
2,19,99,c3835eX9
2,16,95,c38363X0
2,20,96,c38363X1
2,22,89,c38363X2
2,19,98,c38363X3
2,20,86,c38363X4
2,15,115,c38363X5
2,23,121,c38363X6
2,20,103,c38363X7
2,33,116,c38363X8
2,17,127,c38363X9
2,20,115,c38365X0
2,13,81,c38365X1
2,18,98,c38365X2
2,24,93,c38365X3
2,29,99,c38365X4
2,17,90,c38365X5
2,25,123,c38374X0
2,22,96,c38374X1
2,22,118,c38374X2
2,28,92,c38374X3
2,28,107,c38374X4
2,21,100,c38374X5
2,17,87,c38374X6
2,20,107,c38374X7
2,30,79,c38374X8
2,20,90,c38374X9
2,14,82,c38374Xa
2,19,84,c38378X0
2,14,82,c38378X1
2,25,100,c38378X2
2,15,99,c38378X3
2,14,79,c38378X4
2,18,93,c38378X5
2,26,106,c38378X6
2,27,95,c38390X0
2,26,96,c38390X1
2,28,116,c38390X2
2,12,90,c38390X3
2,31,103,c38390X4
2,22,95,c38390X5
2,22,86,c38390X6
2,33,95,c38390X7
2,18,107,c38390X8
2,23,97,c38390X9
2,35,129,c38390Xa
2,5,106,c38425X3
2,6,112,c389c4Xa
2,5,111,c38b3bX2
2,5,90,c38ecaX6
2,6,105,c390d2X0
2,5,110,c39420X6
2,5,102,c3a7caX1
2,6,118,c3af4cX8
2,5,92,c3bf34X3
2,5,101,c3bf34X4
2,6,98,c3d03eX7
2,5,119,c3d77bX2
2,5,108,c3d77bX6
2,18,87,c3841dX0
2,18,106,c3841dX1
2,29,110,c3841dX2
2,25,117,c3841dX3
2,17,95,c3841dX4
2,14,103,c3841dX5
2,25,112,c3841dX6
2,20,97,c3841dX7
2,14,87,c3841dX8
2,13,84,c3842dX0
2,13,93,c3842dX1
2,13,104,c3842dX2
2,25,98,c3842dX3
2,28,119,c3842dX4
2,17,92,c3842dX5
2,15,102,c3842dX6
2,21,111,c3842dX7
2,21,108,c3842dX8
2,15,98,c3842dX9
2,19,109,c3842dXa
2,17,97,c3842dXb
2,24,117,c38463X0
2,17,93,c38463X1
2,25,114,c38463X2
2,19,96,c38463X3
2,22,90,c38463X4
2,19,98,c38463X5
2,19,119,c38463X6
2,22,116,c38463X7
2,24,112,c38463X8
2,18,104,c38463X9
2,17,82,c38463Xa
2,17,89,c38489X0
2,35,107,c38489X1
2,19,110,c38489X2
2,25,121,c38489X3
2,19,89,c38489X4
2,20,89,c38489X5
2,18,107,c38489X6
2,24,114,c38489X7
2,16,87,c3853eX0
2,18,88,c3853eX1
2,20,95,c3853eX2
2,17,86,c3853eX3
2,20,112,c3853eX4
2,14,90,c3853eX5
2,16,116,c3856cX0
2,19,117,c3856cX1
2,15,95,c3856cX2
2,11,99,c3856cX3
2,17,91,c3856cX4
2,14,102,c3856cX5
2,16,115,c3856cX6
2,18,106,c3856cX7
2,24,105,c3856cX8
2,8,98,c3856cX9
2,23,112,c3856cXa
2,14,92,c3856cXb
2,13,110,c3856cXc
2,18,105,c3856cXd
2,21,113,c3856cXe
2,18,105,c3856cXf
2,25,100,c3856cX10
2,13,84,c38581X0
2,18,100,c38581X1
2,14,111,c38581X2
2,24,98,c38581X3
2,13,106,c38581X4
2,23,103,c38581X5
2,16,103,c3862aX0
2,24,113,c3862aX1
2,18,104,c3862aX2
