clone,alt,depth,id
1,5,91,46af9X2
0,49,98,46afaX0
0,51,110,46afaX1
0,37,81,46afaX2
0,46,99,46afaX3
0,52,102,46afaX4
0,47,94,46afaX5
0,44,99,46afaX6
0,58,103,46afaX7
0,56,114,46afaX8
0,35,82,46afaX9
0,50,109,46afcX0
0,45,102,46afcX1
0,46,107,46afcX2
0,46,90,46afcX3
0,34,99,46afcX4
0,44,100,46afcX5
0,44,106,46afcX6
0,54,119,46afcX7
0,42,98,46afcX8
0,47,99,46afcX9
1,9,93,46b01X0
1,12,105,46b01X1
1,9,102,46b01X3
1,10,122,46b01X4
1,7,94,46b01X5
1,6,105,46b01X6
1,7,103,46b01X7
1,12,100,46b01X8
1,5,93,46b01X9
1,8,98,46b08X0
1,7,104,46b08X1
1,10,105,46b08X2
1,6,100,46b08X3
1,7,87,46b08X4
1,11,106,46b08X5
1,9,106,46b08X7
1,6,114,46b09X0
1,5,99,46b09X3
1,7,106,46b09X5
1,7,94,46b09X7
1,7,90,46b09X8
1,8,85,46b09X9
1,5,88,46b17X0
1,5,117,46b17X1
1,5,99,46b17X4
1,5,119,46b17X6
1,5,101,46b0aX3
1,6,77,46b12X9
0,35,102,46b02X0
0,40,90,46b02X1
0,37,115,46b02X2
0,36,90,46b02X3
0,37,92,46b02X4
0,36,101,46b02X5
0,36,103,46b02X6
0,40,116,46b04X0
0,43,104,46b04X1
0,35,98,46b04X2
0,47,114,46b04X3
0,43,117,46b04X4
0,43,108,46b04X5
0,28,101,46b04X6
0,45,112,46b04X7
0,37,83,46b04X8
0,37,97,46b04X9
0,37,104,46b04Xa
0,31,83,46b04Xb
0,57,115,46b04Xc
0,38,101,46b04Xd
0,36,97,46b04Xe
0,33,79,46b04Xf
0,39,108,46b15X0
0,35,113,46b15X1
0,32,96,46b15X2
0,47,111,46b15X3
0,32,97,46b15X4
0,33,104,46b15X5
0,35,94,46b15X6
0,38,109,46b15X7
0,39,102,46b15X8
0,31,87,46b15X9
0,43,93,46b1cX0
0,42,114,46b1cX1
0,35,99,46b1cX2
0,45,101,46b1cX3
0,32,92,46b1cX4
0,35,96,46b1cX5
0,33,94,46b1cX6
0,32,91,46b1cX7
0,26,92,46b1cX8
0,38,101,46b1cX9
0,31,102,46b1cXa
0,46,117,46b20X0
0,46,98,46b20X1
0,32,89,46b20X2
0,29,103,46b20X3
0,34,95,46b20X4
0,39,99,46b20X5
0,37,100,46b20X6
0,32,104,46b20X7
0,40,93,46b20X8
0,39,93,46b20X9
0,41,98,46b20Xa
0,36,95,46b41X0
0,36,95,46b41X1
0,36,105,46b41X2
0,40,94,46b41X3
0,33,90,46b41X4
0,29,92,46b41X5
0,35,100,46b41X6
0,30,90,46b41X7
0,34,81,46b41X8
0,20,89,46b41X9
0,31,96,46b41Xa
0,37,91,46b41Xb
0,21,86,46c3dX0
0,36,114,46c3dX1
0,39,96,46c3dX2
0,38,113,46c3dX3
0,41,95,46c3dX4
0,33,94,46c3dX5
0,39,102,46c3dX6
0,31,93,46f12X0
0,38,103,46f12X1
0,27,95,46f12X2
0,38,89,46f12X3
0,30,78,46f12X4
0,28,92,46f12X5
0,30,97,46f12X6
0,33,124,46f12X7
0,39,102,46f12X8
0,42,102,46f12X9
0,39,99,46f12Xa
0,40,93,46f12Xb
0,28,89,46f6cX0
0,34,92,46f6cX1
0,41,103,46f6cX2
0,29,96,46f6cX3
0,46,115,46f6cX4
0,37,98,46f6cX5
0,41,95,46f6cX6
0,38,107,46f6cX7
0,34,98,46f6cX8
0,36,93,46f6cX9
0,39,113,46f6cXa
0,28,91,46f6cXb
0,39,97,46f6cXc
0,27,79,46f6cXd
0,50,124,46f6cXe
0,36,95,46f8eX0
0,45,113,46f8eX1
0,46,110,46f8eX2
0,37,90,46f8eX3
0,35,93,46f8eX4
0,37,100,46f8eX5
0,39,90,46f8eX6
0,38,97,46f8eX7
0,41,100,46f8eX8
0,40,104,46f8eX9
0,33,107,47060X0
0,42,111,47060X1
0,44,106,47060X2
0,45,110,47060X3
0,37,101,47060X4
0,36,103,47060X5
0,38,109,47060X6
0,37,98,47060X7
0,44,102,47060X8
0,37,98,47060X9
0,45,105,47060Xa
0,42,110,47060Xb
0,26,98,47060Xc
0,42,109,4718fX0
0,35,102,4718fX1
0,44,100,4718fX2
0,35,93,4718fX3
0,30,86,4718fX4
0,39,106,4718fX5
0,26,95,4718fX6
0,30,86,4718fX7
0,39,101,4718fX8
0,46,109,4718fX9
0,36,108,47244X0
0,29,90,47244X1
0,35,93,47244X2
0,26,93,47244X3
0,39,99,47244X4
0,30,90,4743dX0
0,26,91,4743dX1
0,35,89,4743dX2
0,39,109,4743dX3
0,29,101,4743dX4
0,36,87,4743dX5
0,35,90,4743dX6
0,40,102,4743dX7
0,21,86,4743dX8
0,36,89,47704X0
0,40,109,47704X1
0,32,87,47704X2
0,36,95,47704X3
0,41,107,47704X4
0,29,86,47704X5
0,37,103,47704X6
0,37,112,47704X7
0,31,99,47704X8
0,38,103,47b76X0
0,42,117,47b76X1
0,29,80,47b76X2
0,48,100,47b76X3
0,43,105,47b76X4
0,41,106,47b76X5
0,33,100,47b76X6
0,36,106,47b76X7
0,36,110,47b76X8
0,44,101,47b76X9
0,38,94,47b76Xa
0,38,112,47b76Xb
0,39,98,47b76Xc
0,47,108,47b76Xd
0,26,82,47b76Xe
0,47,109,47b76Xf
0,27,96,47b76X10
0,45,103,47b76X11
0,35,107,48371X0
0,29,90,48371X1
0,30,99,48371X2
0,26,98,48371X3
0,38,104,48371X4
0,40,92,48371X5
0,43,104,48371X6
0,38,95,48371X7
0,33,95,48371X8
0,38,99,48371X9
2,34,103,48d09X0
2,45,106,48d09X1
2,28,88,48d09X2
2,24,82,48d09X3
2,33,88,48d09X4
2,32,83,48d09X5
2,40,109,48d09X6
2,26,88,48f5eX0
2,24,80,48f5eX1
2,44,113,48f5eX2
2,29,83,48f5eX3
2,31,91,48f5eX4
2,37,102,48f5eX5
2,36,96,48f5eX6
2,30,93,48f5eX7
2,36,110,48f5eX8
2,35,101,48f5eX9
2,35,106,48f5eXa
2,34,94,48fd9X0
2,33,89,48fd9X1
2,31,93,48fd9X2
2,27,106,48fd9X3
2,40,108,48fd9X4
2,40,116,48fd9X5
2,35,97,48fd9X6
2,35,106,48fd9X7
2,33,103,48fd9X8
2,33,88,48fd9X9
2,37,106,49abcX0
2,41,102,49abcX1
2,34,101,49abcX2
2,34,103,49abcX3
2,41,102,49abcX4
2,34,102,49abcX5
2,29,95,49abcX6
2,29,81,49abcX7
2,35,100,49e22X0
2,35,98,49e22X1
2,49,123,49e22X2
2,39,101,49e22X3
2,24,81,49e22X4
2,36,106,49e22X5
2,38,119,49e22X6
2,31,83,49e22X7
2,35,89,49e22X8
2,36,94,49e22X9
2,31,83,49e22Xa
2,35,106,49ec0X0
2,28,98,49ec0X1
2,40,94,49ec0X2
2,40,88,49ec0X3
2,43,107,49ec0X4
2,41,115,49ec0X5
2,36,109,49ec0X6
2,44,95,49ec0X7
2,37,96,49ec0X8
2,36,99,49ec0X9
2,32,99,49ec0Xa
2,35,98,4a651X0
2,43,98,4a651X1
2,28,87,4a651X2
2,43,109,4a651X3
2,38,85,4a651X4
2,37,106,4a651X5
2,33,82,4a651X6
2,44,118,4a651X7
2,34,101,4a651X8
2,29,103,4a651X9
2,53,111,4a651Xa
2,45,106,4b73bX0
2,38,98,4b73bX1
2,34,97,4b73bX2
2,39,109,4b73bX3
2,33,92,4b73bX4
2,40,96,4b73bX5
2,37,95,4b73bX6
2,40,101,4b73bX7
2,28,96,4b73bX8
2,38,90,4b73bX9
2,42,104,4b73bXa
