clone,alt,depth,id
1,51,99,1X0
1,59,113,1X1
1,52,107,1X2
1,38,100,1X3
1,50,96,1X4
1,52,101,1X5
1,62,110,1X6
1,44,95,1X7
1,34,86,1X8
1,62,119,1X9
1,52,110,1Xa
1,41,91,3X0
1,29,103,3X1
1,39,100,3X2
1,51,102,3X3
1,31,107,3X4
1,35,104,3X5
1,43,97,3X6
1,36,119,bX0
1,33,104,bX1
1,32,103,bX2
1,24,106,bX3
1,31,106,bX4
1,27,86,bX5
1,26,89,bX6
1,29,102,bX7
1,25,90,bX8
1,25,78,bX9
1,32,96,bXa
1,21,99,13X0
1,16,115,13X1
1,18,93,13X2
1,20,101,13X3
1,22,97,13X4
1,23,101,13X5
1,13,93,13X6
1,14,85,13X7
1,23,103,13X8
1,16,102,37X0
1,12,90,37X1
1,10,99,37X2
1,14,115,37X3
1,15,111,37X4
1,18,105,37X5
1,9,95,37X6
1,11,99,37X7
1,12,87,37X8
1,11,106,37X9
1,16,110,37Xa
1,5,88,37Xb
1,13,91,37Xc
1,14,108,37Xd
1,15,108,37Xe
1,13,94,37Xf
1,17,132,37X10
1,15,94,37X11
1,16,118,37X12
1,11,109,55X0
1,10,83,55X1
1,7,101,55X2
1,8,89,55X3
1,8,89,55X4
1,17,91,55X5
1,17,108,65X0
1,10,118,65X1
1,12,107,65X2
1,13,110,65X3
1,12,119,65X4
1,7,103,65X5
1,11,111,65X6
1,7,111,65X7
1,10,94,117X0
1,5,124,117X1
1,6,105,117X2
1,8,92,117X3
1,10,86,117X4
1,6,98,117X5
1,9,108,117X6
1,5,97,117X7
1,6,102,117X8
1,5,95,117X9
1,10,113,14dX0
1,5,116,14dX1
1,9,88,14dX3
1,10,90,14dX4
1,6,105,14dX7
1,5,108,14dX8
1,10,103,14dX9
1,11,108,14dXa
1,5,117,1b7X5
1,7,94,2ceX0
1,7,102,2ceX4
1,5,83,2ceX5
1,6,107,2ceX6
1,6,102,2ceX8
1,5,103,2ceX9
1,5,103,2ceXc
1,5,95,357X0
1,5,96,71eX0
1,6,99,71eX7
1,5,89,1b62X2
1,5,125,3c9cX0
1,5,103,3c9cX5
1,5,108,4437X7
1,5,113,4437Xd
1,5,101,bc95X9
1,7,107,db8aX6
1,6,98,e1cbX0
1,5,80,e1cbX2
1,5,92,e1cbX5
1,5,119,188a4X9
1,5,106,188a4Xa
1,5,97,188e5X3
1,6,89,188e5X6
1,5,92,189c1X2
1,8,102,1b8X0
1,10,111,1b8X1
1,8,110,1b8X2
