mutation_id,clone_id,alt_count,depth,vaf
1X0,1,31,101,0.306931
1X1,1,33,107,0.308411
1X2,1,34,98,0.346939
1X3,1,38,105,0.361905
1X4,1,37,119,0.310924
3X0,1,12,115,0.104348
3X1,1,18,110,0.163636
3X2,1,10,104,0.0961538
3X3,1,11,95,0.115789
3X4,1,14,100,0.14
3X5,1,20,109,0.183486
3X6,1,18,102,0.176471
3X7,1,16,107,0.149533
3X8,1,13,99,0.131313
9X3,1,6,110,0.0545455
eX4,1,6,112,0.0535714
eX8,1,6,100,0.06
fcXd,1,5,98,0.0510204
398X1,1,5,128,0.0390625
4a2aX0,1,5,94,0.0531915
5d26X8,1,5,117,0.042735
6c6aX3,1,5,106,0.0471698
13440X0,1,5,98,0.0510204
aX0,1,12,96,0.125
aX1,1,7,84,0.0833333
aX2,1,9,111,0.0810811
aX3,1,13,113,0.115044
aX4,1,10,113,0.0884956
aX5,1,9,94,0.0957447
aX6,1,9,91,0.0989011
aX7,1,18,101,0.178218
aX8,1,8,91,0.0879121
aX9,1,15,118,0.127119
1fX1,1,5,98,0.0510204
1fX4,1,6,101,0.0594059
1fX6,1,6,112,0.0535714
1fX9,1,5,82,0.0609756
1fXa,1,5,87,0.0574713
1fXb,1,5,103,0.0485437
3eX0,1,5,103,0.0485437
3eX3,1,7,111,0.0630631
3eX4,1,6,97,0.0618557
41X0,1,5,91,0.0549451
41X1,1,7,117,0.0598291
41X2,1,5,89,0.0561798
41X5,1,5,95,0.0526316
41X9,1,5,99,0.0505051
68X0,1,7,96,0.0729167
68X1,1,7,90,0.0777778
68X6,1,5,92,0.0543478
68Xb,1,5,96,0.0520833
7dX6,1,5,115,0.0434783
baX4,1,6,102,0.0588235
baX6,1,6,101,0.0594059
baX9,1,6,115,0.0521739
baXb,1,6,103,0.0582524
137X1,1,5,106,0.0471698
137X4,1,6,88,0.0681818
137X6,1,8,87,0.091954
137X7,1,5,92,0.0543478
137Xa,1,7,104,0.0673077
137Xd,1,5,105,0.047619
137Xe,1,11,98,0.112245
350X5,1,5,93,0.0537634
350X7,1,6,111,0.0540541
3a7X0,1,7,97,0.0721649
3a7X3,1,6,114,0.0526316
3a7X6,1,7,102,0.0686275
602X0,1,6,103,0.0582524
602X2,1,6,96,0.0625
602X5,1,6,109,0.0550459
602X7,1,5,105,0.047619
bd6X1,1,5,108,0.0462963
bd6X5,1,5,100,0.05
bd6X9,1,6,101,0.0594059
bd6Xb,1,5,94,0.0531915
bfcX0,1,6,110,0.0545455
bfcX3,1,5,114,0.0438596
bfcX4,1,5,87,0.0574713
bfcX5,1,8,94,0.0851064
12c4X4,1,5,82,0.0609756
12c4X6,1,7,101,0.0693069
12c4X7,1,6,124,0.0483871
12c4X9,1,6,108,0.0555556
12fdX2,1,5,100,0.05
12fdX7,1,5,109,0.0458716
12fdX8,1,5,91,0.0549451
1db6Xa,1,5,94,0.0531915
1f65X2,1,5,104,0.0480769
1f65X9,1,5,86,0.0581395
2763X4,1,5,91,0.0549451
35e9X1,1,5,103,0.0485437
35e9X2,1,5,92,0.0543478
3eebX0,1,6,100,0.06
40ecX3,1,7,95,0.0736842
5238X7,1,6,89,0.0674157
165b1X8,1,5,99,0.0505051
46dbX1,1,5,116,0.0431034
46e7Xd,1,5,99,0.0505051
11e21X9,1,5,113,0.0442478
20X0,1,15,100,0.15
20X1,1,9,105,0.0857143
20X2,1,10,90,0.111111
20X3,1,6,91,0.0659341
20X4,1,7,79,0.0886076
20X5,1,6,95,0.0631579
20X6,1,6,121,0.0495868
20X7,1,8,90,0.0888889
20X8,1,8,84,0.0952381
20Xa,1,9,110,0.0818182
20Xb,1,8,128,0.0625
20Xc,1,7,95,0.0736842
20Xd,1,9,106,0.0849057
20Xe,1,9,96,0.09375
69X4,1,5,115,0.0434783
69X6,1,6,123,0.0487805
69X8,1,6,109,0.0550459
87X5,1,6,84,0.0714286
93X8,1,6,113,0.0530973
