mutation_id,clone_id,alt_count,depth,vaf
1X0,0,13,109,0.119266
1X1,0,16,104,0.153846
1X2,0,5,87,0.0574713
1X3,0,17,109,0.155963
1X4,0,16,105,0.152381
1X5,0,15,113,0.132743
1X6,0,12,94,0.12766
1X7,0,14,117,0.119658
1X8,0,17,101,0.168317
1X9,0,16,94,0.170213
8X0,0,15,112,0.133929
8X1,0,7,85,0.0823529
8X2,0,10,98,0.102041
8X3,0,14,87,0.16092
8X4,0,10,100,0.1
8X5,0,15,93,0.16129
8X6,0,12,86,0.139535
8X7,0,15,96,0.15625
8X8,0,19,107,0.17757
8X9,0,7,92,0.076087
50X3,1,5,122,0.0409836
cX0,0,13,97,0.134021
cX1,0,8,108,0.0740741
cX2,0,11,104,0.105769
cX3,0,14,109,0.12844
cX4,0,11,80,0.1375
cX5,0,22,105,0.209524
cX6,0,12,93,0.129032
cX7,0,16,107,0.149533
cX8,0,12,89,0.134831
cX9,0,11,89,0.123596
dX0,1,5,99,0.0505051
dXd,1,6,107,0.0560748
15eX3,1,5,97,0.0515464
218X0,1,6,84,0.0714286
218X1,1,5,92,0.0543478
73dX0,1,5,98,0.0510204
5cXd,1,5,98,0.0510204
9eX5,1,8,120,0.0666667
3a7X9,1,6,110,0.0545455
3a7Xb,1,5,86,0.0581395
3f0X6,1,5,91,0.0549451
59dX8,1,5,92,0.0543478
946X3,1,5,117,0.042735
dedX0,1,5,113,0.0442478
182cX6,1,5,105,0.047619
182cXb,1,5,116,0.0431034
1c1fX4,1,5,100,0.05
265dX3,1,5,117,0.042735
4020X6,1,6,100,0.06
6155X0,1,5,88,0.0568182
6155X3,1,5,107,0.046729
6b80X0,1,5,92,0.0543478
9c46X8,1,5,99,0.0505051
eX0,0,8,107,0.0747664
eX1,0,7,97,0.0721649
eX2,0,7,98,0.0714286
eX3,0,10,96,0.104167
eX4,0,5,79,0.0632911
eX5,0,6,97,0.0618557
eX6,0,8,117,0.0683761
eX9,0,8,97,0.0824742
eXa,0,10,108,0.0925926
eXb,0,5,85,0.0588235
eXc,0,5,109,0.0458716
eXd,0,9,116,0.0775862
12X0,0,6,91,0.0659341
12X1,0,6,103,0.0582524
12X2,0,6,100,0.06
12X3,0,8,106,0.0754717
12X4,0,7,90,0.0777778
12X5,0,7,91,0.0769231
12X6,0,7,90,0.0777778
12X7,0,8,87,0.091954
12X8,0,9,101,0.0891089
12X9,0,10,93,0.107527
12Xa,0,6,101,0.0594059
12Xb,0,8,112,0.0714286
12Xe,0,6,99,0.0606061
12Xf,0,7,104,0.0673077
1eX0,1,11,104,0.105769
1eX1,1,5,96,0.0520833
1eX2,1,5,118,0.0423729
1eX3,1,14,110,0.127273
1eX4,1,7,105,0.0666667
1eX5,1,8,96,0.0833333
1eX6,1,5,89,0.0561798
1eX7,1,7,90,0.0777778
1eX8,1,7,100,0.07
1eXa,1,6,105,0.0571429
23X0,1,6,94,0.0638298
23X1,1,7,104,0.0673077
23X2,1,8,84,0.0952381
23X3,1,6,120,0.05
23X5,1,8,93,0.0860215
23X7,1,6,98,0.0612245
23X8,1,9,97,0.0927835
23Xb,1,5,91,0.0549451
23Xc,1,9,87,0.103448
2eX0,1,11,106,0.103774
2eX1,1,6,102,0.0588235
2eX3,1,5,83,0.060241
2eX5,1,7,98,0.0714286
