mutation_id,clone_id,alt_count,depth,vaf
1X1,1,5,106,0.0471698
532dX9,1,5,119,0.0420168
532dXa,1,5,97,0.0515464
955aX3,1,5,83,0.060241
38579X5,1,5,106,0.0471698
2X0,0,39,97,0.402062
2X1,0,51,110,0.463636
2X2,0,59,111,0.531532
2X3,0,47,95,0.494737
2X4,0,55,107,0.514019
2X5,0,62,118,0.525424
2X6,0,39,90,0.433333
2X7,0,53,102,0.519608
2X8,0,52,102,0.509804
2X9,0,51,89,0.573034
2Xa,0,46,105,0.438095
2Xb,0,57,102,0.558824
3X0,1,32,127,0.251969
3X1,1,27,113,0.238938
3X2,1,29,82,0.353659
3X3,1,27,108,0.25
3X4,1,23,86,0.267442
3X5,1,28,87,0.321839
3X6,1,28,117,0.239316
3X7,1,28,92,0.304348
3X8,1,29,91,0.318681
3X9,1,25,81,0.308642
fX1,1,5,100,0.05
1eX8,1,5,99,0.0505051
55X4,1,6,127,0.0472441
122X0,1,5,102,0.0490196
122X5,1,5,108,0.0462963
122X6,1,5,82,0.0609756
1baX7,1,5,98,0.0510204
417X1,1,5,102,0.0490196
bb5X6,1,5,92,0.0543478
10X0,1,20,85,0.235294
10X1,1,29,111,0.261261
10X2,1,23,105,0.219048
10X3,1,29,104,0.278846
10X4,1,32,119,0.268908
10X5,1,27,99,0.272727
10X6,1,29,116,0.25
10X7,1,29,98,0.295918
10X8,1,18,99,0.181818
15X0,1,9,95,0.0947368
15X1,1,16,98,0.163265
15X2,1,8,90,0.0888889
15X3,1,8,82,0.097561
15X4,1,11,91,0.120879
15X5,1,14,81,0.17284
15X6,1,12,107,0.11215
15X7,1,16,101,0.158416
15X8,1,10,99,0.10101
15X9,1,12,100,0.12
15Xa,1,19,118,0.161017
18X0,1,10,110,0.0909091
18X1,1,8,105,0.0761905
18X2,1,8,112,0.0714286
18X3,1,12,115,0.104348
18X4,1,11,102,0.107843
18X5,1,13,109,0.119266
18X6,1,11,86,0.127907
18X7,1,14,103,0.135922
18X8,1,10,98,0.102041
18X9,1,15,98,0.153061
22X0,1,8,107,0.0747664
22X1,1,19,113,0.168142
22X2,1,21,104,0.201923
22X3,1,16,116,0.137931
22X4,1,11,90,0.122222
22X5,1,10,97,0.103093
22X7,1,10,107,0.0934579
25X0,1,16,76,0.210526
25X1,1,14,110,0.127273
25X2,1,17,99,0.171717
25X3,1,12,96,0.125
25X4,1,16,114,0.140351
25X5,1,17,99,0.171717
25X6,1,14,95,0.147368
