mutation_id,clone_id,alt_count,depth,vaf
1X0,1,10,115,0.0869565
1X1,1,14,106,0.132075
1X2,1,13,102,0.127451
1X3,1,11,102,0.107843
1X4,1,14,103,0.135922
1X5,1,10,96,0.104167
1X6,1,10,97,0.103093
1X7,1,7,95,0.0736842
1X8,1,10,92,0.108696
1X9,1,12,90,0.133333
1Xa,1,7,99,0.0707071
14X0,1,18,117,0.153846
14X1,1,9,83,0.108434
14X2,1,10,103,0.0970874
14X3,1,9,110,0.0818182
14X4,1,11,98,0.112245
14X5,1,13,90,0.144444
14X6,1,12,110,0.109091
14X7,1,12,101,0.118812
14X8,1,13,102,0.127451
14X9,1,17,103,0.165049
53X0,1,5,97,0.0515464
53X2,1,5,101,0.049505
53X3,1,7,97,0.0721649
53X4,1,8,93,0.0860215
55X2,1,6,107,0.0560748
55X4,1,6,109,0.0550459
55X8,1,5,112,0.0446429
55Xa,1,5,95,0.0526316
18dX1,1,6,99,0.0606061
18dX4,1,5,105,0.047619
20dX0,1,5,116,0.0431034
20dX3,1,7,116,0.0603448
20dXc,1,5,105,0.047619
941X1,1,6,112,0.0535714
aa5X5,1,7,100,0.07
aa5X6,1,5,95,0.0526316
2ebbX3,1,5,122,0.0409836
6b27X7,1,5,91,0.0549451
b467X0,1,5,106,0.0471698
205f7X5,1,5,97,0.0515464
a77X6,1,5,112,0.0446429
146dXc,1,7,113,0.0619469
15f2X7,1,5,99,0.0505051
1791X3,1,5,109,0.0458716
2e85X0,1,6,120,0.05
259d0X3,1,5,101,0.049505
54X2,1,12,108,0.111111
54X3,1,6,104,0.0576923
54X5,1,6,91,0.0659341
59X0,1,10,103,0.0970874
59X2,1,9,107,0.0841121
59X5,1,5,99,0.0505051
59X6,1,9,117,0.0769231
59X8,1,10,116,0.0862069
59X9,1,6,92,0.0652174
59Xa,1,11,118,0.0932203
59Xb,1,7,88,0.0795455
68X1,1,8,105,0.0761905
68X2,1,11,94,0.117021
68X3,1,7,121,0.0578512
68X4,1,7,103,0.0679612
68X5,1,7,102,0.0686275
68X6,1,10,114,0.0877193
87X1,1,6,99,0.0606061
87X2,1,6,101,0.0594059
87X4,1,6,91,0.0659341
87X6,1,6,101,0.0594059
87X7,1,8,114,0.0701754
87X9,1,6,97,0.0618557
93X0,1,6,88,0.0681818
93X1,1,6,100,0.06
93X3,1,7,97,0.0721649
93X4,1,6,102,0.0588235
93X5,1,8,101,0.0792079
93X6,1,7,93,0.0752688
b8X6,1,5,105,0.047619
fb8X2,1,6,112,0.0535714
1c97X4,1,5,113,0.0442478
1c97X7,1,5,106,0.0471698
533cX3,1,7,110,0.0636364
aeX2,1,6,104,0.0576923
152X2,1,6,112,0.0535714
152X8,1,6,104,0.0576923
152Xa,1,6,84,0.0714286
2c5X0,1,5,117,0.042735
2c5X2,1,6,111,0.0540541
2c5X3,1,6,97,0.0618557
2c5X5,1,6,99,0.0606061
672X4,1,8,99,0.0808081
672X9,1,8,114,0.0701754
7a3X0,1,6,99,0.0606061
7a3X4,1,6,112,0.0535714
7a3X5,1,5,107,0.046729
7a3X7,1,9,107,0.0841121
7a3X9,1,5,99,0.0505051
fedX1,1,5,85,0.0588235
fedX4,1,6,104,0.0576923
fedX6,1,5,73,0.0684932
fedXa,1,5,92,0.0543478
fedXc,1,5,98,0.0510204
12a0X5,1,5,91,0.0549451
12a0X8,1,7,112,0.0625
1dd5X6,1,5,83,0.060241
1dd5X9,1,5,97,0.0515464
1dd5Xa,1,6,92,0.0652174
1e47X0,1,5,115,0.0434783
26ddX1,1,5,106,0.0471698
26ddX5,1,6,104,0.0576923
28aaX0,1,5,93,0.0537634
43f0X5,1,5,84,0.0595238
43f0X6,1,5,93,0.0537634
4c02X4,1,5,109,0.0458716
4c02X5,1,6,105,0.0571429
6efaX0,1,5,98,0.0510204
6efaX5,1,7,105,0.0666667
6efaX7,1,6,126,0.047619
827bX2,1,5,102,0.0490196
13f1cX4,1,5,115,0.0434783
13f1cX9,1,5,112,0.0446429
1421dX3,1,6,92,0.0652174
1421dX5,1,6,109,0.0550459
15094X0,1,7,105,0.0666667
15094X5,1,5,96,0.0520833
1a23eXb,1,7,88,0.0795455
1b103X1,1,5,83,0.060241
2X0,0,43,98,0.438776
2X1,0,47,108,0.435185
2X2,0,32,97,0.329897
2X3,0,23,79,0.291139
2X4,0,36,97,0.371134
2X5,0,31,89,0.348315
2X6,0,38,105,0.361905
2X7,0,33,93,0.354839
2X8,0,34,95,0.357895
2X9,0,35,95,0.368421
3X0,0,37,106,0.349057
3X1,0,45,107,0.420561
3X2,0,45,104,0.432692
3X3,0,40,101,0.39604
3X4,0,36,97,0.371134
3X5,0,45,106,0.424528
3X6,0,39,99,0.393939
3X7,0,33,105,0.314286
3X8,0,44,89,0.494382
5X0,0,5,101,0.049505
5X4,0,7,116,0.0603448
28X1,2,5,98,0.0510204
2fXa,2,6,103,0.0582524
83X8,2,5,105,0.047619
16bX3,2,5,98,0.0510204
16bX6,2,5,103,0.0485437
2c7X7,2,5,113,0.0442478
fc9X1,2,5,99,0.0505051
1954X6,2,5,113,0.0442478
1cd0X2,2,6,91,0.0659341
1cd0X3,2,6,98,0.0612245
1cd0X4,2,5,126,0.0396825
310bX2,2,6,89,0.0674157
411dX0,2,6,120,0.05
13391X7,2,5,105,0.047619
6X0,1,39,104,0.375
6X1,1,38,101,0.376238
6X2,1,37,93,0.397849
6X3,1,42,101,0.415842
6X4,1,35,100,0.35
6X5,1,35,102,0.343137
6X6,1,44,95,0.463158
6X7,1,38,102,0.372549
6X8,1,36,94,0.382979
6X9,1,31,99,0.313131
6Xa,1,39,103,0.378641
6Xb,1,34,91,0.373626
6Xc,1,37,117,0.316239
7X0,1,7,117,0.0598291
7X1,1,5,97,0.0515464
7X2,1,9,96,0.09375
7X3,1,6,95,0.0631579
7X4,1,12,96,0.125
7X5,1,7,100,0.07
7X6,1,6,98,0.0612245
7X7,1,8,113,0.0707965
7X8,1,9,103,0.0873786
7X9,1,10,99,0.10101
7Xa,1,5,106,0.0471698
7Xb,1,7,81,0.0864198
11X1,1,5,99,0.0505051
11X2,1,7,103,0.0679612
11X3,1,6,79,0.0759494
11X4,1,9,105,0.0857143
20X5,1,6,93,0.0645161
5cX8,1,5,103,0.0485437
16X0,1,7,105,0.0666667
16X2,1,5,95,0.0526316
16X3,1,7,123,0.0569106
16X4,1,6,89,0.0674157
16X5,1,8,112,0.0714286
16Xa,1,6,110,0.0545455
16Xb,1,5,99,0.0505051
16Xc,1,7,117,0.0598291
16Xd,1,7,92,0.076087
16Xf,1,12,104,0.115385
1dX7,1,5,97,0.0515464
26X0,1,5,98,0.0510204
3eX0,1,5,99,0.0505051
3eX5,1,7,108,0.0648148
3eX7,1,5,97,0.0515464
3eXb,1,6,100,0.06
8dX0,1,5,108,0.0462963
c4X0,1,6,100,0.06
c4X1,1,5,87,0.0574713
c4X4,1,6,94,0.0638298
c4X8,1,7,108,0.0648148
1d7X2,1,5,106,0.0471698
1d7X4,1,6,106,0.0566038
1d7X6,1,5,98,0.0510204
2f0X5,1,5,118,0.0423729
2f0Xa,1,5,105,0.047619
2f0Xb,1,7,108,0.0648148
44aX0,1,5,97,0.0515464
44aX5,1,8,111,0.0720721
44aX6,1,7,96,0.0729167
466X2,1,6,93,0.0645161
466X4,1,6,108,0.0555556
466X6,1,6,98,0.0612245
466X8,1,10,97,0.103093
4c3X5,1,5,86,0.0581395
4c3X6,1,6,97,0.0618557
6baX7,1,6,94,0.0638298
77cX0,1,5,100,0.05
77cX1,1,8,98,0.0816327
77cX2,1,5,94,0.0531915
77cX3,1,5,106,0.0471698
77cX6,1,5,104,0.0480769
77cX8,1,5,92,0.0543478
a1dX5,1,5,104,0.0480769
a1dX7,1,5,96,0.0520833
c69X1,1,7,110,0.0636364
c69X3,1,5,90,0.0555556
c69X4,1,5,92,0.0543478
e46X8,1,8,106,0.0754717
e46X9,1,6,108,0.0555556
e61X4,1,5,99,0.0505051
10a2Xb,1,5,110,0.0454545
10a2Xc,1,5,100,0.05
10e6X7,1,5,103,0.0485437
10e6X9,1,6,99,0.0606061
1142X1,1,6,107,0.0560748
1142X6,1,5,99,0.0505051
13deX4,1,6,104,0.0576923
13deXa,1,5,104,0.0480769
144aX3,1,6,115,0.0521739
16bbX5,1,5,90,0.0555556
18d3X0,1,6,84,0.0714286
18d3X7,1,6,108,0.0555556
18d3X9,1,5,94,0.0531915
18d3Xa,1,6,92,0.0652174
1a49X3,1,6,106,0.0566038
1bbfX4,1,6,95,0.0631579
24f8X5,1,7,110,0.0636364
36c4X1,1,6,113,0.0530973
36c4X4,1,5,112,0.0446429
3c90X2,1,5,88,0.0568182
45ddX6,1,5,107,0.046729
45ddXc,1,5,98,0.0510204
45ddXe,1,5,113,0.0442478
45ddXf,1,5,100,0.05
4a9cX5,1,6,94,0.0638298
4a9cX6,1,5,104,0.0480769
2e500X0,1,5,111,0.045045
e9f2Xb,1,5,119,0.0420168
11cd6X7,1,5,95,0.0526316
18X6,1,5,93,0.0537634
18X8,1,5,100,0.05
341X5,1,5,132,0.0378788
4fcX6,1,5,110,0.0454545
8X0,1,43,115,0.373913
8X1,1,26,85,0.305882
8X2,1,33,101,0.326733
8X3,1,32,102,0.313725
8X4,1,38,105,0.361905
8X5,1,39,126,0.309524
9X0,1,20,105,0.190476
9X1,1,11,91,0.120879
9X2,1,14,99,0.141414
9X3,1,21,111,0.189189
9X4,1,16,100,0.16
9X5,1,13,99,0.131313
9X6,1,14,99,0.141414
9X7,1,10,97,0.103093
9X8,1,17,91,0.186813
9X9,1,10,99,0.10101
9Xa,1,11,90,0.122222
9Xb,1,14,102,0.137255
9Xc,1,12,89,0.134831
9Xd,1,15,90,0.166667
9Xe,1,15,91,0.164835
9Xf,1,13,93,0.139785
bX0,1,10,103,0.0970874
bX1,1,9,102,0.0882353
bX2,1,14,96,0.145833
bX3,1,11,81,0.135802
bX4,1,9,94,0.0957447
bX5,1,13,91,0.142857
bX6,1,15,85,0.176471
bX7,1,18,109,0.165138
bX8,1,9,93,0.0967742
bX9,1,8,99,0.0808081
bXa,1,11,88,0.125
10X0,1,14,102,0.137255
10X1,1,7,104,0.0673077
10X2,1,13,122,0.106557
10X3,1,11,82,0.134146
10X4,1,14,88,0.159091
10X5,1,14,117,0.119658
10X6,1,14,114,0.122807
10X7,1,18,102,0.176471
10X8,1,15,103,0.145631
10X9,1,11,100,0.11
10Xa,1,18,115,0.156522
10Xb,1,10,99,0.10101
36X0,1,12,104,0.115385
36X1,1,13,96,0.135417
36X2,1,9,111,0.0810811
36X3,1,7,89,0.0786517
36X4,1,7,90,0.0777778
36X5,1,10,103,0.0970874
36X6,1,12,98,0.122449
36X7,1,16,107,0.149533
36X8,1,8,89,0.0898876
43X0,1,11,92,0.119565
43X1,1,15,104,0.144231
43X2,1,14,102,0.137255
43X3,1,12,87,0.137931
43X4,1,13,110,0.118182
43X5,1,11,102,0.107843
43X6,1,14,108,0.12963
43X7,1,13,96,0.135417
43X8,1,10,104,0.0961538
43X9,1,8,115,0.0695652
43Xa,1,15,109,0.137615
4bX0,1,8,84,0.0952381
4bX1,1,12,83,0.144578
4bX2,1,12,98,0.122449
4bX3,1,15,93,0.16129
4bX4,1,14,107,0.130841
4bX5,1,13,105,0.12381
4bX6,1,9,98,0.0918367
4bX7,1,7,101,0.0693069
4bX8,1,8,86,0.0930233
4bX9,1,18,101,0.178218
73X0,1,5,89,0.0561798
73X1,1,8,101,0.0792079
73X3,1,7,111,0.0630631
73X4,1,5,89,0.0561798
73X5,1,6,107,0.0560748
73X6,1,11,118,0.0932203
73X7,1,7,102,0.0686275
11dX0,1,8,98,0.0816327
11dX1,1,11,99,0.111111
11dX2,1,7,100,0.07
11dX3,1,9,89,0.101124
11dX4,1,10,110,0.0909091
11dX5,1,9,93,0.0967742
11dX6,1,11,104,0.105769
123X0,1,8,109,0.0733945
123X1,1,9,105,0.0857143
123X2,1,10,114,0.0877193
123X3,1,10,90,0.111111
123X4,1,9,97,0.0927835
123X5,1,9,102,0.0882353
123X6,1,8,103,0.0776699
1b8X1,1,5,100,0.05
1b8X2,1,5,83,0.060241
1b8X3,1,6,108,0.0555556
1b8X8,1,5,118,0.0423729
1b8Xa,1,9,99,0.0909091
577X0,1,6,96,0.0625
577X3,1,5,109,0.0458716
577X4,1,5,83,0.060241
be1X0,1,7,102,0.0686275
be1X6,1,9,109,0.0825688
be1X7,1,7,102,0.0686275
be1X8,1,6,112,0.0535714
be1X9,1,6,96,0.0625
f31X2,1,5,90,0.0555556
f31X3,1,6,110,0.0545455
f31X8,1,5,93,0.0537634
1e91X2,1,5,109,0.0458716
1e91X3,1,6,98,0.0612245
1e91X7,1,5,84,0.0595238
1e91X8,1,6,96,0.0625
1e91Xa,1,5,97,0.0515464
1e91Xb,1,5,114,0.0438596
272bX4,1,10,108,0.0925926
272bX5,1,6,83,0.0722892
272bX9,1,6,106,0.0566038
291bX2,1,5,88,0.0568182
291bX5,1,5,104,0.0480769
291bXc,1,6,89,0.0674157
2b67X1,1,5,89,0.0561798
2b67X6,1,8,104,0.0769231
2b67X8,1,6,93,0.0645161
2b67X9,1,5,95,0.0526316
2f26X1,1,6,108,0.0555556
2f26X4,1,5,97,0.0515464
2f26X6,1,6,111,0.0540541
38feX3,1,6,86,0.0697674
38feX5,1,5,107,0.046729
38feX6,1,5,95,0.0526316
4e63X0,1,5,93,0.0537634
4e63X9,1,5,98,0.0510204
5f7eX1,1,6,96,0.0625
9edbX2,1,5,101,0.049505
b003X5,1,5,93,0.0537634
c23fX8,1,5,93,0.0537634
d0c0X0,1,5,103,0.0485437
14fX2,1,5,97,0.0515464
14fX3,1,6,104,0.0576923
14fX5,1,7,106,0.0660377
14fX8,1,7,102,0.0686275
19eX3,1,6,92,0.0652174
1cbX1,1,7,91,0.0769231
1cbX6,1,8,102,0.0784314
1cbX8,1,8,105,0.0761905
1cbXf,1,5,108,0.0462963
2c9X6,1,5,86,0.0581395
2c9X7,1,5,101,0.049505
334X1,1,5,95,0.0526316
334X2,1,5,111,0.045045
334X3,1,6,94,0.0638298
334X5,1,5,107,0.046729
334X6,1,6,110,0.0545455
334X8,1,7,101,0.0693069
1d99X6,1,5,122,0.0409836
1d99X9,1,5,89,0.0561798
97c0X7,1,5,121,0.0413223
50bX7,1,6,116,0.0517241
6aeX0,1,5,97,0.0515464
6aeX5,1,6,108,0.0555556
6aeX6,1,5,104,0.0480769
6aeX8,1,7,101,0.0693069
7f1X0,1,7,109,0.0642202
7f1X2,1,6,111,0.0540541
7f1X3,1,5,98,0.0510204
7f1X5,1,6,116,0.0517241
872X3,1,5,97,0.0515464
9e4X1,1,7,106,0.0660377
ed6X0,1,5,109,0.0458716
ed6X4,1,5,91,0.0549451
ed6X8,1,6,90,0.0666667
effX0,1,7,100,0.07
190fX0,1,5,90,0.0555556
190fX6,1,7,112,0.0625
190fX8,1,5,109,0.0458716
3230X1,1,5,104,0.0480769
3535X4,1,7,94,0.0744681
3c28X7,1,5,97,0.0515464
3c28Xc,1,7,95,0.0736842
4844Xb,1,6,94,0.0638298
5f7c0X3,1,5,112,0.0446429
7aX0,1,6,100,0.06
54eXb,1,5,100,0.05
54eXf,1,7,111,0.0630631
5e4X1,1,8,132,0.0606061
5e4X8,1,5,92,0.0543478
5e4Xb,1,5,102,0.0490196
5e7X6,1,5,101,0.049505
5e7Xa,1,6,119,0.0504202
2ea7Xa,1,5,91,0.0549451
4121X8,1,5,115,0.0434783
48d1X1,1,5,118,0.0423729
56baX2,1,5,99,0.0505051
56baX9,1,5,88,0.0568182
917fX9,1,5,112,0.0446429
2c0X9,1,6,90,0.0666667
aX0,1,24,115,0.208696
aX1,1,15,100,0.15
aX2,1,17,93,0.182796
aX3,1,15,108,0.138889
aX4,1,8,96,0.0833333
aX5,1,16,92,0.173913
aX6,1,16,98,0.163265
aX7,1,21,112,0.1875
aX8,1,15,89,0.168539
dX0,1,18,109,0.165138
dX1,1,16,100,0.16
dX2,1,16,94,0.170213
dX3,1,15,106,0.141509
dX4,1,17,89,0.191011
dX5,1,20,101,0.19802
dX6,1,11,103,0.106796
dX7,1,12,92,0.130435
39fX1,1,7,117,0.0598291
578aX3,1,5,101,0.049505
5a91X3,1,5,108,0.0462963
1aX0,1,10,87,0.114943
1aX1,1,16,116,0.137931
1aX2,1,14,126,0.111111
1aX3,1,14,106,0.132075
1aX4,1,15,78,0.192308
1aX5,1,11,89,0.123596
1aX6,1,15,92,0.163043
1aX7,1,18,106,0.169811
1aX8,1,14,85,0.164706
1aX9,1,13,104,0.125
29X0,1,19,110,0.172727
29X1,1,13,109,0.119266
29X2,1,14,90,0.155556
29X3,1,19,121,0.157025
29X4,1,13,98,0.132653
29X5,1,13,96,0.135417
29X6,1,18,107,0.168224
29X7,1,7,105,0.0666667
29X8,1,22,100,0.22
29X9,1,11,86,0.127907
29Xa,1,11,87,0.126437
31X0,1,8,103,0.0776699
31X1,1,10,104,0.0961538
31X2,1,9,97,0.0927835
31X3,1,9,91,0.0989011
31X4,1,6,108,0.0555556
31X5,1,10,101,0.0990099
31X6,1,9,92,0.0978261
31X7,1,12,114,0.105263
31X8,1,14,101,0.138614
31X9,1,9,110,0.0818182
31Xa,1,10,100,0.1
b1X2,1,6,110,0.0545455
b1X5,1,5,110,0.0454545
b1X6,1,7,92,0.076087
c1X3,1,7,103,0.0679612
c1X8,1,5,106,0.0471698
caX0,1,6,114,0.0526316
caX7,1,6,106,0.0566038
ddX7,1,9,109,0.0825688
ddX8,1,6,95,0.0631579
ddXe,1,5,110,0.0454545
15f00Xc,1,5,107,0.046729
20870X5,1,5,112,0.0446429
2b492X5,1,5,108,0.0462963
b2X2,1,5,101,0.049505
b2X3,1,6,95,0.0631579
b2X4,1,7,108,0.0648148
b2X6,1,5,103,0.0485437
b2X7,1,9,104,0.0865385
1a3X0,1,6,98,0.0612245
1a3X1,1,7,109,0.0642202
1a3X2,1,8,92,0.0869565
1a3X3,1,8,112,0.0714286
1a3X4,1,5,111,0.045045
1bdX0,1,7,123,0.0569106
1bdX1,1,7,107,0.0654206
1bdX2,1,8,111,0.0720721
1bdX4,1,8,101,0.0792079
361X1,1,5,107,0.046729
361X3,1,5,92,0.0543478
361X7,1,7,100,0.07
361X8,1,6,131,0.0458015
361X9,1,6,103,0.0582524
361Xb,1,8,81,0.0987654
361Xe,1,5,96,0.0520833
701X1,1,5,94,0.0531915
701X2,1,7,122,0.057377
701X3,1,6,94,0.0638298
701X4,1,5,86,0.0581395
701X5,1,7,87,0.0804598
701X6,1,5,110,0.0454545
701X8,1,5,96,0.0520833
701X9,1,6,108,0.0555556
762X0,1,7,87,0.0804598
762X2,1,5,94,0.0531915
762X5,1,7,106,0.0660377
762X7,1,6,100,0.06
762Xb,1,6,101,0.0594059
762Xd,1,5,73,0.0684932
907Xb,1,6,109,0.0550459
b91X2,1,5,112,0.0446429
29ecX0,1,5,103,0.0485437
29ecX5,1,5,95,0.0526316
746aXa,1,5,102,0.0490196
761eX6,1,8,105,0.0761905
7751X6,1,5,95,0.0526316
c97bX7,1,5,98,0.0510204
c97bXb,1,5,108,0.0462963
174b6X5,1,5,101,0.049505
8b5X6,1,5,121,0.0413223
8b5Xa,1,5,92,0.0543478
d40X1,1,5,99,0.0505051
127fX2,1,6,103,0.0582524
127fX3,1,9,130,0.0692308
127fX5,1,5,99,0.0505051
127fX9,1,5,113,0.0442478
1732X6,1,5,119,0.0420168
1732X7,1,5,78,0.0641026
1732X9,1,5,122,0.0409836
1732Xa,1,5,95,0.0526316
3482X7,1,7,104,0.0673077
409dX3,1,6,97,0.0618557
537bX6,1,5,108,0.0462963
8795X5,1,5,117,0.042735
11347X6,1,5,109,0.0458716
3e77X5,1,6,101,0.0594059
7a2aX7,1,5,96,0.0520833
32X0,1,9,103,0.0873786
32X2,1,8,98,0.0816327
32X4,1,7,100,0.07
32X6,1,6,105,0.0571429
32X7,1,7,111,0.0630631
32X9,1,5,92,0.0543478
32Xa,1,7,96,0.0729167
32Xc,1,11,113,0.0973451
