mutation_id,clone_id,alt_count,depth,vaf
1X0,0,43,89,0.483146
1X1,0,43,105,0.409524
1X2,0,47,89,0.52809
1X3,0,41,91,0.450549
1X4,0,64,114,0.561404
1X5,0,55,100,0.55
3X0,0,25,107,0.233645
3X1,0,36,107,0.336449
3X2,0,20,97,0.206186
3X3,0,28,104,0.269231
3X4,0,28,105,0.266667
3X5,0,32,108,0.296296
3X6,0,23,89,0.258427
3X7,0,30,102,0.294118
3X8,0,18,79,0.227848
3X9,0,29,88,0.329545
3Xa,0,22,90,0.244444
3Xb,0,30,109,0.275229
3Xc,0,22,103,0.213592
3Xd,0,21,88,0.238636
3Xe,0,32,106,0.301887
7X0,0,12,81,0.148148
7X1,0,17,89,0.191011
7X2,0,12,89,0.134831
7X3,0,10,95,0.105263
7X4,0,26,94,0.276596
7X5,0,15,86,0.174419
7X6,0,18,85,0.211765
7X7,0,9,106,0.0849057
7X8,0,22,105,0.209524
9X1,2,8,132,0.0606061
9X3,2,7,105,0.0666667
9X5,2,5,117,0.042735
9X7,2,5,109,0.0458716
9X8,2,7,110,0.0636364
9X9,2,8,99,0.0808081
97X7,2,6,108,0.0555556
97X9,2,5,98,0.0510204
97Xa,2,5,111,0.045045
97Xb,2,7,104,0.0673077
a7X2,2,6,101,0.0594059
a7X8,2,7,114,0.0614035
1bcX1,2,5,88,0.0568182
1bcX6,2,6,85,0.0705882
28dX2,2,6,97,0.0618557
28dX3,2,7,91,0.0769231
28dX7,2,5,101,0.049505
4c3X2,2,7,104,0.0673077
71cX1,2,8,112,0.0714286
71cX4,2,6,95,0.0631579
71cX5,2,6,109,0.0550459
71cX7,2,6,114,0.0526316
71cX8,2,6,91,0.0659341
7c4X3,2,5,107,0.046729
a1eX3,2,5,103,0.0485437
a1eX4,2,5,97,0.0515464
a1eX5,2,9,104,0.0865385
a1eX6,2,8,112,0.0714286
a30X1,2,6,110,0.0545455
a30X3,2,5,95,0.0526316
a30X4,2,6,97,0.0618557
a30X7,2,5,104,0.0480769
a30Xc,2,8,100,0.08
b64X4,2,6,106,0.0566038
b64X5,2,5,102,0.0490196
b64X6,2,5,113,0.0442478
b64X7,2,9,117,0.0769231
b7fX2,2,5,99,0.0505051
b7fXd,2,5,83,0.060241
eb6X4,2,9,112,0.0803571
eb6X5,2,6,109,0.0550459
fcbX3,2,5,102,0.0490196
fcbX6,2,5,107,0.046729
fcbX8,2,6,108,0.0555556
105aX4,2,6,115,0.0521739
105aX6,2,6,95,0.0631579
18ceX3,2,5,92,0.0543478
18ceX8,2,5,86,0.0581395
190dX0,2,7,100,0.07
190dX6,2,7,102,0.0686275
190dX7,2,5,97,0.0515464
190dX8,2,6,109,0.0550459
190dX9,2,5,89,0.0561798
190dXc,2,6,101,0.0594059
1c99X0,2,5,98,0.0510204
1c99X1,2,7,109,0.0642202
2053X3,2,5,107,0.046729
2053X5,2,5,108,0.0462963
2053X7,2,5,124,0.0403226
2053X8,2,5,103,0.0485437
2053Xa,2,5,104,0.0480769
2053Xb,2,6,110,0.0545455
2733X2,2,5,110,0.0454545
2733X7,2,7,112,0.0625
2733X8,2,5,107,0.046729
2ebcX5,2,6,93,0.0645161
32d4X5,2,6,87,0.0689655
32d4X8,2,5,103,0.0485437
32d4Xc,2,5,83,0.060241
3582X2,2,8,98,0.0816327
39f9X1,2,5,104,0.0480769
4d9dX9,2,6,118,0.0508475
59f9X8,2,5,114,0.0438596
7453X6,2,5,112,0.0446429
aX0,1,16,96,0.166667
aX1,1,13,110,0.118182
aX2,1,16,106,0.150943
aX3,1,18,118,0.152542
aX4,1,15,97,0.154639
aX5,1,5,106,0.0471698
aX6,1,9,103,0.0873786
aX8,1,21,102,0.205882
aX9,1,13,108,0.12037
aXa,1,13,91,0.142857
aXb,1,13,107,0.121495
aXc,1,17,107,0.158879
1bX0,1,12,87,0.137931
1bX1,1,17,116,0.146552
1bX2,1,18,91,0.197802
1bX3,1,15,105,0.142857
1bX4,1,6,100,0.06
1bX5,1,12,105,0.114286
1bX6,1,10,93,0.107527
1bX7,1,12,110,0.109091
1bX8,1,25,113,0.221239
1bX9,1,14,104,0.134615
1bXa,1,17,96,0.177083
74X0,1,5,106,0.0471698
655X4,1,6,114,0.0526316
25d5X2,1,5,107,0.046729
32X0,1,13,115,0.113043
32X1,1,9,98,0.0918367
32X2,1,11,106,0.103774
32X3,1,9,96,0.09375
32X4,1,12,89,0.134831
32X5,1,17,99,0.171717
32X6,1,9,95,0.0947368
32X7,1,8,104,0.0769231
32X8,1,13,125,0.104
32X9,1,9,94,0.0957447
32Xa,1,20,110,0.181818
32Xb,1,20,115,0.173913
3dX0,1,9,107,0.0841121
3dX1,1,8,80,0.1
3dX2,1,7,91,0.0769231
3dX3,1,6,104,0.0576923
3dX4,1,8,93,0.0860215
3dX5,1,6,108,0.0555556
3dX7,1,8,114,0.0701754
3dX9,1,14,95,0.147368
3dXb,1,6,86,0.0697674
3dXc,1,5,98,0.0510204
69X1,1,5,99,0.0505051
69X6,1,6,106,0.0566038
69X7,1,6,120,0.05
69X9,1,5,84,0.0595238
f1X4,1,6,114,0.0526316
f1X6,1,5,111,0.045045
f1X8,1,6,105,0.0571429
1a9X3,1,7,118,0.059322
1aaX0,1,5,113,0.0442478
1aaX2,1,5,128,0.0390625
1aaX7,1,6,102,0.0588235
1aaXb,1,5,107,0.046729
4e6X1,1,9,107,0.0841121
4e6X2,1,5,92,0.0543478
4e6X3,1,6,99,0.0606061
4e6X5,1,6,100,0.06
4e6X6,1,6,106,0.0566038
4e6Xa,1,5,108,0.0462963
4e6Xb,1,5,105,0.047619
4e6Xc,1,5,109,0.0458716
76cX1,1,11,125,0.088
76cX2,1,5,116,0.0431034
76cX3,1,5,100,0.05
76cXc,1,5,88,0.0568182
964X1,1,5,109,0.0458716
964X5,1,6,91,0.0659341
964X9,1,5,96,0.0520833
a22X1,1,6,104,0.0576923
d30X0,1,6,102,0.0588235
fdbX2,1,5,101,0.049505
fdbX5,1,6,101,0.0594059
fdbX7,1,7,108,0.0648148
fdbXa,1,5,134,0.0373134
1412X6,1,5,97,0.0515464
1412X8,1,5,97,0.0515464
1488X2,1,7,114,0.0614035
1488Xa,1,5,97,0.0515464
20b6X2,1,6,104,0.0576923
2664X0,1,6,114,0.0526316
2664X4,1,7,107,0.0654206
2664Xc,1,5,106,0.0471698
2e91X1,1,5,101,0.049505
2e91X3,1,8,93,0.0860215
2f61X3,1,5,94,0.0531915
2f61X4,1,7,111,0.0630631
2f61Xc,1,5,90,0.0555556
2f61Xd,1,7,110,0.0636364
30f4X6,1,5,105,0.047619
613bX8,1,7,115,0.0608696
613bX9,1,5,119,0.0420168
6440Xa,1,5,106,0.0471698
713cXf,1,5,106,0.0471698
90f5X6,1,5,99,0.0505051
6aX0,1,7,98,0.0714286
6aX4,1,6,108,0.0555556
efX9,1,5,110,0.0454545
efXa,1,7,117,0.0598291
1d6X6,1,6,116,0.0517241
73aX0,1,5,102,0.0490196
73aX2,1,5,88,0.0568182
73aX3,1,6,89,0.0674157
73aX7,1,5,108,0.0462963
8acX4,1,6,99,0.0606061
8acX7,1,5,107,0.046729
9996X2,1,5,98,0.0510204
4a50X5,1,5,84,0.0595238
5b3cX2,1,5,103,0.0485437
621fX2,1,5,100,0.05
73aeXb,1,5,109,0.0458716
