clone,alt,depth,id
1,7,100,1X0
1,11,100,1X1
1,7,100,1X2
1,13,100,1X3
1,13,100,1X4
1,11,100,1X5
1,8,100,1X6
1,9,100,1X7
1,13,100,1X8
1,11,100,1X9
1,9,100,1Xa
1,10,100,1Xb
1,13,100,1Xc
1,8,100,3X1
1,5,100,3X3
1,9,100,3X4
1,7,100,3X5
1,8,100,3X6
1,5,100,3X8
1,11,100,3Xa
1,8,100,8X0
1,7,100,8X1
1,5,100,8X2
1,5,100,8X3
1,6,100,8X4
1,11,100,16X0
1,8,100,16X1
1,7,100,16X6
1,6,100,16X7
1,7,100,16X8
1,7,100,17X0
1,5,100,17X8
1,5,100,4X1
1,8,100,4X9
1,5,100,5X4
1,5,100,5X6
1,5,100,eX0
0,45,100,2X0
0,41,100,2X1
0,35,100,2X2
0,51,100,2X3
0,52,100,2X4
0,38,100,2X5
0,51,100,2X6
0,41,100,2X7
0,46,100,2X8
0,35,100,2X9
0,41,100,2Xa
0,47,100,2Xb
0,47,100,2Xc
0,35,100,14X0
0,39,100,14X1
0,42,100,14X2
0,46,100,14X3
0,42,100,14X4
0,47,100,14X5
0,35,100,14X6
0,40,100,14X7
0,45,100,14X8
0,49,100,14X9
0,46,100,14Xa
0,39,100,1bX0
0,41,100,1bX1
0,45,100,1bX2
0,33,100,1bX3
0,40,100,1bX4
0,44,100,1bX5
0,41,100,1bX6
0,36,100,1bX7
0,43,100,1dX0
0,39,100,1dX1
0,40,100,1dX2
0,43,100,1dX3
0,44,100,1dX4
0,39,100,1dX5
0,37,100,1dX6
0,37,100,1dX7
0,35,100,2cX0
0,47,100,2cX1
0,39,100,2cX2
0,44,100,2cX3
0,34,100,2cX4
0,35,100,2cX5
0,37,100,2cX6
0,46,100,2cX7
0,38,100,2cX8
0,42,100,2cX9
0,46,100,2cXa
0,42,100,2cXb
0,31,100,2cXc
0,44,100,2cXd
0,34,100,2cXe
0,35,100,57X0
0,51,100,57X1
0,42,100,57X2
0,33,100,57X3
0,34,100,57X4
0,42,100,57X5
0,36,100,57X6
0,39,100,57X7
0,42,100,57X8
0,44,100,57X9
0,45,100,6aX0
0,36,100,6aX1
0,38,100,6aX2
0,35,100,6aX3
0,39,100,6aX4
0,40,100,6aX5
0,42,100,6aX6
0,40,100,6aX7
0,35,100,6aX8
0,39,100,6aX9
0,36,100,6aXa
0,43,100,74X0
0,38,100,74X1
0,37,100,74X2
0,40,100,74X3
0,43,100,74X4
0,45,100,74X5
0,43,100,74X6
0,35,100,74X7
0,31,100,74X8
0,40,100,74X9
0,39,100,74Xa
0,43,100,74Xb
0,38,100,74Xc
0,39,100,74Xd
0,48,100,74Xe
0,41,100,89X0
0,43,100,89X1
0,41,100,89X2
0,43,100,89X3
0,43,100,89X4
0,43,100,89X5
0,42,100,89X6
0,44,100,1abX0
0,44,100,1abX1
0,37,100,1abX2
0,43,100,1abX3
0,42,100,1abX4
0,45,100,1abX5
0,46,100,1abX6
0,39,100,1abX7
0,36,100,1abX8
0,40,100,1abX9
2,40,100,1b9X0
2,38,100,1b9X1
2,40,100,1b9X2
2,30,100,1b9X3
2,38,100,1b9X4
2,39,100,1b9X5
2,39,100,1b9X6
2,39,100,1b9X7
2,37,100,1b9X8
2,42,100,1b9X9
2,31,100,1b9Xa
2,51,100,1b9Xb
2,40,100,63aX0
2,33,100,63aX1
2,44,100,63aX2
2,30,100,63aX3
2,29,100,63aX4
2,45,100,63aX5
2,37,100,63aX6
2,35,100,63aX7
2,31,100,63aX8
2,33,100,63aX9
2,41,100,63aXa
2,39,100,63aXb
2,37,100,63aXc
2,38,100,6eeX0
2,32,100,6eeX1
2,38,100,6eeX2
2,38,100,6eeX3
2,33,100,6eeX4
2,52,100,6eeX5
2,44,100,6eeX6
2,36,100,6eeX7
2,42,100,6eeX8
2,33,100,6eeX9
2,44,100,6eeXa
2,31,100,6eeXb
2,20,100,708X0
2,19,100,708X1
2,24,100,708X2
2,15,100,708X3
2,27,100,708X4
2,20,100,708X5
2,18,100,708X6
2,12,100,708X7
2,22,100,708X8
2,23,100,708X9
2,27,100,708Xa
2,24,100,7f4X0
2,25,100,7f4X1
2,24,100,7f4X2
2,6,100,8c9X2
2,5,100,8c9Xa
2,6,100,babX0
2,5,100,babX2
2,6,100,1518X1
2,5,100,1518X4
2,7,100,15deXd
2,5,100,15f6X2
2,6,100,1793X9
2,5,100,19c9X5
2,5,100,1ad4X4
2,6,100,1ad4X5
2,5,100,1b50X0
2,6,100,1e42X1
2,5,100,2a4dX1
2,16,100,8caX0
2,29,100,8caX1
2,20,100,8caX2
2,18,100,8caX3
2,15,100,8caX4
2,23,100,8caX5
2,11,100,8caX6
2,20,100,8caX7
2,13,100,8caX8
2,19,100,8caX9
2,15,100,9b5X0
2,20,100,9b5X1
2,22,100,9b5X2
2,23,100,9b5X3
2,23,100,9b5X4
2,17,100,9b5X5
2,27,100,9b5X6
2,11,100,9b5X7
2,12,100,9b5X8
2,19,100,9b5X9
2,19,100,9b5Xa
2,11,100,9c1X0
2,23,100,9c1X1
2,16,100,9c1X2
2,17,100,9c1X3
2,18,100,9c1X4
2,15,100,9c1X5
2,15,100,9c1X6
2,24,100,9c1X7
2,11,100,a5cX0
2,20,100,a5cX1
2,19,100,a5cX2
2,15,100,a5cX3
2,15,100,a5cX4
2,14,100,a5cX5
2,13,100,a5cX6
2,23,100,a5cX7
2,16,100,a5cX8
2,14,100,a5cX9
2,5,100,ad5X1
2,5,100,ad5X2
2,6,100,ad5X7
2,5,100,ae0X2
2,6,100,ae0X3
2,5,100,ae0X7
2,7,100,ae0X8
2,5,100,c6cX0
2,5,100,c6cX4
2,5,100,c6cX5
2,6,100,ca0X1
2,5,100,ca0X2
2,8,100,ad6X0
2,15,100,ad6X1
2,12,100,ad6X2
2,11,100,ad6X3
2,13,100,ad6X4
2,18,100,ad6X5
2,19,100,ad6X6
2,15,100,ad6X7
2,8,100,d59X0
2,16,100,d59X1
2,13,100,d59X2
2,6,100,d59X3
2,15,100,d59X4
2,12,100,d59X5
2,10,100,d59X6
2,11,100,d59X7
2,7,100,d59X8
2,9,100,d59X9
2,5,100,d59Xa
2,13,100,d59Xb
2,13,100,10afX0
2,8,100,10afX1
2,12,100,10afX2
2,9,100,10c2X0
2,8,100,10c2X1
2,8,100,10c2X2
2,11,100,10c2X3
2,12,100,10c2X4
2,7,100,10c2X5
2,7,100,10c2X6
2,9,100,10c2X7
2,6,100,10c2X8
2,12,100,10c2X9
2,8,100,1365X0
2,5,100,1365X1
2,8,100,1365X2
2,11,100,1365X3
2,7,100,1365X4
2,7,100,1365X5
2,6,100,1365X6
2,9,100,1439X2
2,5,100,1439X3
2,6,100,1439X5
2,5,100,1439X7
2,5,100,1439X8
2,5,100,1439X9
2,5,100,145bX0
2,6,100,145bX1
2,7,100,145bX2
2,11,100,145bX3
2,5,100,145bX4
2,5,100,145bX5
2,5,100,145bX6
2,7,100,145bX8
2,6,100,1548X0
2,8,100,1548X1
2,9,100,1548X3
2,8,100,1548X4
2,5,100,1548X5
2,6,100,1548X6
2,5,100,1647X0
2,6,100,1647X1
2,5,100,1647X4
2,5,100,1647X5
2,6,100,1647X6
2,6,100,1647X7
2,6,100,167aX3
2,7,100,167aX5
2,5,100,167aX6
2,5,100,18f5X4
2,5,100,18f5X5
2,5,100,18f5X8
2,7,100,1ac8X6
2,5,100,23b3X7
2,6,100,413bX9
2,6,100,143aX1
2,5,100,143aX4
2,5,100,1c06X5
2,5,100,1c06X6
2,5,100,2337X9
2,6,100,1facX3
2,8,100,d5aX7
2,7,100,a5dX4
2,5,100,a5dX5
2,5,100,a5dX7
2,5,100,a74X4
2,6,100,a74X6
2,8,100,a74X7
2,5,100,a74Xb
2,5,100,b5dX4
2,5,100,d64X0
2,5,100,d64X1
